dword	text	END
173	Увеличивает скорость атаки при использовании щита	
174	Увеличивает скорость атаки при использовании щита	
175	Увеличивает скорость атаки при использовании щита	
176	Богатые украшения не умаляют боевых качеств гладиуса - одного из самых популярных мечей на Новусе. Клинок, утяжеленный в передней части, хорош против бронированных противников	
177	Гладиус - один из самых популярных мечей в системе Новус. Закалка позволяет использовать гладиус не только для рубящих ударов, но и для колющих	
178	Увеличивает скорость атаки при использовании щита	
179	Увеличивает скорость атаки при использовании щита	
180	Увеличивает скорость атаки при использовании щита	
181	Увеличивает скорость атаки при использовании щита	
182	Увеличивает скорость атаки при использовании щита	
183	Увеличивает скорость атаки при использовании щита	
184	Увеличивает скорость атаки при использовании щита	
185	Увеличивает скорость атаки при использовании щита	
186	Увеличивает скорость атаки при использовании щита	
187	Увеличивает скорость атаки при использовании щита	
188	Увеличивает скорость атаки при использовании щита	
189	Увеличивает скорость атаки при использовании щита	
190	Увеличивает скорость атаки при использовании щита	
191	Увеличивает скорость атаки при использовании щита	
192	Увеличивает скорость атаки при использовании щита	
193	Увеличивает скорость атаки при использовании щита	
194	Увеличивает скорость атаки при использовании щита	
195	Увеличивает скорость атаки при использовании щита	
196	Один из самых известных мечей в системе Новус. Оставленный расой Древних, он, и по сию пору остается грозным оружием, и горе тому, кто встанет на пути у его владельца! 	
197	Оставленный расой Древних, он, и по сию пору остается грозным оружием. Использование технологии закалки позволило совершить невозможное - усилить этот и без того могущественный меч	
198	Увеличивает скорость атаки при использовании щита	
199	Увеличивает скорость атаки при использовании щита	
200	Классический меч - излюбленное оружие воинов любой расы	
201	Классический меч - излюбленное оружие воинов любой расы. Закаленный меч никогда не подведет своего хозяина в пылу битвы!	
202	Стандартное оружие ближнего боя	
203	Имперский душегуб - могущественное оружие, созданное специально для безжалостных воинов Империи Акретия. Внешний вид меча, по замыслу создателя, должен внушать ужас всему живому	
204	Созданный из неведомых сплавов, звездный меч отлично держит удары любого оружия в ближнем бою, позволяя своему владельцу проводить стремительные атаки, сокрушая врага	
205	Созданный из неизвестных сплавов, звездный меч отлично держит удары любого оружия в ближнем бою. Дополнительная закалка делает этот меч еще более эффективным в использовании	
206	Стандартное оружие ближнего боя	
207	Имперский душегуб - могущественное оружие, созданное специально для воинов Империи Акретия. Клеймо мастера, сделанное лазерной гравировкой на рукояти, потверждает подлиность оружия	
208	Длинный меч - излюбленное оружие дуэлянтов любой расы. Не менее эффективен он и в ближнем бою, предоставляя своему хозяину неоспоримые преимущества за счет длины.	
209	Длинный меч - излюбленное оружие дуэлянтов любой расы. Также эффективен в ближнем бою за счет своей длины. Закаленный длиный меч с легкостью прорубает металическую броню и доспехи	
210	Стандартное оружие ближнего боя	
211	Стандартное оружие ближнего боя	
212	Стандартное оружие ближнего боя	
213	Стандартное оружие ближнего боя	
214	Стандартное оружие ближнего боя	
215	Стандартное оружие ближнего боя	
216	Парные клинки в руках опытного бойца становятся непреодолимой преградой для любых выпадов противника	
217	Парные клинки в руках опытного бойца становятся непреодолимой преградой для любых выпадов противника. Закалка делает парные мечи оружием победы в любой битве	
218	Стандартное оружие ближнего боя	
219	Стандартное оружие ближнего боя	
220	Стандартное оружие ближнего боя	
221	Стандартное оружие ближнего боя	
222	Стандартное оружие ближнего боя	
223	Стандартное оружие ближнего боя	
224	Кацбальгер - любимый меч наемных воинов. Благодаря своей длине, отлично держит противника на расстоянии не давая ему приблизиться	
225	Кацбальгер - любимый меч наемных воинов. Благодаря своей длине, отлично держит противника на расстоянии. Дополнительная закалка делает меч еще более эффективным в использовании	
226	Стандартное оружие ближнего боя	
227	Стандартное оружие ближнего боя	
228	Стандартное оружие ближнего боя	
229	Стандартное оружие ближнего боя	
230	Стандартное оружие ближнего боя	
231	Стандартное оружие ближнего боя	
232	Стандартное оружие ближнего боя	
233	Стандартное оружие ближнего боя	
234	Стандартное оружие ближнего боя	
235	Стандартное оружие ближнего боя	
236	Широкий меч используется исключительно для рубящих и режущих ударов, так как не имеет острия. Однако, это не мешает ему быть очень грозным оружием в ближнем бою	
237	Широкий меч используется исключительно для рубящих и режущих ударов, так как не имеет острия. Дополнительная закалка делает широкий меч еще более эффективным в использовании	
238	Стандартное оружие ближнего боя	
239	Стандартное оружие ближнего боя	
240	Стандартное оружие ближнего боя	
241	Стандартное оружие ближнего боя	
242	Стандартное оружие ближнего боя	
243	Стандартное оружие ближнего боя	
244	Меч Валькирий является превосходным выбором любого бойца. Идеальная балансировка позволяет наносить точные удары, пробивая броню противника	
245	Меч Валькирий является достойным выбором любого бойца. Идеальная балансировка позволяет наносить точные удары. Дополнительная закалка делает меч более эффективным в использовании	
246	Стандартное оружие ближнего боя	
247	Стандартное оружие ближнего боя	
248	Стандартное оружие ближнего боя	
249	Стандартное оружие ближнего боя	
250	Стандартное оружие ближнего боя	
251	Стандартное оружие ближнего боя	
252	Стандартное оружие ближнего боя	
253	Стандартное оружие ближнего боя	
254	Стандартное оружие ближнего боя	
255	Стандартное оружие ближнего боя	
256	Устрашающее оружие, с легкостью пробивающее доспехи противника. Утяжеленная режущая кромка тесака идеально подходит для рубящих ударов	
257	Устрашающее оружие с утяжеленной режущей кромкой, идеально подходит для рубящих ударов. Дополнительная закалка делает тесак еще более эффективным в использовании	
258	Стандартное оружие ближнего боя	
259	Стандартное оружие ближнего боя	
260	Стандартное оружие ближнего боя	
261	Стандартное оружие ближнего боя	
262	Стандартное оружие ближнего боя	
263	Стандартное оружие ближнего боя	
264	Стандартное оружие ближнего боя	
265	Стандартное оружие ближнего боя	
266	Стандартное оружие ближнего боя	
267	Стандартное оружие ближнего боя	
268	Являясь одним из самых популярных мечей в своем классе, фламберг это отличный выбор искушенного бойца	
269	Являясь одним из самых популярных мечей в своем классе, фламберг это отличный выбор искушенного бойца. Дополнительная закалка делает фламберг еще более эффективным в использовании	
270	Стандартное оружие ближнего боя	
271	Стандартное оружие ближнего боя	
272	Стандартное оружие ближнего боя	
273	Стандартное оружие ближнего боя	
274	Стандартное оружие ближнего боя	
275	Стандартное оружие ближнего боя	
276	Цвайхандер - классический двуручный меч, используемый воинской элитой	
277	Цвайхандер - классический двуручный меч, используемый воинской элитой. Дополнительная закалка делает Цвайхандер еще более эффективным в использовании	
278	Стандартное оружие ближнего боя	
279	Стандартное оружие ближнего боя	
280	Стандартное оружие ближнего боя	
281	Стандартное оружие ближнего боя	
282	Стандартное оружие ближнего боя	
283	Стандартное оружие ближнего боя	
284	Полуторный меч предназначен для фехтования одной рукой, является разновидностью боевых рапир	
285	Полуторный меч предназначен для фехтования одной рукой, является разновидностью боевых рапир. Дополнительная закалка делает полуторный меч еще более эффективным в использовании	
286	Стандартное оружие ближнего боя	
287	Стандартное оружие ближнего боя	
288	Стандартное оружие ближнего боя	
289	Стандартное оружие ближнего боя	
290	Стандартное оружие ближнего боя	
291	Стандартное оружие ближнего боя	
292	Стандартное оружие ближнего боя	
293	Стандартное оружие ближнего боя	
294	Стандартное оружие ближнего боя	
295	Стандартное оружие ближнего боя	
296	Клеймор - один из самых легких двуручных мечей, что делает его использование в битве максимально эффективным	
297	Клеймор - один из самых легких двуручных мечей, что делает его использование в битве максимально эффективным. Дополнительная закалка делает клеймор еще более эффективным оружием	
298	Стандартное оружие ближнего боя	
299	Стандартное оружие ближнего боя	
300	Стандартное оружие ближнего боя	
301	Стандартное оружие ближнего боя	
302	Стандартное оружие ближнего боя	
303	Стандартное оружие ближнего боя	
304	Стандартное оружие ближнего боя	
305	Стандартное оружие ближнего боя	
306	Стандартное оружие ближнего боя	
307	Стандартное оружие ближнего боя	
308	Максимально эффективные в ближней схватке, парные клинки, в руках опытного воина, творят чудеса	
309	Максимально эффективные в ближней схватке, парные клинки, в руках опытного воина, творят чудеса. Дополнительная закалка во много раз увеличивает ущерб наносимый парными клинками	
310	Стандартное оружие ближнего боя	
311	Стандартное оружие ближнего боя	
312	Стандартное оружие ближнего боя	
313	Стандартное оружие ближнего боя	
314	Стандартное оружие ближнего боя	
315	Стандартное оружие ближнего боя	
316	Энергомеч - самые современные технологии нашли воплощение в этом мече	
317	Энергомеч - самые современные технологии нашли воплощение в этом мече. Дополнительные источники энергии вмонтированные в рукоять, многократно увеличивают наносимые повреждения	
318	Стандартное оружие ближнего боя	
319	Стандартное оружие ближнего боя	
320	Стандартное оружие ближнего боя	
321	Стандартное оружие ближнего боя	
322	Стандартное оружие ближнего боя	
323	Стандартное оружие ближнего боя	
324	Стандартное оружие ближнего боя	
325	Стандартное оружие ближнего боя	
326	Стандартное оружие ближнего боя	
327	Стандартное оружие ближнего боя	
328	Стандартное оружие ближнего боя	
329	Стандартное оружие ближнего боя	
330	Стандартное оружие ближнего боя	
331	Стандартное оружие ближнего боя	
332	Стандартное оружие ближнего боя	
333	Стандартное оружие ближнего боя	
334	Стандартное оружие ближнего боя	
335	Стандартное оружие ближнего боя	
336	Необычная форма пиломеча позволяет с легкостью вскрывать вражеский доспех	
337	Необычная форма пиломеча позволяет с легкостью вскрывать вражеский доспех. Закаленный пиломеч без особых проблем справляется с доспехами из различных сплавов	
338	Стандартное оружие ближнего боя	
339	Стандартное оружие ближнего боя	
340	Стандартное оружие ближнего боя	
341	Стандартное оружие ближнего боя	
342	Стандартное оружие ближнего боя	
343	Стандартное оружие ближнего боя	
344	Стандартное оружие ближнего боя	
345	Стандартное оружие ближнего боя	
346	Стандартное оружие ближнего боя	
347	Стандартное оружие ближнего боя	
348	Стандартное оружие ближнего боя	
349	Стандартное оружие ближнего боя	
350	Стандартное оружие ближнего боя	
351	Стандартное оружие ближнего боя	
352	Стандартное оружие ближнего боя	
353	Стандартное оружие ближнего боя	
354	Стандартное оружие ближнего боя	
355	Стандартное оружие ближнего боя	
356	Эсток - легендарный меч, прототип которого принадлежал великому воину Альянса - Адему Рани. Идеальная балансировка делает этот меч одним из самых могущественных двуручных мечей.	
357	Эсток - легендарный меч, прототип которого принадлежал великому воину Альянса - Адему Рани. Идеальная балансировка делает этот меч одним из самых могущественных двуручных мечей. Закалка придает еще больше пробивной силы	
358	Стандартное оружие ближнего боя	
359	Стандартное оружие ближнего боя	
360	Стандартное оружие ближнего боя	
361	Стандартное оружие ближнего боя	
362	Стандартное оружие ближнего боя	
363	Стандартное оружие ближнего боя	
364	Стандартное оружие ближнего боя	
365	Стандартное оружие ближнего боя	
366	Стандартное оружие ближнего боя	
367	Стандартное оружие ближнего боя	
368	Стандартное оружие ближнего боя	
369	Стандартное оружие ближнего боя	
370	Стандартное оружие ближнего боя	
371	Стандартное оружие ближнего боя	
372	Стандартное оружие ближнего боя	
373	Стандартное оружие ближнего боя	
374	Стандартное оружие ближнего боя	
375	Стандартное оружие ближнего боя	
376	Меч героев, спадон, является легендарным оружием. Колоссальные повреждения, наносимые им, сметут любую преграду на пути его владельца.	
377	Меч героев, спадон, является легендарным оружием. Колоссальные повреждения, наносимые им, сметут любую преграду на пути его владельца. Дополнительная закалка делает его еще мощнее.	
378	Стандартное оружие ближнего боя	
379	Легендарное оружие героев Элана - стихийные мечи сочетают в себе силу двух противоборствующих стихий.	
