xeh	xeh	string[128]	string[64]	string[128]	END
0040045c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_092.MSH	.\CHARACTER\PLAYER\TEX\	
00400460	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_096.MSH	.\CHARACTER\PLAYER\TEX\	
00400464	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_100.MSH	.\CHARACTER\PLAYER\TEX\	
00400468	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_104.MSH	.\CHARACTER\PLAYER\TEX\	
0040046c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_108.MSH	.\CHARACTER\PLAYER\TEX\	
00400470	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_112.MSH	.\CHARACTER\PLAYER\TEX\	
00400474	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_116.MSH	.\CHARACTER\PLAYER\TEX\	
00400478	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_120.MSH	.\CHARACTER\PLAYER\TEX\	
0040047c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_124.MSH	.\CHARACTER\PLAYER\TEX\	
00400480	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_128.MSH	.\CHARACTER\PLAYER\TEX\	
00400484	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_132.MSH	.\CHARACTER\PLAYER\TEX\	
00400488	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_136.MSH	.\CHARACTER\PLAYER\TEX\	
0040048c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_140.MSH	.\CHARACTER\PLAYER\TEX\	
00400490	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_144.MSH	.\CHARACTER\PLAYER\TEX\	
00400493	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_147.MSH	.\CHARACTER\PLAYER\TEX\	
00400494	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_148.MSH	.\CHARACTER\PLAYER\TEX\	
00400498	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_152.MSH	.\CHARACTER\PLAYER\TEX\	
0040049c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_156.MSH	.\CHARACTER\PLAYER\TEX\	
004004a0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_160.MSH	.\CHARACTER\PLAYER\TEX\	
004004a4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_164.MSH	.\CHARACTER\PLAYER\TEX\	
004004a8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_168.MSH	.\CHARACTER\PLAYER\TEX\	
004004ab	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_171.MSH	.\CHARACTER\PLAYER\TEX\	
004004ac	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_172.MSH	.\CHARACTER\PLAYER\TEX\	
004004b0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_176.MSH	.\CHARACTER\PLAYER\TEX\	
004004b2	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_178.MSH	.\CHARACTER\PLAYER\TEX\	
004004b4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_180.MSH	.\CHARACTER\PLAYER\TEX\	
004004b8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_184.MSH	.\CHARACTER\PLAYER\TEX\	
004004bc	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_188.MSH	.\CHARACTER\PLAYER\TEX\	
004004c0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_192.MSH	.\CHARACTER\PLAYER\TEX\	
004004c4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_196.MSH	.\CHARACTER\PLAYER\TEX\	
004004c8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_200.MSH	.\CHARACTER\PLAYER\TEX\	
004004cc	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_204.MSH	.\CHARACTER\PLAYER\TEX\	
004004d0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_208.MSH	.\CHARACTER\PLAYER\TEX\	
004004d4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_212.MSH	.\CHARACTER\PLAYER\TEX\	
004004d8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_216.MSH	.\CHARACTER\PLAYER\TEX\	
004004dc	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_220.MSH	.\CHARACTER\PLAYER\TEX\	
004004e0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_224.MSH	.\CHARACTER\PLAYER\TEX\	
004004e3	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_227.MSH	.\CHARACTER\PLAYER\TEX\	
004004e4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_228.MSH	.\CHARACTER\PLAYER\TEX\	
004004e7	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_231.MSH	.\CHARACTER\PLAYER\TEX\	
004004e8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_232.MSH	.\CHARACTER\PLAYER\TEX\	
004004eb	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_235.MSH	.\CHARACTER\PLAYER\TEX\	
004004ec	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_236.MSH	.\CHARACTER\PLAYER\TEX\	
004004ef	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_239.MSH	.\CHARACTER\PLAYER\TEX\	
004004f0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_240.MSH	.\CHARACTER\PLAYER\TEX\	
004004f3	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_243.MSH	.\CHARACTER\PLAYER\TEX\	
004004f4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_244.MSH	.\CHARACTER\PLAYER\TEX\	
004004f7	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_247.MSH	.\CHARACTER\PLAYER\TEX\	
004004f8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_248.MSH	.\CHARACTER\PLAYER\TEX\	
004004f9	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_249.MSH	.\CHARACTER\PLAYER\TEX\	
004004fe	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_GLOVES_254.MSH	.\CHARACTER\PLAYER\TEX\	
00400000	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_000.MSH	.\CHARACTER\PLAYER\TEX\	
00400003	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_003.MSH	.\CHARACTER\PLAYER\TEX\	
00400004	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_004.MSH	.\CHARACTER\PLAYER\TEX\	
00400006	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_006.MSH	.\CHARACTER\PLAYER\TEX\	
00400007	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_007.MSH	.\CHARACTER\PLAYER\TEX\	
00400008	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_008.MSH	.\CHARACTER\PLAYER\TEX\	
0040000a	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_010.MSH	.\CHARACTER\PLAYER\TEX\	
0040000c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_012.MSH	.\CHARACTER\PLAYER\TEX\	
0040000d	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_013.MSH	.\CHARACTER\PLAYER\TEX\	
0040000e	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_014.MSH	.\CHARACTER\PLAYER\TEX\	
0040000f	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_015.MSH	.\CHARACTER\PLAYER\TEX\	
00400010	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_016.MSH	.\CHARACTER\PLAYER\TEX\	
00400014	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_020.MSH	.\CHARACTER\PLAYER\TEX\	
00400018	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_024.MSH	.\CHARACTER\PLAYER\TEX\	
0040001c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_028.MSH	.\CHARACTER\PLAYER\TEX\	
00400020	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_032.MSH	.\CHARACTER\PLAYER\TEX\	
00400024	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_036.MSH	.\CHARACTER\PLAYER\TEX\	
00400028	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_040.MSH	.\CHARACTER\PLAYER\TEX\	
0040002c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_044.MSH	.\CHARACTER\PLAYER\TEX\	
00400030	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_048.MSH	.\CHARACTER\PLAYER\TEX\	
00400034	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_052.MSH	.\CHARACTER\PLAYER\TEX\	
00400038	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_056.MSH	.\CHARACTER\PLAYER\TEX\	
0040003c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_060.MSH	.\CHARACTER\PLAYER\TEX\	
0040003f	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_063.MSH	.\CHARACTER\PLAYER\TEX\	
00400040	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_064.MSH	.\CHARACTER\PLAYER\TEX\	
00400044	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_068.MSH	.\CHARACTER\PLAYER\TEX\	
00400048	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_072.MSH	.\CHARACTER\PLAYER\TEX\	
0040004c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_076.MSH	.\CHARACTER\PLAYER\TEX\	
00400050	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_080.MSH	.\CHARACTER\PLAYER\TEX\	
00400054	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_084.MSH	.\CHARACTER\PLAYER\TEX\	
00400057	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_087.MSH	.\CHARACTER\PLAYER\TEX\	
00400058	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_088.MSH	.\CHARACTER\PLAYER\TEX\	
0040005c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_092.MSH	.\CHARACTER\PLAYER\TEX\	
00400060	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_096.MSH	.\CHARACTER\PLAYER\TEX\	
00400064	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_100.MSH	.\CHARACTER\PLAYER\TEX\	
00400068	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_104.MSH	.\CHARACTER\PLAYER\TEX\	
0040006c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_108.MSH	.\CHARACTER\PLAYER\TEX\	
00400070	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_112.MSH	.\CHARACTER\PLAYER\TEX\	
00400074	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_116.MSH	.\CHARACTER\PLAYER\TEX\	
00400078	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_120.MSH	.\CHARACTER\PLAYER\TEX\	
0040007c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_124.MSH	.\CHARACTER\PLAYER\TEX\	
00400080	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_128.MSH	.\CHARACTER\PLAYER\TEX\	
00400084	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_132.MSH	.\CHARACTER\PLAYER\TEX\	
00400088	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_136.MSH	.\CHARACTER\PLAYER\TEX\	
0040008c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_140.MSH	.\CHARACTER\PLAYER\TEX\	
00400090	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_144.MSH	.\CHARACTER\PLAYER\TEX\	
00400093	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_147.MSH	.\CHARACTER\PLAYER\TEX\	
00400094	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_148.MSH	.\CHARACTER\PLAYER\TEX\	
00400098	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_152.MSH	.\CHARACTER\PLAYER\TEX\	
0040009c	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_156.MSH	.\CHARACTER\PLAYER\TEX\	
004000a0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_160.MSH	.\CHARACTER\PLAYER\TEX\	
004000a4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_164.MSH	.\CHARACTER\PLAYER\TEX\	
004000a8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_168.MSH	.\CHARACTER\PLAYER\TEX\	
004000ab	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_171.MSH	.\CHARACTER\PLAYER\TEX\	
004000ac	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_172.MSH	.\CHARACTER\PLAYER\TEX\	
004000b0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_176.MSH	.\CHARACTER\PLAYER\TEX\	
004000b2	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_178.MSH	.\CHARACTER\PLAYER\TEX\	
004000b4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_180.MSH	.\CHARACTER\PLAYER\TEX\	
004000b8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_184.MSH	.\CHARACTER\PLAYER\TEX\	
004000bc	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_188.MSH	.\CHARACTER\PLAYER\TEX\	
004000c0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_192.MSH	.\CHARACTER\PLAYER\TEX\	
004000c4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_196.MSH	.\CHARACTER\PLAYER\TEX\	
004000c8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_200.MSH	.\CHARACTER\PLAYER\TEX\	
004000cc	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_204.MSH	.\CHARACTER\PLAYER\TEX\	
004000d0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_208.MSH	.\CHARACTER\PLAYER\TEX\	
004000d4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_212.MSH	.\CHARACTER\PLAYER\TEX\	
004000d8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_216.MSH	.\CHARACTER\PLAYER\TEX\	
004000dc	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_220.MSH	.\CHARACTER\PLAYER\TEX\	
004000e0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_224.MSH	.\CHARACTER\PLAYER\TEX\	
004000e3	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_227.MSH	.\CHARACTER\PLAYER\TEX\	
004000e4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_228.MSH	.\CHARACTER\PLAYER\TEX\	
004000e7	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_231.MSH	.\CHARACTER\PLAYER\TEX\	
004000e8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_232.MSH	.\CHARACTER\PLAYER\TEX\	
004000eb	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_235.MSH	.\CHARACTER\PLAYER\TEX\	
004000ec	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_236.MSH	.\CHARACTER\PLAYER\TEX\	
004000ee	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_238.MSH	.\CHARACTER\PLAYER\TEX\	
004000ef	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_239.MSH	.\CHARACTER\PLAYER\TEX\	
004000f0	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_240.MSH	.\CHARACTER\PLAYER\TEX\	
004000f1	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_241.MSH	.\CHARACTER\PLAYER\TEX\	
004000f2	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_242.MSH	.\CHARACTER\PLAYER\TEX\	
004000f3	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_243.MSH	.\CHARACTER\PLAYER\TEX\	
004000f4	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_244.MSH	.\CHARACTER\PLAYER\TEX\	
004000f5	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_245.MSH	.\CHARACTER\PLAYER\TEX\	
004000f6	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_246.MSH	.\CHARACTER\PLAYER\TEX\	
004000f7	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_247.MSH	.\CHARACTER\PLAYER\TEX\	
004000f8	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_248.MSH	.\CHARACTER\PLAYER\TEX\	
004000f9	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_249.MSH	.\CHARACTER\PLAYER\TEX\	
004000fa	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_250.MSH	.\CHARACTER\PLAYER\TEX\	
004000fb	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_251.MSH	.\CHARACTER\PLAYER\TEX\	
004000fc	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_252.MSH	.\CHARACTER\PLAYER\TEX\	
004000fd	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_253.MSH	.\CHARACTER\PLAYER\TEX\	
004000fe	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_HELMET_254.MSH	.\CHARACTER\PLAYER\TEX\	
00400300	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_LOWER_000.MSH	.\CHARACTER\PLAYER\TEX\	
00400303	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_LOWER_003.MSH	.\CHARACTER\PLAYER\TEX\	
00400304	00000004	.\CHARACTER\PLAYER\MESH\	ACCRETIA_ARMOR_LOWER_004.MSH	.\CHARACTER\PLAYER\TEX\	
