string[64]	string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	float	dword	float	dword	float	dword	float	string[64]	dword	dword	END
unsh009	00508	100	"Вспомогательный Плечевой Элемент ""Голиафа""9"	4	10000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh009	-1	2	
unsh010	00509	3	Установка Тенета	4	10000000	5	0	2	0	0	45	-1	2	78	-1	-1	1	0	225	3000	0	0	0	99	50	50	375	0	-1	0	0	0	0	0	700000	0	1	14000	0	0	1	0	0	0	0	0	0	0	0	tunsh010	12	2	
unsh011	0050A	100	"Вспомогательный Плечевой Элемент ""Голиафа""11"	4	10000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	125	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh011	-1	2	
unsh012	0050B	100	"Вспомогательный Плечевой Элемент ""Голиафа""12"	4	10000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	0	0	99	50	50	125	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh012	-1	2	
unsh013	0050C	4	Плечевой Ракетный Элемент XR1	4	10000000	5	0	2	0	0	49	-1	2	99	-1	-1	1	0	225	3000	0	0	0	99	50	50	487	0	-1	0	0	0	0	0	2500000	0	1	50000	0	0	1	0	0	0	0	0	0	0	0	tunsh013	12	2	
unsh014	00536	9	Плечевой Ракетный Элемент XR2	4	10000000	5	0	2	0	0	54	-1	2	99	-1	-1	1	0	225	3000	0	0	0	99	50	50	633	0	-1	0	0	0	0	0	2500000	0	1	50000	0	0	1	0	0	0	0	0	0	0	0	tunsh014	12	2	
unsh015	0052D	16	Наплечники Яда	4	10000000	5	0	2	0	0	60	-1	2	99	-1	-1	1	0	225	3000	0	0	0	99	50	50	760	0	-1	0	0	0	0	0	4000000	0	4	80000	0	0	1	0	0	0	0	0	0	0	0	tunsh015	12	2	
unsh016	0052D	16	Наплечники Миража	4	10000000	5	0	2	0	0	65	-1	2	99	-1	-1	1	0	225	3000	0	0	0	99	50	50	912	0	-1	0	0	0	0	0	5000000	0	5	100000	0	0	1	0	0	0	0	0	0	0	0	tunsh016	12	2	
unsh017	00510	100	"Вспомогательный Плечевой Элемент ""Голиафа""17"	4	10000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	125	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh017	-1	2	
unsh018	00511	100	"Вспомогательный Плечевой Элемент ""Голиафа""18"	4	10000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	125	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh018	-1	2	
unsh019	00512	100	"Вспомогательный Плечевой Элемент ""Голиафа""19"	4	10000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	125	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh019	-1	2	
unsh020	00513	100	"Вспомогательный Плечевой Элемент ""Голиафа""20"	4	10000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	125	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh020	-1	2	
unsc000	105FF	5	Сервоплечо	4	01000000	0	-1	-1	0	0	30	-1	2	1	-1	-1	1	0	0	3000	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tunsc000	-1	2	
unsh021	10514	6	Гранатомет	4	01000000	6	0	2	0	0	30	-1	2	40	-1	-1	1	0	180	3000	0	0	0	99	50	50	85	0	-1	0	0	0	0	0	500000	0	1	10000	0	0	1	0	0	0	0	0	0	0	0	tunsh021	12	2	
unsh022	10515	100	"Вспомогательный Плечевой Элемент ""Баллисты""2"	4	01000000	6	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	85	0	-1	0	0	0	0	0	500000	0	1	10000	0	0	1	0	0	0	0	0	0	0	0	tunsh022	-1	2	
unsh023	10516	100	"Вспомогательный Плечевой Элемент ""Баллисты""3"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh023	-1	2	
unsh024	10517	100	"Вспомогательный Плечевой Элемент ""Баллисты""4"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh024	-1	2	
unsh025	10518	100	"Вспомогательный Плечевой Элемент ""Баллисты""5"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh025	-1	2	
unsh026	10519	100	"Вспомогательный Плечевой Элемент ""Баллисты""6"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh026	-1	2	
unsh027	1051A	100	"Вспомогательный Плечевой Элемент ""Баллисты""7"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh027	-1	2	
unsh028	1051B	100	"Вспомогательный Плечевой Элемент ""Баллисты""8"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh028	-1	2	
unsh029	1051C	100	"Вспомогательный Плечевой Элемент ""Баллисты""9"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh029	-1	2	
unsh030	1051D	7	Ракетная Установка	4	01000000	6	0	2	0	0	45	-1	2	78	-1	-1	1	0	225	3000	0	0	0	99	50	50	255	0	-1	0	0	0	0	0	700000	0	1	14000	0	0	1	0	0	0	0	0	0	0	0	tunsh030	12	2	
unsh031	1051E	100	"Вспомогательный Плечевой Элемент ""Баллисты""11"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh031	-1	2	
unsh032	1051F	100	"Вспомогательный Плечевой Элемент ""Баллисты""12"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh032	-1	2	
unsh033	10520	8	Плечевой Ракетный Элемент XR3	4	01000000	6	0	2	0	0	49	-1	2	99	-1	-1	1	0	225	3000	0	0	0	99	50	50	331	0	-1	0	0	0	0	0	2500000	0	5	50000	0	0	1	0	0	0	0	0	0	0	0	tunsh033	12	2	
unsh034	10537	10	Плечевой Ракетный Элемент XR4	4	01000000	6	0	2	0	0	54	-1	2	99	-1	-1	1	0	225	3000	0	0	0	99	50	50	430	0	-1	0	0	0	0	0	2500000	0	5	50000	0	0	1	0	0	0	0	0	0	0	0	tunsh034	12	2	
unsh035	1052D	16	Наплечники Изменения	4	01000000	6	0	2	0	0	60	-1	2	99	-1	-1	1	0	225	3000	0	0	0	99	50	50	516	0	-1	0	0	0	0	0	4000000	0	20	80000	0	0	1	0	0	0	0	0	0	0	0	tunsh035	12	2	
unsh036	1052D	16	Необычные Наплечники	4	01000000	6	0	2	0	0	65	-1	2	99	-1	-1	1	0	225	3000	0	0	0	99	50	50	619	0	-1	0	0	0	0	0	5000000	0	25	100000	0	0	1	0	0	0	0	0	0	0	0	tunsh036	12	2	
unsh037	10524	100	"Вспомогательный Плечевой Элемент ""Баллисты""17"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh037	-1	2	
unsh038	10525	100	"Вспомогательный Плечевой Элемент ""Баллисты""18"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh038	-1	2	
unsh039	10526	100	"Вспомогательный Плечевой Элемент ""Баллисты""19"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh039	-1	2	
unsh040	10527	100	"Вспомогательный Плечевой Элемент ""Баллисты""20"	4	01000000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh040	-1	2	
unse000	205FF	100	Сервоплечо Мк.II	4	00100000	0	-1	-1	0	0	30	-1	2	1	-1	-1	1	0	0	3000	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tunse000	-1	2	
unsh041	20528	100	"Вспомогательный Плечевой Элемент ""Зодчий""1"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh041	-1	2	
unsh042	20529	100	"Вспомогательный Плечевой Элемент ""Зодчий""2"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh042	-1	2	
unsh043	2052A	100	"Вспомогательный Плечевой Элемент ""Зодчий""3"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh043	-1	2	
unsh044	2052B	100	"Вспомогательный Плечевой Элемент ""Зодчий""4"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh044	-1	2	
unsh045	2052C	100	"Вспомогательный Плечевой Элемент ""Зодчий""5"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh045	-1	2	
unsh046	2052D	100	"Вспомогательный Плечевой Элемент ""Зодчий""6"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh046	-1	2	
unsh047	2052E	100	"Вспомогательный Плечевой Элемент ""Зодчий""7"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh047	-1	2	
unsh048	2052F	100	"Вспомогательный Плечевой Элемент ""Зодчий""8"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh048	-1	2	
unsh049	20530	100	"Вспомогательный Плечевой Элемент ""Зодчий""9"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh049	-1	2	
unsh050	20531	100	"Вспомогательный Плечевой Элемент ""Зодчий""10"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh050	-1	2	
unsh051	20532	100	"Вспомогательный Плечевой Элемент ""Зодчий""11"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh051	-1	2	
unsh052	20533	100	"Вспомогательный Плечевой Элемент ""Зодчий""12"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh052	-1	2	
unsh053	20534	100	"Вспомогательный Плечевой Элемент ""Зодчий""13"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh053	-1	2	
unsh054	20535	100	"Вспомогательный Плечевой Элемент ""Зодчий""14"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh054	-1	2	
unsh055	20536	100	"Вспомогательный Плечевой Элемент ""Зодчий""15"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh055	-1	2	
unsh056	20537	100	"Вспомогательный Плечевой Элемент ""Зодчий""16"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh056	-1	2	
unsh057	20538	100	"Вспомогательный Плечевой Элемент ""Зодчий""17"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh057	-1	2	
unsh058	20539	100	"Вспомогательный Плечевой Элемент ""Зодчий""18"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh058	-1	2	
unsh059	2053A	100	"Вспомогательный Плечевой Элемент ""Зодчий""19"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh059	-1	2	
unsh060	2053B	100	"Вспомогательный Плечевой Элемент ""Зодчий""20"	4	00100000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh060	-1	2	
unsn000	305FF	100	Сервоплечо Мк.II	4	00010000	0	-1	-1	0	0	30	-1	2	1	-1	-1	1	0	0	3000	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tunsn000	-1	2	
unsh061	3053C	100	"Вспомогательный Плечевой Элемент ""Скитальца""1"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh061	-1	2	
unsh062	3053D	100	"Вспомогательный Плечевой Элемент ""Скитальца""2"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh062	-1	2	
unsh063	3053E	100	"Вспомогательный Плечевой Элемент ""Скитальца""3"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh063	-1	2	
unsh064	3053F	100	"Вспомогательный Плечевой Элемент ""Скитальца""4"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh064	-1	2	
unsh065	30540	100	"Вспомогательный Плечевой Элемент ""Скитальца""5"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh065	-1	2	
unsh066	30541	100	"Вспомогательный Плечевой Элемент ""Скитальца""6"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh066	-1	2	
unsh067	30542	100	"Вспомогательный Плечевой Элемент ""Скитальца""7"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh067	-1	2	
unsh068	30543	100	"Вспомогательный Плечевой Элемент ""Скитальца""8"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh068	-1	2	
unsh069	30544	100	"Вспомогательный Плечевой Элемент ""Скитальца""9"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh069	-1	2	
unsh070	30545	100	"Вспомогательный Плечевой Элемент ""Скитальца""10"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh070	-1	2	
unsh071	30546	100	"Вспомогательный Плечевой Элемент ""Скитальца""11"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh071	-1	2	
unsh072	30547	100	"Вспомогательный Плечевой Элемент ""Скитальца""12"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh072	-1	2	
unsh073	30548	100	"Вспомогательный Плечевой Элемент ""Скитальца""13"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh073	-1	2	
unsh074	30549	100	"Вспомогательный Плечевой Элемент ""Скитальца""14"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh074	-1	2	
unsh075	3054A	100	"Вспомогательный Плечевой Элемент ""Скитальца""15"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh075	-1	2	
unsh076	3054B	100	"Вспомогательный Плечевой Элемент ""Скитальца""16"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh076	-1	2	
unsh077	3054C	100	"Вспомогательный Плечевой Элемент ""Скитальца""17"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh077	-1	2	
unsh078	3054D	100	"Вспомогательный Плечевой Элемент ""Скитальца""18"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh078	-1	2	
unsh079	3054E	100	"Вспомогательный Плечевой Элемент ""Скитальца""19"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	150	250	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh079	-1	2	
unsh080	3054F	100	"Вспомогательный Плечевой Элемент ""Скитальца""20"	4	00010000	0	0	2	0	0	30	-1	2	100	-1	-1	1	0	0	3000	0	250	350	99	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunsh080	-1	2	
