clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	byte	stb	byte	word	dword	word	word	word	word	byte	byte	word	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	word	dword	dword	dword	dword	END
unlo015	Обтекатель АРЕС	0030C	3	11000	39	0	0	18000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	10000000	0	0	10021	28	28	28	28	0	0	0	0	0	0	0	0	49	2	-1	99	-1	0	0	1	-1	2	0	
unlo016	Обтекатель МИРОТВОРЕЦ	00312	7	11000	39	0	0	2000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	10000000	0	0	11000	29	29	29	29	0	0	0	0	0	0	0	0	53	2	-1	99	-1	0	0	1	-1	2	0	
unlo017	Обтекатель СТРАЖ	00312	7	11000	39	0	0	8000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	10000000	0	0	13000	31	31	31	31	0	0	0	0	0	0	0	0	54	2	-1	99	-1	0	0	1	-1	2	0	
unlo018	Обтекатель ТИТАН	00312	7	11000	39	0	0	18000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	10000000	0	0	15000	34	34	34	34	0	0	0	0	0	0	0	0	55	2	-1	99	-1	0	0	1	-1	2	0	
unlo019	Брюки Яда	0032D	16	11000	39	0	0	28800000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	10000000	0	0	18000	36	36	36	36	0	0	0	0	0	0	0	0	58	2	-1	99	-1	0	0	4	-1	2	0	
unlo020	Брюки Миража	0032D	16	11000	39	0	0	36000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	10000000	0	0	21600	38	38	38	38	0	0	0	0	0	0	0	0	63	2	-1	99	-1	0	0	5	-1	2	0	
unlo021	Передняя Бронированная Пластина	10314	4	11000	39	0	0	100000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	277	3	3	3	3	0	0	0	0	0	0	0	0	30	2	-1	1	-1	0	0	1	-1	2	0	
unlo022	"Вспомогательные Обтекатели ""Баллисты""2"	10314	100	11000	39	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	309	45	45	45	45	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unlo023	"Вспомогательные Обтекатели ""Баллисты""3"	10314	100	11000	39	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	76	45	45	45	45	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unlo024	Тяжелый Передвижной Элемент	10314	100	11000	39	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	428	45	45	45	45	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unlo025	Легкий Передвижной Элемент	10314	4	11000	39	0	0	800000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	841	7	7	7	7	0	0	0	0	0	0	0	0	37	2	-1	50	-1	0	0	1	-1	2	0	
unlo026	Тяжелый Прочный Передвижной Элемент	10314	100	11000	39	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	420	45	45	45	45	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unlo027	Усиленный Легкий Передвижной Элемент	10314	100	11000	39	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	459	45	45	45	45	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unlo028	"Вспомогательные Обтекатели ""Баллисты""8"	1031B	100	11000	39	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	76	45	45	45	45	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unlo029	"Вспомогательные Обтекатели ""Баллисты""9"	1031C	100	11000	39	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	76	45	45	45	45	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unlo030	Передвижной Элемент с запасом прочности	1031D	5	11000	39	0	0	1100000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	1093	9	9	9	9	0	0	0	0	0	0	0	0	40	2	-1	70	-1	0	0	1	-1	2	0	
unlo031	"Вспомогательные Обтекатели ""Баллисты""11"	1031E	100	11000	39	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	1702	45	45	45	45	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unlo032	Тяжелый Прочный Передвижной Элемент	1031D	5	11000	39	0	0	1600000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	2876	12	12	12	12	0	0	0	0	0	0	0	0	45	2	-1	78	-1	0	0	1	-1	2	0	
unlo033	Вспомогательные Обтекатели XR1	10320	6	11000	39	0	0	2000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	3451	14	14	14	14	0	0	0	0	0	0	0	0	49	2	-1	99	-1	0	0	1	-1	2	0	
unlo034	Вспомогательные Обтекатели XR2	10320	6	11000	39	0	0	8000000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	4141	15	15	15	15	0	0	0	0	0	0	0	0	49	2	-1	99	-1	0	0	4	-1	2	0	
unlo035	Вспомогательные Обтекатели XR3	10320	6	11000	39	0	0	18000000	9	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	5383	17	17	17	17	0	0	0	0	0	0	0	0	49	2	-1	99	-1	0	0	9	-1	2	0	
unlo036	Вспомогательные Обтекатели XR4	10326	8	11000	39	0	0	2000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	6000	17	17	17	17	0	0	0	0	0	0	0	0	53	2	-1	99	-1	0	0	1	-1	2	0	
unlo037	Вспомогательные Обтекатели XR5	10326	8	11000	39	0	0	8000000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	7000	19	19	19	19	0	0	0	0	0	0	0	0	54	2	-1	99	-1	0	0	4	-1	2	0	
unlo038	Вспомогательные Обтекатели XR6	10326	8	11000	39	0	0	18000000	9	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	8000	20	20	20	20	0	0	0	0	0	0	0	0	55	2	-1	99	-1	0	0	9	-1	2	0	
unlo039	Брюки Изменения	1032D	16	11000	39	0	0	28800000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	9600	22	22	22	22	0	0	0	0	0	0	0	0	58	2	-1	99	-1	0	0	4	-1	2	0	
unlo040	Необычные Брюки	1032D	16	11000	39	0	0	36000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	01000000	0	0	11520	24	24	24	24	0	0	0	0	0	0	0	0	63	2	-1	99	-1	0	0	5	-1	2	0	
unlo041	"Вспомогательные Обтекатели ""Зодчего""1"	20328	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo042	"Вспомогательные Обтекатели ""Зодчего""2"	20329	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo043	"Вспомогательные Обтекатели ""Зодчего""3"	2032A	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo044	"Вспомогательные Обтекатели ""Зодчего""4"	2032B	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo045	"Вспомогательные Обтекатели ""Зодчего""5"	2032C	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo046	"Вспомогательные Обтекатели ""Зодчего""6"	2032D	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo047	"Вспомогательные Обтекатели ""Зодчего""7"	2032E	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo048	"Вспомогательные Обтекатели ""Зодчего""8"	2032F	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo049	"Вспомогательные Обтекатели ""Зодчего""9"	20330	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo050	"Вспомогательные Обтекатели ""Зодчего""10"	20331	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo051	"Вспомогательные Обтекатели ""Зодчего""11"	20332	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo052	"Вспомогательные Обтекатели ""Зодчего""12"	20333	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo053	"Вспомогательные Обтекатели ""Зодчего""13"	20334	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo054	"Вспомогательные Обтекатели ""Зодчего""14"	20335	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo055	"Вспомогательные Обтекатели ""Зодчего""15"	20336	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo056	"Вспомогательные Обтекатели ""Зодчего""16"	20337	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo057	"Вспомогательные Обтекатели ""Зодчего""17"	20338	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo058	"Вспомогательные Обтекатели ""Зодчего""18"	20339	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo059	"Вспомогательные Обтекатели ""Зодчего""19"	2033A	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo060	"Вспомогательные Обтекатели ""Зодчего""20"	2033B	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo061	"Вспомогательные Обтекатели ""Скитальца""1"	3033C	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo062	"Вспомогательные Обтекатели ""Скитальца""2"	3033D	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo063	"Вспомогательные Обтекатели ""Скитальца""3"	3033E	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo064	"Вспомогательные Обтекатели ""Скитальца""4"	3033F	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo065	"Вспомогательные Обтекатели ""Скитальца""5"	30340	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo066	"Вспомогательные Обтекатели ""Скитальца""6"	30341	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo067	"Вспомогательные Обтекатели ""Скитальца""7"	30342	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo068	"Вспомогательные Обтекатели ""Скитальца""8"	30343	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo069	"Вспомогательные Обтекатели ""Скитальца""9"	30344	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo070	"Вспомогательные Обтекатели ""Скитальца""10"	30345	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo071	"Вспомогательные Обтекатели ""Скитальца""11"	30346	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo072	"Вспомогательные Обтекатели ""Скитальца""12"	30347	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo073	"Вспомогательные Обтекатели ""Скитальца""13"	30348	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo074	"Вспомогательные Обтекатели ""Скитальца""14"	30349	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo075	"Вспомогательные Обтекатели ""Скитальца""15"	3034A	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo076	"Вспомогательные Обтекатели ""Скитальца""16"	3034B	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo077	"Вспомогательные Обтекатели ""Скитальца""17"	3034C	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo078	"Вспомогательные Обтекатели ""Скитальца""18"	3034D	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo079	"Вспомогательные Обтекатели ""Скитальца""19"	3034E	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unlo080	"Вспомогательные Обтекатели ""Скитальца""20"	3034F	100	11000	39	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	2	00010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
