string[64]	dword	qword	dword	float	float	dword	dword	dword	dword	dword	dword	float	dword	float	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
0	26	95742	0	0,02	1	0	372	30	50	76	1	-1	608	0,699999988	0,035154	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	1424	2000	29	50	2000	4	2000	1575	1575	0	340	340	45	6	90	20	1	512	
0	27	116819	0	0,02	1	0	393	30	50	80	1	-1	704	0,699999988	0,03314	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	1704	2000	30	50	2000	4	2000	1575	1575	0	340	340	45	6	91	20	1	512	
0	28	147915	0	0,02	1	0	417	30	50	88	1	-1	800	0,699999988	0,031196	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	1816	2000	30	50	2000	4	2000	1575	1575	0	340	340	45	6	92	20	1	512	
0	29	195306	0	0,02	1	0	441	30	50	96	1	-1	925	0,699999988	0,029645	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	2136	2000	32	50	2000	4	2000	1575	1575	0	340	340	45	6	93	20	1	512	
0	30	269354	0	0,02	1	0	466	30	50	104	1	-1	1060	0,699999988	0,027851	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	2504	2000	32	50	2000	4	2000	1575	1575	0	340	340	45	6	94	20	1	512	
0	31	387224	0	0,02	1	0	520	30	50	112	1	-1	1222	0,699999988	0,026165999	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	2576	2000	34	50	2000	4	2000	1575	1575	0	340	340	45	6	96	20	1	512	
0	32	577429	0	0,02	1	0	551	30	50	120	1	-1	1378	0,699999988	0,024847001	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	3056	2000	34	50	2000	4	2000	1575	1575	0	340	340	45	6	97	20	1	512	
0	33	887473	0	0,02	1	0	584	30	50	132	1	-1	1557	0,699999988	0,023564	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	3520	2000	35	50	2000	4	2000	1575	1575	0	340	340	45	6	98	20	1	512	
0	34	1396732	0	0,02	1	0	620	30	50	148	1	-1	1754	0,699999988	0,022409	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	3896	2000	35	50	2000	4	2000	1575	1575	0	340	340	45	6	99	20	1	512	
0	35	2238226	0	0,02	1	0	659	30	50	160	1	-1	1980	0,699999988	0,021151001	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	4520	2000	37	50	2000	4	2000	1575	1575	0	340	340	45	6	100	20	1	512	
0	36	3635531	0	0,02	1	0	700	30	50	176	1	-1	2241	0,699999988	0,020028999	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	5280	2000	37	50	2000	4	2000	1575	1575	0	340	340	45	6	102	20	1	512	
0	37	5965520	0	0,02	1	0	746	30	50	196	1	-1	2566	0,699999988	0,018895	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	5776	2000	38	50	2000	4	2000	1575	1575	0	340	340	45	6	103	20	1	512	
0	38	9865347	0	0,02	1	0	796	30	50	216	1	-1	2920	0,699999988	0,01801	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	6728	2000	38	50	2000	4	2000	1575	1575	0	340	340	45	6	104	20	1	512	
0	39	16415364	0	0,02	1	0	852	30	50	244	1	-1	3329	0,699999988	0,017182	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	7872	2000	40	50	2000	4	2000	1575	1575	0	340	340	45	6	105	20	1	512	
0	40	27452782	0	0,02	1	0	913	30	50	272	1	-1	3778	0,699999988	0,016226999	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	8576	2000	40	50	2000	4	2000	1575	1575	0	340	340	45	6	106	20	1	512	
0	41	46111082	0	0,02	1	0	1949	30	50	380	1	-1	2575	0,699999988	0,015513	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	12540	2000	52	50	2000	4	2000	1575	1575	0	340	340	45	6	108	20	1	512	
0	42	77750319	0	0,02	1	0	2049	30	50	425	1	-1	3261	0,699999988	0,014732	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	14670	2000	52	50	2000	4	2000	1575	1575	0	340	340	45	6	109	20	1	512	
0	43	131566211	0	0,02	1	0	2155	30	50	480	1	-1	4014	0,699999988	0,01412	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	16020	2000	52	50	2000	4	2000	1575	1575	0	340	340	45	6	110	20	1	512	
0	44	223381318	0	0,02	1	0	2263	30	50	495	1	-1	4984	0,699999988	0,013502	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	18100	2000	54	50	2000	4	2000	1575	1575	0	340	340	45	6	111	20	1	512	
0	45	380500681	0	0,02	1	0	2371	30	50	495	1	-1	6074	0,699999988	0,012951	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	19890	2000	54	50	2000	4	2000	1575	1575	0	340	340	45	6	112	20	1	512	
0	46	650183261	0	0,02	1	0	2580	30	50	495	1	-1	8342	0,699999988	0,012287	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	20380	2000	56	50	2000	4	2000	1575	1575	0	340	340	45	6	114	20	1	512	
0	47	1114464409	0	0,02	1	0	2710	30	50	495	1	-1	8999	0,699999988	0,011791	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	21530	2000	56	50	2000	4	2000	1575	1575	0	340	340	45	6	115	20	1	512	
0	48	1916165673	0	0,02	1	0	2853	30	50	495	1	-1	12477	0,699999988	0,010878	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	23640	2000	58	50	2000	4	2000	1575	1575	0	340	340	45	6	116	20	1	512	
0	49	3304667570	0	0,02	1	0	3008	30	50	495	1	-1	13004	0,699999988	0,009324	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	24030	2000	58	50	2000	4	2000	1575	1575	0	340	340	45	6	117	20	1	512	
0	50	4000000000	0	0,02	1	0	3758	30	50	693	1	-1	14870	0,699999988	0,008617	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	39390	2000	90	50	2000	4	2000	1575	1575	0	340	340	45	6	118	20	1	512	
0	51	9200000000	0	0,02	1	0	4203	30	50	693	1	-1	19864	0,699999988	0,008038	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	42735	2000	90	50	2000	4	2000	1575	1575	0	340	340	45	6	119	20	1	512	
0	52	21160000000	0	0,02	1	0	5005	30	50	693	1	-1	23138	0,699999988	0,007507	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	46080	2000	93	50	2000	4	2000	1575	1575	0	340	340	45	6	120	20	1	512	
0	53	48668000000	0	0,02	1	0	5593	30	50	693	1	-1	32823	0,699999988	0,007076	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	49425	2000	93	50	2000	4	2000	1575	1575	0	340	340	45	6	121	20	1	512	
0	54	111936400000	0	0,02	1	0	6274	30	50	693	1	-1	40000	0,699999988	0,006592	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	52770	2000	96	50	2000	4	2000	1575	1575	0	340	340	45	6	122	20	1	512	
0	55	257453720000	0	0,02	1	0	7056	30	50	693	1	-1	49000	0,699999988	0,00622	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	56115	2000	96	50	2000	4	2000	1575	1575	0	340	340	45	6	123	20	1	512	
0	56	592143556000	125	0,02	1	0	7376	30	50	693	1	-1	50000	0,699999988	0,005831	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	59460	2000	99	50	2000	4	2000	1575	1575	0	340	340	45	6	124	20	1	512	
0	57	1361930178800	126	0,02	1	0	7690	30	50	693	1	-1	51000	0,699999988	0,00553	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	99	50	2000	4	2000	1575	1575	0	340	340	45	6	125	20	1	512	
0	58	3132439411240	127	0,02	1	0	8008	30	50	693	1	-1	52000	0,699999988	0,005184	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	102	50	2000	4	2000	1575	1575	0	340	340	45	6	126	20	1	512	
0	59	7204610645852	128	0,02	1	0	8320	30	50	693	1	-1	53000	0,699999988	0,004902	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	102	50	2000	4	2000	1575	1575	0	340	340	45	6	127	20	1	512	
0	60	16570604485459	129	0,02	1	0	8630	30	50	693	1	-1	55000	0,699999988	0,004626	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	105	50	2000	4	2000	1575	1575	0	340	340	45	6	128	20	1	512	
0	61	38112390316557	130	0,02	1	0	8936	30	50	693	1	-1	56000	0,699999988	0,004413	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	105	50	2000	4	2000	1575	1575	0	340	340	45	6	129	20	1	512	
0	62	87658497728081	131	0,02	1	0	9246	30	50	693	1	-1	57000	0,699999988	0,004145	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	108	50	2000	4	2000	1575	1575	0	340	340	45	6	130	20	1	512	
0	63	201614544774587	132	0,02	1	0	9550	30	50	693	1	-1	58000	0,699999988	0,003947	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	108	50	2000	4	2000	1575	1575	0	340	340	45	6	131	20	1	512	
0	64	463713452981550	133	0,02	1	0	9852	30	50	693	1	-1	59000	0,699999988	0,003725	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	111	50	2000	4	2000	1575	1575	0	340	340	45	6	132	20	1	512	
0	65	1066540941857560	134	0,02	1	0	10152	30	50	693	1	-1	60000	0,699999988	0,003561	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	111	50	2000	4	2000	1575	1575	0	340	340	45	6	133	20	1	512	
0	66	2453044166272400	134	0,02	1	0	10152	30	50	693	1	-1	60000	0,699999988	0,003561	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	60000	2000	111	50	2000	4	2000	1575	1575	0	340	340	45	6	133	20	1	512	
