string[64]	dword	qword	dword	float	float	dword	dword	dword	dword	dword	dword	float	dword	float	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
0	10	11014	0	0,02	0,5	0	591	40	60	18	5	-1	23	0,5	0,800243974	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	310	2000	20	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	11	13223	0	0,02	0,5	0	683	40	60	21	5	-1	29	0,5	0,778397977	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	330	2000	22	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	12	15638	0	0,02	0,5	0	771	40	60	21	6	-1	36	0,5	0,753839016	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	400	2000	22	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	13	18261	0	0,02	0,5	0	871	40	60	25	6	-1	44	0,5	0,73121202	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	430	2000	24	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	14	21097	0	0,02	0,5	0	976	40	60	28	7	-1	53	0,5	0,709905982	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	470	2000	24	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	15	24154	0	0,02	0,5	0	1082	40	60	28	7	-1	62	0,5	0,692719996	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	510	2000	26	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	16	27444	0	0,02	0,5	0	1201	40	60	32	8	-1	74	0,5	0,66791302	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	550	2000	26	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	17	30986	0	0,02	0,5	0	1313	40	60	35	8	-1	85	0,5	0,651681006	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	600	2000	28	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	18	34811	0	0,02	0,5	0	1433	40	60	35	9	-1	98	0,5	0,631226003	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	700	2000	28	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	19	38967	0	0,02	0,5	0	1562	40	60	39	9	-1	113	0,5	0,612909019	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	760	2000	30	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	20	43533	0	0,02	0,5	0	1701	40	60	42	10	-1	129	0,5	0,592504025	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	870	2000	30	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	21	48635	0	0,02	0,5	0	2452	40	60	52	11	-1	145	0,5	0,576173007	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	950	2000	32	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	22	54476	0	0,02	0,5	0	2612	40	60	56	12	-1	166	0,5	0,542917013	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	1020	2000	32	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	23	61384	0	0,02	0,5	0	2785	40	60	60	12	-1	189	0,5	0,509738028	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	1180	2000	34	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	24	69894	0	0,02	0,5	0	2960	40	60	64	13	-1	213	0,5	0,479164004	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	1440	2000	34	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	25	80874	0	0,02	0,5	0	3148	40	60	68	14	-1	239	0,5	0,449180007	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	1540	2000	36	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	26	95742	0	0,02	0,5	0	3334	40	60	76	16	-1	266	0,5	0,422724992	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	1780	2000	36	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	27	116819	0	0,02	0,5	0	3526	40	60	80	17	-1	294	0,5	0,395572007	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	2130	2000	38	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	28	147915	0	0,02	0,5	0	3734	40	60	88	18	-1	322	0,5	0,373167992	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	2270	2000	38	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	29	195306	0	0,02	0,5	0	3945	40	60	96	20	-1	352	0,5	0,351541996	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	2670	2000	40	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	30	269354	0	0,02	0,5	0	4161	40	60	104	21	-1	383	0,5	0,331396997	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	3130	2000	40	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	31	387224	0	0,02	0,5	0	4638	40	60	112	23	-1	417	0,5	0,311958998	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	3220	2000	42	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	32	577429	0	0,02	0,5	0	4888	40	60	120	25	-1	450	0,5	0,296452999	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	3820	2000	42	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	33	887473	0	0,02	0,5	0	5139	40	60	132	27	-1	486	0,5	0,278508008	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	4400	2000	44	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	34	1396732	0	0,02	0,5	0	5409	40	60	148	30	-1	523	0,5	0,261662006	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	4870	2000	44	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	35	2238226	0	0,02	0,5	0	5684	40	60	160	32	-1	561	0,5	0,248466998	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	5650	2000	46	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	36	3635531	0	0,02	0,5	0	5958	40	60	176	36	-1	600	0,5	0,235636994	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	6600	2000	46	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	37	5965520	0	0,02	0,5	0	6259	40	60	196	39	-1	640	0,5	0,224094003	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	7220	2000	48	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	38	9865347	0	0,02	0,5	0	6557	40	60	216	43	-1	682	0,5	0,211508006	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	8410	2000	48	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	39	16415364	0	0,02	0,5	0	6874	40	60	244	48	-1	727	0,5	0,200286999	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	9840	2000	50	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	40	27452782	0	0,02	0,5	0	7194	40	60	272	53	-1	772	0,5	0,188948005	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	10720	2000	50	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	41	46111082	0	0,02	0,5	0	9404	40	60	380	59	-1	817	0,5	0,180105001	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	12540	2000	52	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	42	77750319	0	0,02	0,5	0	9840	40	60	425	66	-1	864	0,5	0,17182	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	14670	2000	52	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	43	131566211	0	0,02	0,5	0	10285	40	60	480	74	-1	915	0,5	0,162266001	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	16020	2000	52	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	44	223381318	0	0,02	0,5	0	10716	40	60	495	83	-1	962	0,5	0,155127004	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	18100	2000	54	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	45	380500681	0	0,02	0,5	0	11117	40	60	495	94	-1	1008	0,5	0,147317007	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	19890	2000	54	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	46	650183261	0	0,02	0,5	0	11973	40	60	495	99	-1	1056	0,5	0,141194999	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	20380	2000	56	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	47	1114464409	0	0,02	0,5	0	12408	40	60	495	99	-1	1104	0,5	0,135020003	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	21530	2000	56	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	48	1916165673	0	0,02	0,5	0	12856	40	60	495	99	-1	1153	0,5	0,129515007	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	23640	2000	58	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	49	3304667570	0	0,02	0,5	0	13312	40	60	495	99	-1	1205	0,5	0,122869998	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	24030	2000	58	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	50	4000000000	0	0,02	0,5	0	16538	40	60	693	99	-1	1256	0,5	0,117911004	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	26260	2000	60	50	2000	4	1800	1575	1575	0	300	300	300	6	100	20	1	7	
0	51	9200000000	0	0,02	0,300000012	0	21252	40	60	693	99	-1	1767	0,5	0,108782999	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	28490	2000	60	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	52	21160000000	0	0,02	0,300000012	0	24127	40	60	693	99	-1	2035	0,5	0,093241997	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	30720	2000	62	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	53	48668000000	0	0,02	0,300000012	0	25518	40	60	693	99	-1	2170	0,5	0,086172998	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	32950	2000	62	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	54	111936400000	0	0,02	0,300000012	0	26924	40	60	693	99	-1	2302	0,5	0,080383003	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	35180	2000	64	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	55	257453720000	0	0,02	0,300000012	0	28307	40	60	693	99	-1	2438	0,5	0,075070001	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	37410	2000	64	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	56	592143556000	125	0,02	0,300000012	0	31678	40	60	693	99	-1	2571	0,5	0,070758	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	39640	2000	66	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	57	1361930178800	126	0,02	0,300000012	0	33143	40	60	693	99	-1	2705	0,5	0,065922998	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	41870	2000	66	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	58	3132439411240	127	0,02	0,300000012	0	34634	40	60	693	99	-1	2839	0,5	0,062197998	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	44100	2000	68	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	59	7204610645852	128	0,02	0,300000012	0	36107	40	60	693	99	-1	2974	0,5	0,058306001	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	46330	2000	68	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	60	16570604485459	129	0,02	0,300000012	0	37578	40	60	693	99	-1	3107	0,5	0,055303998	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	48560	2000	70	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	61	38112390316557	130	0,02	0,300000012	0	39039	40	60	693	99	-1	3242	0,5	0,05184	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	50790	2000	70	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	62	87658497728081	131	0,02	0,300000012	0	40525	40	60	693	99	-1	3376	0,5	0,04902	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	53020	2000	72	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	63	201614544774587	132	0,02	0,300000012	0	41992	40	60	693	99	-1	3510	0,5	0,046264	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	55250	2000	72	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	64	463713452981550	133	0,02	0,300000012	0	43457	40	60	693	99	-1	3644	0,5	0,044126999	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	57480	2000	74	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	65	1066540941857560	134	0,02	0,300000012	0	44919	40	60	693	99	-1	3779	0,5	0,041453	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	59710	2000	74	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
0	66	2453044166272400	134	0,02	0,300000012	0	44919	40	60	693	99	-1	3779	0,5	0,041453	50	50	50	50	1	1	16	0	0	1000	0	1000	0	1000	59710	2000	74	50	2000	4	1500	1575	1575	0	300	300	300	6	100	20	1	7	
