string[64]	dword	qword	dword	float	float	dword	dword	dword	dword	dword	dword	float	dword	float	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
0	10	11014	0	0,02	1	0	225	27	36	18	15	-1	46	0,574999988	0,824962974	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	310	2000	20	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	11	13223	0	0,02	1	0	251	26	35	21	15	-1	58	0,574999988	0,805162013	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	330	2000	22	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	12	15638	0	0,02	1	0	277	26	35	21	18	-1	72	0,574999988	0,78274101	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	400	2000	22	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	13	18261	0	0,02	1	0	304	26	34	25	18	-1	88	0,574999988	0,761931002	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	430	2000	24	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	14	21097	0	0,02	1	0	332	25	34	28	21	-1	106	0,574999988	0,742201984	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	470	2000	24	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	15	24154	0	0,02	1	0	360	25	34	28	21	-1	124	0,574999988	0,726191998	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	510	2000	26	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	16	27444	0	0,02	1	0	390	25	33	32	24	-1	149	0,574999988	0,702928007	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	550	2000	26	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	17	30986	0	0,02	1	0	419	25	33	35	24	-1	171	0,574999988	0,68760699	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	600	2000	28	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	18	34811	0	0,02	1	0	448	24	33	35	27	-1	197	0,574999988	0,668187022	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	700	2000	28	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	19	38967	0	0,02	1	0	479	24	33	39	27	-1	225	0,574999988	0,650690019	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	760	2000	30	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	20	43533	0	0,02	1	0	512	24	32	42	30	-1	257	0,574999988	0,631078005	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	870	2000	30	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	21	48635	0	0,02	1	0	964	18	26	52	50	-1	289	0,574999988	0,615289986	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	950	2000	32	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	22	54476	0	0,02	1	0	1012	18	26	56	54	-1	332	0,574999988	0,582880974	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	1020	2000	32	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	23	61384	0	0,02	1	0	1062	18	25	60	54	-1	378	0,574999988	0,550198972	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	1180	2000	34	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	24	69894	0	0,02	1	0	1112	18	25	64	59	-1	426	0,574999988	0,51977098	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	1440	2000	34	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	25	80874	0	0,02	1	0	1164	18	25	68	63	-1	479	0,574999988	0,489634991	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	1540	2000	36	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	26	95742	0	0,02	1	0	1215	17	25	76	72	-1	531	0,574999988	0,462799996	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	1780	2000	36	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	27	116819	0	0,02	1	0	1266	17	24	80	77	-1	587	0,574999988	0,435012013	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	2130	2000	38	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	28	147915	0	0,02	1	0	1320	17	24	88	81	-1	644	0,574999988	0,41189599	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	2270	2000	38	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	29	195306	0	0,02	1	0	1373	17	24	96	90	-1	704	0,574999988	0,389420003	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	2670	2000	40	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	30	269354	0	0,02	1	0	1427	17	24	104	95	-1	767	0,574999988	0,368337989	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	3130	2000	40	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	31	387224	0	0,02	1	0	1514	17	24	112	104	-1	833	0,574999988	0,347860008	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	3220	2000	42	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	32	577429	0	0,02	1	0	1571	17	24	120	113	-1	899	0,574999988	0,331429005	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	3820	2000	42	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	33	887473	0	0,02	1	0	1629	17	23	132	122	-1	972	0,574999988	0,312307	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	4400	2000	44	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	34	1396732	0	0,02	1	0	1688	17	23	148	135	-1	1047	0,574999988	0,294250011	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	4870	2000	44	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	35	2238226	0	0,02	1	0	1748	16	23	160	144	-1	1123	0,574999988	0,280034989	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	5650	2000	46	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	36	3635531	0	0,02	1	0	1808	16	23	176	162	-1	1199	0,574999988	0,266151994	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	6600	2000	46	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	37	5965520	0	0,02	1	0	1870	16	23	196	176	-1	1280	0,574999988	0,253610998	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	7220	2000	48	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	38	9865347	0	0,02	1	0	1932	16	23	216	194	-1	1364	0,574999988	0,239879996	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	8410	2000	48	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	39	16415364	0	0,02	1	0	1996	16	23	244	216	-1	1453	0,574999988	0,227587	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	9840	2000	50	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	40	27452782	0	0,02	1	0	2060	16	23	272	239	-1	1544	0,574999988	0,215119004	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	10720	2000	50	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	41	46111082	0	0,02	1	0	2945	9	14	380	354	-1	1634	0,574999988	0,205360994	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	12540	2000	52	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	42	77750319	0	0,02	1	0	3032	9	14	425	396	-1	1729	0,574999988	0,196191996	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	14670	2000	52	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	43	131566211	0	0,02	1	0	3120	9	14	480	444	-1	1829	0,574999988	0,185587004	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	16020	2000	52	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	44	223381318	0	0,02	1	0	3206	9	14	495	498	-1	1924	0,574999988	0,177640006	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	18100	2000	54	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	45	380500681	0	0,02	1	0	3289	9	14	495	564	-1	2017	0,574999988	0,168923005	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	19890	2000	54	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	46	650183261	0	0,02	1	0	3414	9	14	495	594	-1	2111	0,574999988	0,162074	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	20380	2000	56	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	47	1114464409	0	0,02	1	0	3499	9	14	495	594	-1	2208	0,574999988	0,155150995	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	21530	2000	56	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	48	1916165673	0	0,02	1	0	3586	9	14	495	594	-1	2306	0,574999988	0,148965999	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	23640	2000	58	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	49	3304667570	0	0,02	1	0	3673	9	14	495	594	-1	2409	0,574999988	0,141485006	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	24030	2000	58	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	50	4000000000	0	0,02	1	0	4761	4	7	693	743	-1	2512	0,574999988	0,135892004	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	26260	2000	60	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	51	9200000000	0	0,02	1	0	4915	4	7	693	743	-1	2717	0,574999988	0,125569001	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	28490	2000	60	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	52	21160000000	0	0,02	1	0	5161	4	7	693	743	-1	3130	0,574999988	0,107920997	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	30720	2000	62	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	53	48668000000	0	0,02	1	0	5312	4	7	693	743	-1	3337	0,574999988	0,099861003	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	32950	2000	62	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	54	111936400000	0	0,02	1	0	5464	4	7	693	743	-1	3543	0,574999988	0,093245	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	35180	2000	64	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	55	257453720000	0	0,02	1	0	5614	4	7	693	743	-1	3750	0,574999988	0,087163001	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	37410	2000	64	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	56	592143556000	125	0,02	1	0	5764	4	7	693	743	-1	3955	0,574999988	0,082217999	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	39640	2000	66	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	57	1361930178800	126	0,02	1	0	5913	4	7	693	743	-1	4162	0,574999988	0,076664999	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	41870	2000	66	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	58	3132439411240	127	0,02	1	0	6062	4	7	693	743	-1	4368	0,574999988	0,072379999	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	44100	2000	68	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	59	7204610645852	128	0,02	1	0	6210	4	7	693	743	-1	4575	0,574999988	0,067896999	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	46330	2000	68	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	60	16570604485459	129	0,02	1	0	6358	4	7	693	743	-1	4780	0,574999988	0,064433999	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	48560	2000	70	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	61	38112390316557	130	0,02	1	0	6504	4	7	693	743	-1	4988	0,574999988	0,060435001	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	50790	2000	70	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	62	87658497728081	131	0,02	1	0	6652	4	7	693	743	-1	5194	0,574999988	0,057176001	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	53020	2000	72	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	63	201614544774587	132	0,02	1	0	6798	4	7	693	743	-1	5400	0,574999988	0,053987	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	55250	2000	72	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	64	463713452981550	133	0,02	1	0	6943	4	6	693	743	-1	5606	0,574999988	0,051513001	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	57480	2000	74	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	65	1066540941857560	134	0,02	1	0	7088	4	6	693	743	-1	5813	0,574999988	0,048413999	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	59710	2000	74	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
0	66	2453044166272400	134	0,02	1	0	7088	4	6	693	743	-1	5813	0,574999988	0,048413999	10	10	10	10	1	1	16	0	0	1000	0	1000	0	1000	59710	2000	74	50	2000	4	900	900	900	0	340	340	225	6	100	20	10	273	
