byte	byte	word	dword	ccode	string[32]	ccode	ccode	ccode	ccode	ccode	ccode	ccode	ccode	dword	string[32]	string[32]	string[32]	dword	xeh	xeh	xeh	xeh	xeh	xeh	xeh	xeh	xeh	xeh	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	hex	hex	hex	hex	hex	hex	hex	hex	hex	clcode	clcode	clcode	clcode	clcode	clcode	clcode	clcode	clcode	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	dword	string[1024]	END
Class	Grade	none	Count	Code	Code	Ch_Class1	Ch_Class2	Ch_Class3	Ch_Class4	Ch_Class5	Ch_Class6	Ch_Class7	Ch_Class8	Icon	some name	somename	EngName	Race	LinkSkill1	LinkSkill2	LinkSkill3	LinkSkill4	LinkSkill5	LinkSkill6	LinkSkill7	LinkSkill8	LinkSkill9	LinkSkill10	TrapMaxNum	BnsHP	BnsFP	BnsSP	MeleMastery	RangeMastery2	SpecialMastery	none	ShieldMastery	DefMastery	MakeMastery1	MakeMastery2	MakeMastery3	DarkYch	DarkExp	DarkEl	DarkMag	HolyYch	HolyExp	HolyEl	HolyMag	Fire1	Fire2	Fire3	Fire4	Aqua1	Aqua2	Aqua3	Aqua4	Soil1	Soil2	Soil3	Soil4	Wind1	Wind2	Wind3	Wind4	none	none	none	none	none	none	none	none	none	none	none	none	IsSelectReward	type1	type2	type3	type4	type5	type6	type7	type8	type9	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Reward9	Amount1	Amount2	Amount3	Amount4	Amount5	Amount6	Amount7	Amount8	Amount9	nnone	none	ProfFeatures	desc
0	3	0	10	BWT4	BWT4	-1	-1	-1	-1	-1	-1	-1	-1	11	є§¶уЕдАь»з	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
0	3	0	11	BWT5	BWT5	-1	-1	-1	-1	-1	-1	-1	-1	12	є§¶уЕдАь»з	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
0	3	0	12	BWT6	BWT6	-1	-1	-1	-1	-1	-1	-1	-1	13	є§¶уЕдАь»з	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
0	3	0	13	BWT7	BWT7	-1	-1	-1	-1	-1	-1	-1	-1	14	є§¶уЕдАь»з	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
0	3	0	14	BWT8	BWT8	-1	-1	-1	-1	-1	-1	-1	-1	15	є§¶уЕдАь»з	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
1	0	0	15	BRB0	BRB0	BWF1	BWF2	BRF1	BRF2	BFF1	BFF2	BSF1	BSF2	8	є§¶уЕд·№АОАъ	Стрелок	RANGER	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16000000	0d000000	0d000000	0d000000	0d000000	ff000000	ff000000	ff000000	ff000000	iqbbb00	ipbhp00	ipbfp00	ipbsp00	ipbhx00	-1	-1	-1	-1	10	50	99	50	50	-1	-1	-1	-1	0	0	0	Класс Стрелков специализируется на ведении дальнего боя и использовании дальнобойного оружия, такого как луки и пушки. Стрелки быстры и ловки, что уменьшает урон со стороны противника. После первого продвижения игрок может выбрать подходящий ему тип Стрелка. Тип Снайпер специализируется на атаке, тип Диверсант может укрываться и ставить ловушки.
1	1	0	16	BRF1	BRF1	BRS1	BRS2	-1	-1	-1	-1	-1	-1	9	є§¶уЕд·№АОАъ	Диверсант	DESPERADO	0	7F096	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	5	0	10	0	122286	0	0	0	34393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	iwfib30	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	Тип Диверсант универсален и хорош как в дальнем так и в ближнем бою. Оставаясь Стрелком, он может эффективно использовать оружие ближнего действия. Этот Тип специализируется на борьбе один на один. Большинство специальных Умений Диверсанта используется в ближнем бою.
1	1	0	17	BRF2	BRF2	BRS2	BRS3	-1	-1	-1	-1	-1	-1	10	є§¶уЕд·№АОАъ	Снайпер	SNIPER	0	7F099	7F09A	7F09B	-1	-1	-1	-1	-1	-1	-1	10	0	0	15	0	91714	0	0	0	51589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06000000	1a000000	1a000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	iwbob30	tr00001	tr00001	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	Снайпер специализируется на ведении дальнего боя, и особенно грозен и эффективен, когда атакует с расстояния. Ближний бой может быть невероятно опасным для этого Типа Стрелков.
1	2	0	18	BRS1	BRS1	-1	-1	-1	-1	-1	-1	-1	-1	11	є§¶уЕд·№АОАъ	Наблюдатель	HIDDENSOLDIER	0	71099	7F09D	7100C	-1	-1	-1	-1	-1	-1	-1	0	10	0	15	0	944327	0	0	0	225350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0b000000	0b000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ibfir34	ibfir36	-1	-1	-1	-1	-1	-1	-1	254	254	-1	-1	-1	-1	-1	-1	-1	0	0	0	Наблюдатели - секретные силы Федерации, они лучше всех владеют огнестрельным оружием. Наблюдатели размещаются за линией сражения и рассеивают противника, атакуя с большого расстояния.
1	2	0	19	BRS2	BRS2	-1	-1	-1	-1	-1	-1	-1	-1	12	є§¶уЕд·№АОАъ	Страж	SENTINEL	0	7F09F	7F0A0	7F0A1	7100C	-1	-1	-1	-1	-1	-1	0	5	15	5	0	826286	0	0	0	300467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0b000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ibbow48	-1	-1	-1	-1	-1	-1	-1	-1	254	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	Стражи - солдаты элитных оборонительных подразделений Федерации. Они обладают особыми Умениями истощать силы врага. Для собственной защиты Стражи используют силу Светлой магии.
1	2	0	20	BRS3	BRS3	-1	-1	-1	-1	-1	-1	-1	-1	13	є§¶уЕд·№АОАъ	Шпион	INFILTRATOR	0	700A2	7F0A3	7100C	-1	-1	-1	-1	-1	-1	-1	15	15	5	5	0	550857	0	0	0	450701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06000000	1a000000	1a000000	1a000000	ff000000	ff000000	ff000000	ff000000	ff000000	iwdka40	tr00002	tr00002	tr00002	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	0	0	0	Шпион – Стрелок секретного подразделения, миссия солдат которого - проникать в расположение противника и деморализовать его.
1	2	0	21	BRS4	BRS4	-1	-1	-1	-1	-1	-1	-1	-1	14	є§¶уЕд·№АОАъ	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
1	3	0	22	BRT1	BRT1	-1	-1	-1	-1	-1	-1	-1	-1	23	є§¶уЕд·№АОАъ	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
1	3	0	23	BRT2	BRT2	-1	-1	-1	-1	-1	-1	-1	-1	24	є§¶уЕд·№АОАъ	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
1	3	0	24	BRT3	BRT3	-1	-1	-1	-1	-1	-1	-1	-1	25	є§¶уЕд·№АОАъ	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
1	3	0	25	BRT4	BRT4	-1	-1	-1	-1	-1	-1	-1	-1	26	є§¶уЕд·№АОАъ	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
1	3	0	26	BRT5	BRT5	-1	-1	-1	-1	-1	-1	-1	-1	27	є§¶уЕд·№АОАъ	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
1	3	0	27	BRT6	BRT6	-1	-1	-1	-1	-1	-1	-1	-1	28	є§¶уЕд·№АОАъ	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
1	3	0	28	BRT7	BRT7	-1	-1	-1	-1	-1	-1	-1	-1	29	є§¶уЕд·№АОАъ	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
1	3	0	29	BRT8	BRT8	-1	-1	-1	-1	-1	-1	-1	-1	30	є§¶уЕд·№АОАъ	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
2	0	0	30	BFB0	BFB0	BWF1	BWF2	BRF1	BRF2	BFF1	BFF2	BSF1	BSF2	15	є§¶уЕдБ¤ЅЕ°и	Колдун	SPIRITUALIST	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16000000	0d000000	0d000000	0d000000	06000000	0d000000	ff000000	ff000000	ff000000	iqbbb00	ipbhp00	ipbfp00	ipbsp00	iwsta00	ipbhx00	-1	-1	-1	10	50	99	50	1	50	-1	-1	-1	0	0	0	Для победы над противником Колдуны полагаются на магию. Беллатские Колдуны способны использовать все виды магии, за исключением той, что практикуют Кориты. После первого продвижения игрок может выбрать один из Типов класса Колдунов. Тип Псионик специализируются на атаке, Тип Чародей на исцелении и лечении.
2	1	0	31	BFF1	BFF1	BFS1	BFS2	-1	-1	-1	-1	-1	-1	16	є§¶уЕдБ¤ЅЕ°и	Псионик	PSYPER	0	7F114	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	10000	0	0	0	10000	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	iwstb30	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	Тип Псионик обладает самой большой магической силой среди всех других классов. Псионик фокусируется на нанесении ущерба противнику при помощи своих разрушительных магических Умений.
2	1	0	32	BFF2	BFF2	BFS2	BFS3	-1	-1	-1	-1	-1	-1	17	є§¶уЕдБ¤ЅЕ°и	Чародей	CANDRA	0	7F117	7F118	-1	-1	-1	-1	-1	-1	-1	-1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	iwstb30	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	Тип Чародей не специализируется на ведении борьбы. В основном он использует свою магию, чтобы помочь другим. Большинство Умений Чародея - это Светлая магия, ведущая борьбу с Темными силами.
2	2	0	33	BFS1	BFS1	-1	-1	-1	-1	-1	-1	-1	-1	18	є§¶уЕдБ¤ЅЕ°и	Волшебник	WIZARD	0	7F11A	7011B	7111C	-1	-1	-1	-1	-1	-1	-1	0	15	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78262	117393	0	0	78262	117393	0	0	78262	117393	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12000000	12000000	12000000	12000000	ff000000	ff000000	ff000000	ff000000	ff000000	icfha01	icfha02	icfha03	icfha04	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	Волшебник - самый агрессивный тип Колдунов. Волшебник использует свою магическую силу при помощи посоха, и эффективен в столкновениях даже с хорошо защищенным противником.
