string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
0	32	43	43	43	36	36	99	99	99	71	1	1	1	71	1	1	1	43	1	1	1	43	1	1	1	43	1	1	1	43	1	1	1	43	1	1	1	43	1	1	1	
0	33	47	47	47	39	39	99	99	99	74	1	1	1	74	1	1	1	47	1	1	1	47	1	1	1	47	1	1	1	47	1	1	1	47	1	1	1	47	1	1	1	
0	34	51	51	51	42	42	99	99	99	77	1	1	1	77	1	1	1	51	1	1	1	51	1	1	1	51	1	1	1	51	1	1	1	51	1	1	1	51	1	1	1	
0	35	55	55	55	45	45	99	99	99	80	1	1	1	80	1	1	1	55	1	1	1	55	1	1	1	55	1	1	1	55	1	1	1	55	1	1	1	55	1	1	1	
0	36	59	59	59	48	48	99	99	99	83	1	1	1	83	1	1	1	59	1	1	1	59	1	1	1	59	1	1	1	59	1	1	1	59	1	1	1	59	1	1	1	
0	37	63	63	63	51	51	99	99	99	86	1	1	1	86	1	1	1	63	1	1	1	63	1	1	1	63	1	1	1	63	1	1	1	63	1	1	1	63	1	1	1	
0	38	67	67	67	54	54	99	99	99	90	1	1	1	90	1	1	1	67	1	1	1	67	1	1	1	67	1	1	1	67	1	1	1	67	1	1	1	67	1	1	1	
0	39	71	71	71	57	57	99	99	99	94	1	1	1	94	1	1	1	71	1	1	1	71	1	1	1	71	1	1	1	71	1	1	1	71	1	1	1	71	1	1	1	
0	40	75	75	75	60	60	99	99	99	99	5	1	1	99	5	1	1	75	1	1	1	75	1	1	1	75	1	1	1	75	1	1	1	75	1	1	1	75	1	1	1	
0	41	80	80	80	64	64	99	99	99	99	12	1	1	99	12	1	1	80	1	1	1	80	1	1	1	80	1	1	1	80	1	1	1	80	1	1	1	80	1	1	1	
0	42	85	85	85	68	68	99	99	99	99	19	1	1	99	19	1	1	85	1	1	1	85	1	1	1	85	1	1	1	85	1	1	1	85	1	1	1	85	1	1	1	
0	43	89	89	89	72	72	99	99	99	99	26	1	1	99	26	1	1	89	1	1	1	89	1	1	1	89	1	1	1	89	1	1	1	89	1	1	1	89	1	1	1	
0	44	94	94	94	76	76	99	99	99	99	33	1	1	99	33	1	1	94	1	1	1	94	1	1	1	94	1	1	1	94	1	1	1	94	1	1	1	94	1	1	1	
0	45	99	99	99	80	80	99	99	99	99	40	1	1	99	40	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	46	99	99	99	83	83	99	99	99	99	47	1	1	99	47	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	47	99	99	99	87	87	99	99	99	99	54	1	1	99	54	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	48	99	99	99	91	91	99	99	99	99	61	1	1	99	61	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	49	99	99	99	95	95	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	50	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	51	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	52	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	53	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	54	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	55	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	56	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	57	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	58	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	59	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	60	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	61	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	62	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	63	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	64	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	65	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
0	66	99	99	99	99	99	99	99	99	99	66	1	1	99	66	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	99	1	1	1	
