xeh	xeh	string[128]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
01313000	00000001	.\CHARACTER\NPC\ANI\	ELAN_EVENTNPC_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306020	00000008	.\CHARACTER\NPC\ANI\	ELAN_LOOT_000_PEACEIDLE_08_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306021	00000008	.\CHARACTER\NPC\ANI\	ELAN_LOOT_000_PEACEIDLE_08_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306022	00000008	.\CHARACTER\NPC\ANI\	ELAN_LOOT_000_PEACEIDLE_08_02.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306023	00000008	.\CHARACTER\NPC\ANI\	ELAN_LOOT_000_PEACEIDLE_08_03.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306024	00000008	.\CHARACTER\NPC\ANI\	ELAN_LOOT_000_PEACEIDLE_08_04.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306025	00000008	.\CHARACTER\NPC\ANI\	ELAN_LOOT_000_PEACEIDLE_08_05.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306026	00000008	.\CHARACTER\NPC\ANI\	ELAN_LOOT_000_PEACEIDLE_08_06.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306027	00000008	.\CHARACTER\NPC\ANI\	ELAN_LOOT_000_PEACEIDLE_08_07.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306000	00000001	.\CHARACTER\NPC\ANI\	ELAN_LOOT_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306120	00000002	.\CHARACTER\NPC\ANI\	ELAN_LOOT_001_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306121	00000002	.\CHARACTER\NPC\ANI\	ELAN_LOOT_001_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
01306100	00000001	.\CHARACTER\NPC\ANI\	ELAN_LOOT_001_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01316020	00000003	.\CHARACTER\NPC\ANI\	ELAN_PORTAL_000_PEACEIDLE_03_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01316021	00000003	.\CHARACTER\NPC\ANI\	ELAN_PORTAL_000_PEACEIDLE_03_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
01316022	00000003	.\CHARACTER\NPC\ANI\	ELAN_PORTAL_000_PEACEIDLE_03_02.ANI	0	0	0	0	0	0	0	0	0	0	0	
01316000	00000001	.\CHARACTER\NPC\ANI\	ELAN_PORTAL_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a020	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_000_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a021	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_000_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a000	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a120	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_001_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a121	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_001_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a100	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_001_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a220	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_002_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a221	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_002_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a200	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_002_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a3e0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a320	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a300	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a310	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a390	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARATTACK_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a391	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARATTACK_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a3b0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a3f0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARCRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a3a0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a3c0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARFORCEATTACK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a3d0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARFORCESUPPORT_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a360	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a380	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARPOWERUP_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a340	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a350	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_003_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a4e0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a420	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a400	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a410	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a490	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARATTACK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a4b0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a4f0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARCRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a4a0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a4c0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARFORCEATTACK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a4d0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARFORCESUPPORT_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a460	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a480	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARPOWERUP_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a440	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a450	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_004_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a5e0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a520	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a500	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a510	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a590	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARATTACK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a5b0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a5f0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARCRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a5a0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a5c0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARFORCEATTACK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a5d0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARFORCESUPPORT_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a560	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a580	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARPOWERUP_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a540	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a550	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_005_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a6e0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a620	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a600	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a610	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a690	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARATTACK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a6b0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a6f0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARCRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a6a0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a6c0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARFORCEATTACK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a6d0	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARFORCESUPPORT_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a660	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a680	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARPOWERUP_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a640	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a650	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_006_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a720	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_007_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a721	00000002	.\CHARACTER\NPC\ANI\	ELAN_QUEST_007_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
0131a700	00000001	.\CHARACTER\NPC\ANI\	ELAN_QUEST_007_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01e06020	00000001	.\CHARACTER\NPC\ANI\	EXILE_LOOT_000_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01e06000	00000001	.\CHARACTER\NPC\ANI\	EXILE_LOOT_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01e03020	00000001	.\CHARACTER\NPC\ANI\	EXILE_SPECIAL_000_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01e03000	00000001	.\CHARACTER\NPC\ANI\	EXILE_SPECIAL_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01e03120	00000001	.\CHARACTER\NPC\ANI\	EXILE_SPECIAL_001_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01e03100	00000001	.\CHARACTER\NPC\ANI\	EXILE_SPECIAL_001_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01e03220	00000001	.\CHARACTER\NPC\ANI\	EXILE_SPECIAL_002_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01e03200	00000001	.\CHARACTER\NPC\ANI\	EXILE_SPECIAL_002_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a0e0	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_000_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a020	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_000_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a000	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a120	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_001_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a100	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_001_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a300	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_003_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a400	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_004_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a500	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_005_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a600	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_006_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a700	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_007_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0211a800	00000001	.\CHARACTER\NPC\ANI\	MEDICALLAB_QUEST_008_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01f1a030	00000001	.\CHARACTER\NPC\ANI\	MOUNTAIN_QUEST_000_PEACEDAMAGE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01f1a000	00000001	.\CHARACTER\NPC\ANI\	MOUNTAIN_QUEST_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01f1a0b0	00000001	.\CHARACTER\NPC\ANI\	MOUNTAIN_QUEST_000_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
01f1a0a0	00000001	.\CHARACTER\NPC\ANI\	MOUNTAIN_QUEST_000_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a0a020	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_COINEXCHANGE_000_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a0a021	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_COINEXCHANGE_000_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a0a000	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_COINEXCHANGE_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a06020	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_LOOT_000_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a06021	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_LOOT_000_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a06000	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_LOOT_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a05020	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_ORE_000_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a05021	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_ORE_000_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a05000	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_ORE_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a030	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_000_PEACEDAMAGE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a000	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a0b0	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_000_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a0a0	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_000_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a130	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_001_PEACEDAMAGE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a100	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_001_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a1b0	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_001_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a1a0	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_001_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a220	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_002_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a1a200	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_QUEST_002_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a03020	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_SPECIAL_000_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a03021	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_SPECIAL_000_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a03000	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_SPECIAL_000_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a03120	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_SPECIAL_001_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a03121	00000002	.\CHARACTER\NPC\ANI\	NEUTRALAS1_SPECIAL_001_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
00a03100	00000001	.\CHARACTER\NPC\ANI\	NEUTRALAS1_SPECIAL_001_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00b11020	00000003	.\CHARACTER\NPC\ANI\	NEUTRALAS2_GUARD_000_PEACEIDLE_03_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00b11021	00000003	.\CHARACTER\NPC\ANI\	NEUTRALAS2_GUARD_000_PEACEIDLE_03_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
00b11022	00000003	.\CHARACTER\NPC\ANI\	NEUTRALAS2_GUARD_000_PEACEIDLE_03_02.ANI	0	0	0	0	0	0	0	0	0	0	0	
