xeh	xeh	string[128]	string[64]	string[128]	END
00005010	00005010	.\CHARACTER\NPC\MESH\	NEUTRALA_POTION_000.MSH	.\CHARACTER\NPC\TEX\	
00005011	00005011	.\CHARACTER\NPC\MESH\	NEUTRALA_POTION_001.MSH	.\CHARACTER\NPC\TEX\	
00005012	00005012	.\CHARACTER\NPC\MESH\	NEUTRALA_POTION_002.MSH	.\CHARACTER\NPC\TEX\	
000051a0	000051a0	.\CHARACTER\NPC\MESH\	NEUTRALA_QUEST_000.MSH	.\CHARACTER\NPC\TEX\	
000051a1	000051a1	.\CHARACTER\NPC\MESH\	NEUTRALA_QUEST_001.MSH	.\CHARACTER\NPC\TEX\	
000051a2	000051a2	.\CHARACTER\NPC\MESH\	NEUTRALA_QUEST_002.MSH	.\CHARACTER\NPC\TEX\	
000051a3	000051a3	.\CHARACTER\NPC\MESH\	NEUTRALA_QUEST_003.MSH	.\CHARACTER\NPC\TEX\	
000051a4	000051a4	.\CHARACTER\NPC\MESH\	NEUTRALA_QUEST_004.MSH	.\CHARACTER\NPC\TEX\	
000051a5	000051a5	.\CHARACTER\NPC\MESH\	NEUTRALA_QUEST_005.MSH	.\CHARACTER\NPC\TEX\	
000051a6	000051a6	.\CHARACTER\NPC\MESH\	NEUTRALA_QUEST_006.MSH	.\CHARACTER\NPC\TEX\	
000050f0	000050f0	.\CHARACTER\NPC\MESH\	NEUTRALA_RACEMANAGER_000.MSH	.\CHARACTER\NPC\TEX\	
000050f1	000050f1	.\CHARACTER\NPC\MESH\	NEUTRALA_RACEMANAGER_001.MSH	.\CHARACTER\NPC\TEX\	
00005070	00005070	.\CHARACTER\NPC\MESH\	NEUTRALA_SHA_000.MSH	.\CHARACTER\NPC\TEX\	
00005071	00005071	.\CHARACTER\NPC\MESH\	NEUTRALA_SHA_001.MSH	.\CHARACTER\NPC\TEX\	
00005072	00005072	.\CHARACTER\NPC\MESH\	NEUTRALA_SHA_002.MSH	.\CHARACTER\NPC\TEX\	
00005030	00005030	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_000.MSH	.\CHARACTER\NPC\TEX\	
00005031	00005031	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_001.MSH	.\CHARACTER\NPC\TEX\	
00005032	00005032	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_002.MSH	.\CHARACTER\NPC\TEX\	
00005033	00005033	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_003.MSH	.\CHARACTER\NPC\TEX\	
00005034	00005034	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_004.MSH	.\CHARACTER\NPC\TEX\	
00005035	00005035	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_005.MSH	.\CHARACTER\NPC\TEX\	
00005036	00005036	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_006.MSH	.\CHARACTER\NPC\TEX\	
00005037	00005037	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_007.MSH	.\CHARACTER\NPC\TEX\	
00005038	00005038	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_008.MSH	.\CHARACTER\NPC\TEX\	
00005039	00005039	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_009.MSH	.\CHARACTER\NPC\TEX\	
0000503a	0000503a	.\CHARACTER\NPC\MESH\	NEUTRALA_SPECIAL_010.MSH	.\CHARACTER\NPC\TEX\	
00005000	00005000	.\CHARACTER\NPC\MESH\	NEUTRALA_WEAPON_000.MSH	.\CHARACTER\NPC\TEX\	
00005001	00005001	.\CHARACTER\NPC\MESH\	NEUTRALA_WEAPON_001.MSH	.\CHARACTER\NPC\TEX\	
00005002	00005002	.\CHARACTER\NPC\MESH\	NEUTRALA_WEAPON_002.MSH	.\CHARACTER\NPC\TEX\	
000060a0	000060a0	.\CHARACTER\NPC\MESH\	NEUTRALBS1_COINEXCHANGE_000.MSH	.\CHARACTER\NPC\TEX\	
00006060	00006060	.\CHARACTER\NPC\MESH\	NEUTRALBS1_LOOT_000.MSH	.\CHARACTER\NPC\TEX\	
00006050	00006050	.\CHARACTER\NPC\MESH\	NEUTRALBS1_ORE_000.MSH	.\CHARACTER\NPC\TEX\	
000061a0	000061a0	.\CHARACTER\NPC\MESH\	NEUTRALBS1_QUEST_000.MSH	.\CHARACTER\NPC\TEX\	
00006040	00006040	.\CHARACTER\NPC\MESH\	NEUTRALBS1_REQUEST_000.MSH	.\CHARACTER\NPC\TEX\	
00006030	00006030	.\CHARACTER\NPC\MESH\	NEUTRALBS1_SPECIAL_000.MSH	.\CHARACTER\NPC\TEX\	
00006031	00006031	.\CHARACTER\NPC\MESH\	NEUTRALBS1_SPECIAL_001.MSH	.\CHARACTER\NPC\TEX\	
00007110	00007110	.\CHARACTER\NPC\MESH\	NEUTRALBS2_GUARD_000.MSH	.\CHARACTER\NPC\TEX\	
00007060	00007060	.\CHARACTER\NPC\MESH\	NEUTRALBS2_LOOT_000.MSH	.\CHARACTER\NPC\TEX\	
000071a0	000071a0	.\CHARACTER\NPC\MESH\	NEUTRALBS2_QUEST_000.MSH	.\CHARACTER\NPC\TEX\	
00007030	00007030	.\CHARACTER\NPC\MESH\	NEUTRALBS2_SPECIAL_000.MSH	.\CHARACTER\NPC\TEX\	
00007031	00007031	.\CHARACTER\NPC\MESH\	NEUTRALBS2_SPECIAL_001.MSH	.\CHARACTER\NPC\TEX\	
000030a0	000030a0	.\CHARACTER\NPC\MESH\	NEUTRALB_COINEXCHANGE_000.MSH	.\CHARACTER\NPC\TEX\	
00003020	00003020	.\CHARACTER\NPC\MESH\	NEUTRALB_DEFENCE_000.MSH	.\CHARACTER\NPC\TEX\	
00003021	00003021	.\CHARACTER\NPC\MESH\	NEUTRALB_DEFENCE_001.MSH	.\CHARACTER\NPC\TEX\	
00003022	00003022	.\CHARACTER\NPC\MESH\	NEUTRALB_DEFENCE_002.MSH	.\CHARACTER\NPC\TEX\	
00003130	00003130	.\CHARACTER\NPC\MESH\	NEUTRALB_EVENTNPC_000.MSH	.\CHARACTER\NPC\TEX\	
00003131	00003131	.\CHARACTER\NPC\MESH\	NEUTRALB_EVENTNPC_001.MSH	.\CHARACTER\NPC\TEX\	
00003132	00003132	.\CHARACTER\NPC\MESH\	NEUTRALB_EVENTNPC_002.MSH	.\CHARACTER\NPC\TEX\	
00003133	00003133	.\CHARACTER\NPC\MESH\	NEUTRALB_EVENTNPC_003.MSH	.\CHARACTER\NPC\TEX\	
00003134	00003134	.\CHARACTER\NPC\MESH\	NEUTRALB_EVENTNPC_004.MSH	.\CHARACTER\NPC\TEX\	
00003135	00003135	.\CHARACTER\NPC\MESH\	NEUTRALB_EVENTNPC_005.MSH	.\CHARACTER\NPC\TEX\	
00003136	00003136	.\CHARACTER\NPC\MESH\	NEUTRALB_EVENTNPC_006.MSH	.\CHARACTER\NPC\TEX\	
00003170	00003170	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_000.MSH	.\CHARACTER\NPC\TEX\	
00003171	00003171	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_001.MSH	.\CHARACTER\NPC\TEX\	
00003172	00003172	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_002.MSH	.\CHARACTER\NPC\TEX\	
00003173	00003173	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_003.MSH	.\CHARACTER\NPC\TEX\	
00003174	00003174	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_004.MSH	.\CHARACTER\NPC\TEX\	
00003175	00003175	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_005.MSH	.\CHARACTER\NPC\TEX\	
00003176	00003176	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_006.MSH	.\CHARACTER\NPC\TEX\	
00003177	00003177	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_007.MSH	.\CHARACTER\NPC\TEX\	
00003178	00003178	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_008.MSH	.\CHARACTER\NPC\TEX\	
00003179	00003179	.\CHARACTER\NPC\MESH\	NEUTRALB_EXPENSIVE_009.MSH	.\CHARACTER\NPC\TEX\	
00003100	00003100	.\CHARACTER\NPC\MESH\	NEUTRALB_FORCE_000.MSH	.\CHARACTER\NPC\TEX\	
00003140	00003140	.\CHARACTER\NPC\MESH\	NEUTRALB_GATE_000.MSH	.\CHARACTER\NPC\TEX\	
000030c0	000030c0	.\CHARACTER\NPC\MESH\	NEUTRALB_GUILDMANAGER_000.MSH	.\CHARACTER\NPC\TEX\	
00003180	00003180	.\CHARACTER\NPC\MESH\	NEUTRALB_JEWEL_000.MSH	.\CHARACTER\NPC\TEX\	
00003060	00003060	.\CHARACTER\NPC\MESH\	NEUTRALB_LOOT_000.MSH	.\CHARACTER\NPC\TEX\	
00003061	00003061	.\CHARACTER\NPC\MESH\	NEUTRALB_LOOT_001.MSH	.\CHARACTER\NPC\TEX\	
00003062	00003062	.\CHARACTER\NPC\MESH\	NEUTRALB_LOOT_002.MSH	.\CHARACTER\NPC\TEX\	
00003063	00003063	.\CHARACTER\NPC\MESH\	NEUTRALB_LOOT_003.MSH	.\CHARACTER\NPC\TEX\	
00003064	00003064	.\CHARACTER\NPC\MESH\	NEUTRALB_LOOT_004.MSH	.\CHARACTER\NPC\TEX\	
00003050	00003050	.\CHARACTER\NPC\MESH\	NEUTRALB_ORE_000.MSH	.\CHARACTER\NPC\TEX\	
00003120	00003120	.\CHARACTER\NPC\MESH\	NEUTRALB_PAYBOX_000.MSH	.\CHARACTER\NPC\TEX\	
00003010	00003010	.\CHARACTER\NPC\MESH\	NEUTRALB_POTION_000.MSH	.\CHARACTER\NPC\TEX\	
00003011	00003011	.\CHARACTER\NPC\MESH\	NEUTRALB_POTION_001.MSH	.\CHARACTER\NPC\TEX\	
00003012	00003012	.\CHARACTER\NPC\MESH\	NEUTRALB_POTION_002.MSH	.\CHARACTER\NPC\TEX\	
000031a0	000031a0	.\CHARACTER\NPC\MESH\	NEUTRALB_QUEST_000.MSH	.\CHARACTER\NPC\TEX\	
000031a1	000031a1	.\CHARACTER\NPC\MESH\	NEUTRALB_QUEST_001.MSH	.\CHARACTER\NPC\TEX\	
000031a2	000031a2	.\CHARACTER\NPC\MESH\	NEUTRALB_QUEST_002.MSH	.\CHARACTER\NPC\TEX\	
000031a3	000031a3	.\CHARACTER\NPC\MESH\	NEUTRALB_QUEST_003.MSH	.\CHARACTER\NPC\TEX\	
000031a4	000031a4	.\CHARACTER\NPC\MESH\	NEUTRALB_QUEST_004.MSH	.\CHARACTER\NPC\TEX\	
000031a5	000031a5	.\CHARACTER\NPC\MESH\	NEUTRALB_QUEST_005.MSH	.\CHARACTER\NPC\TEX\	
000031a6	000031a6	.\CHARACTER\NPC\MESH\	NEUTRALB_QUEST_006.MSH	.\CHARACTER\NPC\TEX\	
000030f0	000030f0	.\CHARACTER\NPC\MESH\	NEUTRALB_RACEMANAGER_000.MSH	.\CHARACTER\NPC\TEX\	
000030f1	000030f1	.\CHARACTER\NPC\MESH\	NEUTRALB_RACEMANAGER_001.MSH	.\CHARACTER\NPC\TEX\	
00003040	00003040	.\CHARACTER\NPC\MESH\	NEUTRALB_REQUEST_000.MSH	.\CHARACTER\NPC\TEX\	
00003070	00003070	.\CHARACTER\NPC\MESH\	NEUTRALB_SHA_000.MSH	.\CHARACTER\NPC\TEX\	
00003071	00003071	.\CHARACTER\NPC\MESH\	NEUTRALB_SHA_001.MSH	.\CHARACTER\NPC\TEX\	
00003072	00003072	.\CHARACTER\NPC\MESH\	NEUTRALB_SHA_002.MSH	.\CHARACTER\NPC\TEX\	
00003030	00003030	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_000.MSH	.\CHARACTER\NPC\TEX\	
00003031	00003031	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_001.MSH	.\CHARACTER\NPC\TEX\	
00003032	00003032	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_002.MSH	.\CHARACTER\NPC\TEX\	
00003033	00003033	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_003.MSH	.\CHARACTER\NPC\TEX\	
00003034	00003034	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_004.MSH	.\CHARACTER\NPC\TEX\	
00003035	00003035	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_005.MSH	.\CHARACTER\NPC\TEX\	
00003036	00003036	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_006.MSH	.\CHARACTER\NPC\TEX\	
00003037	00003037	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_007.MSH	.\CHARACTER\NPC\TEX\	
00003038	00003038	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_008.MSH	.\CHARACTER\NPC\TEX\	
00003039	00003039	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_009.MSH	.\CHARACTER\NPC\TEX\	
0000303a	0000303a	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_010.MSH	.\CHARACTER\NPC\TEX\	
0000303b	0000303b	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_011.MSH	.\CHARACTER\NPC\TEX\	
0000303c	0000303c	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_012.MSH	.\CHARACTER\NPC\TEX\	
0000303d	0000303d	.\CHARACTER\NPC\MESH\	NEUTRALB_SPECIAL_013.MSH	.\CHARACTER\NPC\TEX\	
00003000	00003000	.\CHARACTER\NPC\MESH\	NEUTRALB_WEAPON_000.MSH	.\CHARACTER\NPC\TEX\	
00003001	00003001	.\CHARACTER\NPC\MESH\	NEUTRALB_WEAPON_001.MSH	.\CHARACTER\NPC\TEX\	
00003002	00003002	.\CHARACTER\NPC\MESH\	NEUTRALB_WEAPON_002.MSH	.\CHARACTER\NPC\TEX\	
000080a0	000080a0	.\CHARACTER\NPC\MESH\	NEUTRALCS1_COINEXCHANGE_000.MSH	.\CHARACTER\NPC\TEX\	
00008060	00008060	.\CHARACTER\NPC\MESH\	NEUTRALCS1_LOOT_000.MSH	.\CHARACTER\NPC\TEX\	
00008050	00008050	.\CHARACTER\NPC\MESH\	NEUTRALCS1_ORE_000.MSH	.\CHARACTER\NPC\TEX\	
000081a0	000081a0	.\CHARACTER\NPC\MESH\	NEUTRALCS1_QUEST_000.MSH	.\CHARACTER\NPC\TEX\	
000081a1	000081a1	.\CHARACTER\NPC\MESH\	NEUTRALCS1_QUEST_001.MSH	.\CHARACTER\NPC\TEX\	
000081a2	000081a2	.\CHARACTER\NPC\MESH\	NEUTRALCS1_QUEST_002.MSH	.\CHARACTER\NPC\TEX\	
00008030	00008030	.\CHARACTER\NPC\MESH\	NEUTRALCS1_SPECIAL_000.MSH	.\CHARACTER\NPC\TEX\	
00008031	00008031	.\CHARACTER\NPC\MESH\	NEUTRALCS1_SPECIAL_001.MSH	.\CHARACTER\NPC\TEX\	
00009110	00009110	.\CHARACTER\NPC\MESH\	NEUTRALCS2_GUARD_000.MSH	.\CHARACTER\NPC\TEX\	
00009060	00009060	.\CHARACTER\NPC\MESH\	NEUTRALCS2_LOOT_000.MSH	.\CHARACTER\NPC\TEX\	
000091a0	000091a0	.\CHARACTER\NPC\MESH\	NEUTRALCS2_QUEST_000.MSH	.\CHARACTER\NPC\TEX\	
00009030	00009030	.\CHARACTER\NPC\MESH\	NEUTRALCS2_SPECIAL_000.MSH	.\CHARACTER\NPC\TEX\	
00009031	00009031	.\CHARACTER\NPC\MESH\	NEUTRALCS2_SPECIAL_001.MSH	.\CHARACTER\NPC\TEX\	
000040a0	000040a0	.\CHARACTER\NPC\MESH\	NEUTRALC_COINEXCHANGE_000.MSH	.\CHARACTER\NPC\TEX\	
00004020	00004020	.\CHARACTER\NPC\MESH\	NEUTRALC_DEFENCE_000.MSH	.\CHARACTER\NPC\TEX\	
00004021	00004021	.\CHARACTER\NPC\MESH\	NEUTRALC_DEFENCE_001.MSH	.\CHARACTER\NPC\TEX\	
00004022	00004022	.\CHARACTER\NPC\MESH\	NEUTRALC_DEFENCE_002.MSH	.\CHARACTER\NPC\TEX\	
00004130	00004130	.\CHARACTER\NPC\MESH\	NEUTRALC_EVENTNPC_000.MSH	.\CHARACTER\NPC\TEX\	
00004132	00004132	.\CHARACTER\NPC\MESH\	NEUTRALC_EVENTNPC_002.MSH	.\CHARACTER\NPC\TEX\	
00004133	00004133	.\CHARACTER\NPC\MESH\	NEUTRALC_EVENTNPC_003.MSH	.\CHARACTER\NPC\TEX\	
00004134	00004134	.\CHARACTER\NPC\MESH\	NEUTRALC_EVENTNPC_004.MSH	.\CHARACTER\NPC\TEX\	
00004135	00004135	.\CHARACTER\NPC\MESH\	NEUTRALC_EVENTNPC_005.MSH	.\CHARACTER\NPC\TEX\	
00004136	00004136	.\CHARACTER\NPC\MESH\	NEUTRALC_EVENTNPC_006.MSH	.\CHARACTER\NPC\TEX\	
00004170	00004170	.\CHARACTER\NPC\MESH\	NEUTRALC_EXPENSIVE_000.MSH	.\CHARACTER\NPC\TEX\	
