string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	END
LRcsm12	iwxkd45	iwxke45	iwxkf45	iwxkg45	iwxkh45	iwxki45	iwxkj45	iwxkk45	iwxkl45	iwxka50	iwxkb50	iwxkc50	iwxkd50	iwxke50	iwxkf50	iwxkg50	iwxkh50	iwxki50	iwxkj50	iwxkk50	iwxkl50	iwmka30	iwmkb30	iwmkc30	iwmkd30	iwmke30	iwmkf30	iwmkg30	iwmkh30	iwmki30	iwmkj30	iwmkk30	iwmkl30	iwmka35	iwmkb35	iwmkc35	iwmkd35	iwmke35	iwmkf35	iwmkg35	iwmkh35	iwmki35	iwmkj35	iwmkk35	iwmkl35	iwmka40	iwmkb40	iwmkc40	iwmkd40	iwmke40	iwmkf40	iwmkg40	iwmkh40	iwmki40	iwmkj40	iwmkk40	iwmkl40	iwmka45	iwmkb45	iwmkc45	iwmkd45	iwmke45	iwmkf45	iwmkg45	iwmkh45	iwmki45	iwmkj45	iwmkk45	iwmkl45	iwmka50	iwmkb50	iwmkc50	iwmkd50	iwmke50	iwmkf50	iwmkg50	iwmkh50	iwmki50	iwmkj50	iwmkk50	iwmkl50	iwpka30	iwpkb30	iwpkc30	iwpkd30	iwpke30	iwpkf30	iwpkg30	iwpkh30	iwpki30	iwpkj30	iwpkk30	iwpkl30	iwpka35	iwpkb35	iwpkc35	iwpkd35	iwpke35	iwpkf35	iwpkg35	
LRcsm13	iwpkh35	iwpki35	iwpkj35	iwpkk35	iwpkl35	iwpka40	iwpkb40	iwpkc40	iwpkd40	iwpke40	iwpkf40	iwpkg40	iwpkh40	iwpki40	iwpkj40	iwpkk40	iwpkl40	iwpka45	iwpkb45	iwpkc45	iwpkd45	iwpke45	iwpkf45	iwpkg45	iwpkh45	iwpki45	iwpkj45	iwpkk45	iwpkl45	iwpka50	iwpkb50	iwpkc50	iwpkd50	iwpke50	iwpkf50	iwpkg50	iwpkh50	iwpki50	iwpkj50	iwpkk50	iwpkl50	iwtka30	iwtkb30	iwtkc30	iwtkd30	iwtke30	iwtkf30	iwtkg30	iwtkh30	iwtki30	iwtkj30	iwtkk30	iwtkl30	iwtka35	iwtkb35	iwtkc35	iwtkd35	iwtke35	iwtkf35	iwtkg35	iwtkh35	iwtki35	iwtkj35	iwtkk35	iwtkl35	iwtka40	iwtkb40	iwtkc40	iwtkd40	iwtke40	iwtkf40	iwtkg40	iwtkh40	iwtki40	iwtkj40	iwtkk40	iwtkl40	iwtka45	iwtkb45	iwtkc45	iwtkd45	iwtke45	iwtkf45	iwtkg45	iwtkh45	iwtki45	iwtkj45	iwtkk45	iwtkl45	iwtka50	iwtkb50	iwtkc50	iwtkd50	iwtke50	iwtkf50	iwtkg50	iwtkh50	iwtki50	iwtkj50	iwtkk50	
LRcsm14	iwtkl50	iwfka30	iwfkb30	iwfkc30	iwfkd30	iwfke30	iwfkf30	iwfkg30	iwfkh30	iwfki30	iwfkj30	iwfkk30	iwfkl30	iwfka35	iwfkb35	iwfkc35	iwfkd35	iwfke35	iwfkf35	iwfkg35	iwfkh35	iwfki35	iwfkj35	iwfkk35	iwfkl35	iwfka40	iwfkb40	iwfkc40	iwfkd40	iwfke40	iwfkf40	iwfkg40	iwfkh40	iwfki40	iwfkj40	iwfkk40	iwfkl40	iwfka45	iwfkb45	iwfkc45	iwfkd45	iwfke45	iwfkf45	iwfkg45	iwfkh45	iwfki45	iwfkj45	iwfkk45	iwfkl45	iwfka50	iwfkb50	iwfkc50	iwfkd50	iwfke50	iwfkf50	iwfkg50	iwfkh50	iwfki50	iwfkj50	iwfkk50	iwfkl50	iwbka30	iwbkb30	iwbkc30	iwbkd30	iwbke30	iwbkf30	iwbkg30	iwbkh30	iwbki30	iwbkj30	iwbkk30	iwbkl30	iwbka35	iwbkb35	iwbkc35	iwbkd35	iwbke35	iwbkf35	iwbkg35	iwbkh35	iwbki35	iwbkj35	iwbkk35	iwbkl35	iwbka40	iwbkb40	iwbkc40	iwbkd40	iwbke40	iwbkf40	iwbkg40	iwbkh40	iwbki40	iwbkj40	iwbkk40	iwbkl40	iwbka45	iwbkb45	iwbkc45	
LRcsm15	iwbkd45	iwbke45	iwbkf45	iwbkg45	iwbkh45	iwbki45	iwbkj45	iwbkk45	iwbkl45	iwbka50	iwbkb50	iwbkc50	iwbkd50	iwbke50	iwbkf50	iwbkg50	iwbkh50	iwbki50	iwbkj50	iwbkk50	iwbkl50	iwuka30	iwukb30	iwukc30	iwukd30	iwuke30	iwukf30	iwukg30	iwukh30	iwuki30	iwukj30	iwukk30	iwukl30	iwuka35	iwukb35	iwukc35	iwukd35	iwuke35	iwukf35	iwukg35	iwukh35	iwuki35	iwukj35	iwukk35	iwukl35	iwuka45	iwukb45	iwukc45	iwukd45	iwuke45	iwukf45	iwukg45	iwukh45	iwuki45	iwukj45	iwukk45	iwukl45	iwaka50	iwakb50	iwakc50	iwakd50	iwake50	iwakf50	iwakg50	iwakh50	iwaki50	iwakj50	iwakk50	iwakl50	iwlka40	iwlkb40	iwlkc40	iwlkd40	iwlke40	iwlkf40	iwlkg40	iwlkh40	iwlki40	iwlkj40	iwlkk40	iwlkl40	iwkva30	iwkvb30	iwkvc30	iwkvd30	iwkve30	iwkvf30	iwkvg30	iwkvh30	iwkvi30	iwkvj30	iwkvk30	iwkvl30	iwkva35	iwkvb35	iwkvc35	iwkvd35	iwkve35	iwkvf35	iwkvg35	
LRcsm16	iwkvh35	iwkvi35	iwkvj35	iwkvk35	iwkvl35	iwkva40	iwkvb40	iwkvc40	iwkvd40	iwkve40	iwkvf40	iwkvg40	iwkvh40	iwkvi40	iwkvj40	iwkvk40	iwkvl40	iwkva45	iwkvb45	iwkvc45	iwkvd45	iwkve45	iwkvf45	iwkvg45	iwkvh45	iwkvi45	iwkvj45	iwkvk45	iwkvl45	iwkva50	iwkvb50	iwkvc50	iwkvd50	iwkve50	iwkvf50	iwkvg50	iwkvh50	iwkvi50	iwkvj50	iwkvk50	iwkvl50	iwsva30	iwsvb30	iwsvc30	iwsvd30	iwsve30	iwsvf30	iwsvg30	iwsvh30	iwsvi30	iwsvj30	iwsvk30	iwsvl30	iwsva35	iwsvb35	iwsvc35	iwsvd35	iwsve35	iwsvf35	iwsvg35	iwsvh35	iwsvi35	iwsvj35	iwsvk35	iwsvl35	iwsva40	iwsvb40	iwsvc40	iwsvd40	iwsve40	iwsvf40	iwsvg40	iwsvh40	iwsvi40	iwsvj40	iwsvk40	iwsvl40	iwsva45	iwsvb45	iwsvc45	iwsvd45	iwsve45	iwsvf45	iwsvg45	iwsvh45	iwsvi45	iwsvj45	iwsvk45	iwsvl45	iwsva50	iwsvb50	iwsvc50	iwsvd50	iwsve50	iwsvf50	iwsvg50	iwsvh50	iwsvi50	iwsvj50	iwsvk50	
LRcsm17	iwsvl50	iwxva30	iwxvb30	iwxvc30	iwxvd30	iwxve30	iwxvf30	iwxvg30	iwxvh30	iwxvi30	iwxvj30	iwxvk30	iwxvl30	iwxva35	iwxvb35	iwxvc35	iwxvd35	iwxve35	iwxvf35	iwxvg35	iwxvh35	iwxvi35	iwxvj35	iwxvk35	iwxvl35	iwxva40	iwxvb40	iwxvc40	iwxvd40	iwxve40	iwxvf40	iwxvg40	iwxvh40	iwxvi40	iwxvj40	iwxvk40	iwxvl40	iwxva45	iwxvb45	iwxvc45	iwxvd45	iwxve45	iwxvf45	iwxvg45	iwxvh45	iwxvi45	iwxvj45	iwxvk45	iwxvl45	iwxva50	iwxvb50	iwxvc50	iwxvd50	iwxve50	iwxvf50	iwxvg50	iwxvh50	iwxvi50	iwxvj50	iwxvk50	iwxvl50	iwmva30	iwmvb30	iwmvc30	iwmvd30	iwmve30	iwmvf30	iwmvg30	iwmvh30	iwmvi30	iwmvj30	iwmvk30	iwmvl30	iwmva35	iwmvb35	iwmvc35	iwmvd35	iwmve35	iwmvf35	iwmvg35	iwmvh35	iwmvi35	iwmvj35	iwmvk35	iwmvl35	iwmva40	iwmvb40	iwmvc40	iwmvd40	iwmve40	iwmvf40	iwmvg40	iwmvh40	iwmvi40	iwmvj40	iwmvk40	iwmvl40	iwmva45	iwmvb45	iwmvc45	
LRcsm18	iwmvd45	iwmve45	iwmvf45	iwmvg45	iwmvh45	iwmvi45	iwmvj45	iwmvk45	iwmvl45	iwmva50	iwmvb50	iwmvc50	iwmvd50	iwmve50	iwmvf50	iwmvg50	iwmvh50	iwmvi50	iwmvj50	iwmvk50	iwmvl50	iwpva30	iwpvb30	iwpvc30	iwpvd30	iwpve30	iwpvf30	iwpvg30	iwpvh30	iwpvi30	iwpvj30	iwpvk30	iwpvl30	iwpva35	iwpvb35	iwpvc35	iwpvd35	iwpve35	iwpvf35	iwpvg35	iwpvh35	iwpvi35	iwpvj35	iwpvk35	iwpvl35	iwpva40	iwpvb40	iwpvc40	iwpvd40	iwpve40	iwpvf40	iwpvg40	iwpvh40	iwpvi40	iwpvj40	iwpvk40	iwpvl40	iwpva45	iwpvb45	iwpvc45	iwpvd45	iwpve45	iwpvf45	iwpvg45	iwpvh45	iwpvi45	iwpvj45	iwpvk45	iwpvl45	iwpva50	iwpvb50	iwpvc50	iwpvd50	iwpve50	iwpvf50	iwpvg50	iwpvh50	iwpvi50	iwpvj50	iwpvk50	iwpvl50	iwtva30	iwtvb30	iwtvc30	iwtvd30	iwtve30	iwtvf30	iwtvg30	iwtvh30	iwtvi30	iwtvj30	iwtvk30	iwtvl30	iwtva35	iwtvb35	iwtvc35	iwtvd35	iwtve35	iwtvf35	iwtvg35	
LRcsm19	iwtvh35	iwtvi35	iwtvj35	iwtvk35	iwtvl35	iwtva40	iwtvb40	iwtvc40	iwtvd40	iwtve40	iwtvf40	iwtvg40	iwtvh40	iwtvi40	iwtvj40	iwtvk40	iwtvl40	iwtva45	iwtvb45	iwtvc45	iwtvd45	iwtve45	iwtvf45	iwtvg45	iwtvh45	iwtvi45	iwtvj45	iwtvk45	iwtvl45	iwtva50	iwtvb50	iwtvc50	iwtvd50	iwtve50	iwtvf50	iwtvg50	iwtvh50	iwtvi50	iwtvj50	iwtvk50	iwtvl50	iwfva30	iwfvb30	iwfvc30	iwfvd30	iwfve30	iwfvf30	iwfvg30	iwfvh30	iwfvi30	iwfvj30	iwfvk30	iwfvl30	iwfva35	iwfvb35	iwfvc35	iwfvd35	iwfve35	iwfvf35	iwfvg35	iwfvh35	iwfvi35	iwfvj35	iwfvk35	iwfvl35	iwfva40	iwfvb40	iwfvc40	iwfvd40	iwfve40	iwfvf40	iwfvg40	iwfvh40	iwfvi40	iwfvj40	iwfvk40	iwfvl40	iwfva45	iwfvb45	iwfvc45	iwfvd45	iwfve45	iwfvf45	iwfvg45	iwfvh45	iwfvi45	iwfvj45	iwfvk45	iwfvl45	iwfva50	iwfvb50	iwfvc50	iwfvd50	iwfve50	iwfvf50	iwfvg50	iwfvh50	iwfvi50	iwfvj50	iwfvk50	
LRcsm20	iwfvl50	iwbva30	iwbvb30	iwbvc30	iwbvd30	iwbve30	iwbvf30	iwbvg30	iwbvh30	iwbvi30	iwbvj30	iwbvk30	iwbvl30	iwbva35	iwbvb35	iwbvc35	iwbvd35	iwbve35	iwbvf35	iwbvg35	iwbvh35	iwbvi35	iwbvj35	iwbvk35	iwbvl35	iwbva40	iwbvb40	iwbvc40	iwbvd40	iwbve40	iwbvf40	iwbvg40	iwbvh40	iwbvi40	iwbvj40	iwbvk40	iwbvl40	iwbva45	iwbvb45	iwbvc45	iwbvd45	iwbve45	iwbvf45	iwbvg45	iwbvh45	iwbvi45	iwbvj45	iwbvk45	iwbvl45	iwbva50	iwbvb50	iwbvc50	iwbvd50	iwbve50	iwbvf50	iwbvg50	iwbvh50	iwbvi50	iwbvj50	iwbvk50	iwbvl50	iwuva30	iwuvb30	iwuvc30	iwuvd30	iwuve30	iwuvf30	iwuvg30	iwuvh30	iwuvi30	iwuvj30	iwuvk30	iwuvl30	iwuva35	iwuvb35	iwuvc35	iwuvd35	iwuve35	iwuvf35	iwuvg35	iwuvh35	iwuvi35	iwuvj35	iwuvk35	iwuvl35	iwuva45	iwuvb45	iwuvc45	iwuvd45	iwuve45	iwuvf45	iwuvg45	iwuvh45	iwuvi45	iwuvj45	iwuvk45	iwuvl45	iwava50	iwavb50	iwavc50	
LRcsm21	iwavd50	iwave50	iwavf50	iwavg50	iwavh50	iwavi50	iwavj50	iwavk50	iwavl50	iwlva40	iwlvb40	iwlvc40	iwlvd40	iwlve40	iwlvf40	iwlvg40	iwlvh40	iwlvi40	iwlvj40	iwlvk40	iwlvl40	iwkma30	iwkmb30	iwkmc30	iwkmd30	iwkme30	iwkmf30	iwkmg30	iwkmh30	iwkmi30	iwkmj30	iwkmk30	iwkml30	iwkma35	iwkmb35	iwkmc35	iwkmd35	iwkme35	iwkmf35	iwkmg35	iwkmh35	iwkmi35	iwkmj35	iwkmk35	iwkml35	iwkma40	iwkmb40	iwkmc40	iwkmd40	iwkme40	iwkmf40	iwkmg40	iwkmh40	iwkmi40	iwkmj40	iwkmk40	iwkml40	iwkma45	iwkmb45	iwkmc45	iwkmd45	iwkme45	iwkmf45	iwkmg45	iwkmh45	iwkmi45	iwkmj45	iwkmk45	iwkml45	iwkma50	iwkmb50	iwkmc50	iwkmd50	iwkme50	iwkmf50	iwkmg50	iwkmh50	iwkmi50	iwkmj50	iwkmk50	iwkml50	iwsma30	iwsmb30	iwsmc30	iwsmd30	iwsme30	iwsmf30	iwsmg30	iwsmh30	iwsmi30	iwsmj30	iwsmk30	iwsml30	iwsma35	iwsmb35	iwsmc35	iwsmd35	iwsme35	iwsmf35	iwsmg35	
