xeh	xeh	string[128]	string[64]	string[128]	END
0000013b	0000013b	.\CHARACTER\MONSTER\MESH\	BALKEIN.MSH	.\CHARACTER\MONSTER\TEX\	
000000a9	000000a9	.\CHARACTER\MONSTER\MESH\	BEACON.MSH	.\CHARACTER\MONSTER\TEX\	
00000095	00000095	.\CHARACTER\MONSTER\MESH\	BEL.MSH	.\CHARACTER\MONSTER\TEX\	
00000096	00000096	.\CHARACTER\MONSTER\MESH\	BELGUARD.MSH	.\CHARACTER\MONSTER\TEX\	
000000d9	000000d9	.\CHARACTER\MONSTER\MESH\	BELIUR.MSH	.\CHARACTER\MONSTER\TEX\	
0000006d	0000006d	.\CHARACTER\MONSTER\MESH\	BELPHEGOR.MSH	.\CHARACTER\MONSTER\TEX\	
0000006e	0000006e	.\CHARACTER\MONSTER\MESH\	BELPHEGORGUARD.MSH	.\CHARACTER\MONSTER\TEX\	
000000c9	000000c9	.\CHARACTER\MONSTER\MESH\	BIGFOOT.MSH	.\CHARACTER\MONSTER\TEX\	
000000d1	000000d1	.\CHARACTER\MONSTER\MESH\	BIGHORNCROOK.MSH	.\CHARACTER\MONSTER\TEX\	
00000015	00000015	.\CHARACTER\MONSTER\MESH\	BIGRATMOTH.MSH	.\CHARACTER\MONSTER\TEX\	
000000eb	000000eb	.\CHARACTER\MONSTER\MESH\	BLACKCLAWWARBEAST.MSH	.\CHARACTER\MONSTER\TEX\	
00000068	00000068	.\CHARACTER\MONSTER\MESH\	BLADEPAWN.MSH	.\CHARACTER\MONSTER\TEX\	
00000061	00000061	.\CHARACTER\MONSTER\MESH\	BLAZEBLOCK.MSH	.\CHARACTER\MONSTER\TEX\	
000000ac	000000ac	.\CHARACTER\MONSTER\MESH\	BLINK.MSH	.\CHARACTER\MONSTER\TEX\	
00000013	00000013	.\CHARACTER\MONSTER\MESH\	BLOCKLUNKER.MSH	.\CHARACTER\MONSTER\TEX\	
00000163	00000163	.\CHARACTER\MONSTER\MESH\	BLOODAXE.MSH	.\CHARACTER\MONSTER\TEX\	
00000134	00000134	.\CHARACTER\MONSTER\MESH\	BLOODKINGTWEEZER.MSH	.\CHARACTER\MONSTER\TEX\	
000000e9	000000e9	.\CHARACTER\MONSTER\MESH\	BLOODVAFERREX.MSH	.\CHARACTER\MONSTER\TEX\	
00000101	00000101	.\CHARACTER\MONSTER\MESH\	BLOODYSARCHER.MSH	.\CHARACTER\MONSTER\TEX\	
00000100	00000100	.\CHARACTER\MONSTER\MESH\	BLOODYSASSASSIN.MSH	.\CHARACTER\MONSTER\TEX\	
000000f3	000000f3	.\CHARACTER\MONSTER\MESH\	BLOODYSBLACKKNIGHTS.MSH	.\CHARACTER\MONSTER\TEX\	
000000f1	000000f1	.\CHARACTER\MONSTER\MESH\	BLOODYSGRAIZER.MSH	.\CHARACTER\MONSTER\TEX\	
000000f6	000000f6	.\CHARACTER\MONSTER\MESH\	BLOODYSGUARDIAN.MSH	.\CHARACTER\MONSTER\TEX\	
00000066	00000066	.\CHARACTER\MONSTER\MESH\	BOGYBOLT.MSH	.\CHARACTER\MONSTER\TEX\	
0000019b	0000019b	.\CHARACTER\MONSTER\MESH\	BOGYBOLTFIRE.MSH	.\CHARACTER\MONSTER\TEX\	
0000019a	0000019a	.\CHARACTER\MONSTER\MESH\	BOGYBOLTICE.MSH	.\CHARACTER\MONSTER\TEX\	
00000014	00000014	.\CHARACTER\MONSTER\MESH\	BOKLAN.MSH	.\CHARACTER\MONSTER\TEX\	
00000041	00000041	.\CHARACTER\MONSTER\MESH\	BRUTAL.MSH	.\CHARACTER\MONSTER\TEX\	
0000001b	0000001b	.\CHARACTER\MONSTER\MESH\	BULKYLUNKER.MSH	.\CHARACTER\MONSTER\TEX\	
000000e5	000000e5	.\CHARACTER\MONSTER\MESH\	BURNINGHANDSVAFERBARBAR.MSH	.\CHARACTER\MONSTER\TEX\	
00000065	00000065	.\CHARACTER\MONSTER\MESH\	BURROD.MSH	.\CHARACTER\MONSTER\TEX\	
000000b3	000000b3	.\CHARACTER\MONSTER\MESH\	CALLIANAARCHER.MSH	.\CHARACTER\MONSTER\TEX\	
00000057	00000057	.\CHARACTER\MONSTER\MESH\	CALLIANAATROC.MSH	.\CHARACTER\MONSTER\TEX\	
00000056	00000056	.\CHARACTER\MONSTER\MESH\	CALLIANACRUE.MSH	.\CHARACTER\MONSTER\TEX\	
00000058	00000058	.\CHARACTER\MONSTER\MESH\	CALLIANAPRINCESS.MSH	.\CHARACTER\MONSTER\TEX\	
0000007c	0000007c	.\CHARACTER\MONSTER\MESH\	CANDRA.MSH	.\CHARACTER\MONSTER\TEX\	
00000019	00000019	.\CHARACTER\MONSTER\MESH\	CANNIBAL.MSH	.\CHARACTER\MONSTER\TEX\	
000000cf	000000cf	.\CHARACTER\MONSTER\MESH\	CAPTAINLARGO.MSH	.\CHARACTER\MONSTER\TEX\	
00000072	00000072	.\CHARACTER\MONSTER\MESH\	CASTER.MSH	.\CHARACTER\MONSTER\TEX\	
0000009e	0000009e	.\CHARACTER\MONSTER\MESH\	CATY.MSH	.\CHARACTER\MONSTER\TEX\	
00000076	00000076	.\CHARACTER\MONSTER\MESH\	CHAMPION.MSH	.\CHARACTER\MONSTER\TEX\	
00000059	00000059	.\CHARACTER\MONSTER\MESH\	CHOOTY.MSH	.\CHARACTER\MONSTER\TEX\	
000000b9	000000b9	.\CHARACTER\MONSTER\MESH\	CHOOTYSANTA.MSH	.\CHARACTER\MONSTER\TEX\	
00000160	00000160	.\CHARACTER\MONSTER\MESH\	CHREMULCHIEF.MSH	.\CHARACTER\MONSTER\TEX\	
000000ee	000000ee	.\CHARACTER\MONSTER\MESH\	CLAK.MSH	.\CHARACTER\MONSTER\TEX\	
00000037	00000037	.\CHARACTER\MONSTER\MESH\	CLOD.MSH	.\CHARACTER\MONSTER\TEX\	
00000074	00000074	.\CHARACTER\MONSTER\MESH\	COMMANDO.MSH	.\CHARACTER\MONSTER\TEX\	
000000a2	000000a2	.\CHARACTER\MONSTER\MESH\	CORHOLYSTONE.MSH	.\CHARACTER\MONSTER\TEX\	
0000009b	0000009b	.\CHARACTER\MONSTER\MESH\	COTY.MSH	.\CHARACTER\MONSTER\TEX\	
00000030	00000030	.\CHARACTER\MONSTER\MESH\	CRAWLERAXLE.MSH	.\CHARACTER\MONSTER\TEX\	
00000021	00000021	.\CHARACTER\MONSTER\MESH\	CRAWLERBUNCH.MSH	.\CHARACTER\MONSTER\TEX\	
00000029	00000029	.\CHARACTER\MONSTER\MESH\	CRAWLERCAST.MSH	.\CHARACTER\MONSTER\TEX\	
00000176	00000176	.\CHARACTER\MONSTER\MESH\	CRAWLERGHOST.MSH	.\CHARACTER\MONSTER\TEX\	
00000036	00000036	.\CHARACTER\MONSTER\MESH\	CRAWLERMAUL.MSH	.\CHARACTER\MONSTER\TEX\	
00000043	00000043	.\CHARACTER\MONSTER\MESH\	CRAWLERREX.MSH	.\CHARACTER\MONSTER\TEX\	
00000172	00000172	.\CHARACTER\MONSTER\MESH\	CRAWLERSOUL.MSH	.\CHARACTER\MONSTER\TEX\	
00000165	00000165	.\CHARACTER\MONSTER\MESH\	CRIMSONDRACO.MSH	.\CHARACTER\MONSTER\TEX\	
000000ff	000000ff	.\CHARACTER\MONSTER\MESH\	CRIMSONEDGEASSASSIN.MSH	.\CHARACTER\MONSTER\TEX\	
00000137	00000137	.\CHARACTER\MONSTER\MESH\	CRIMSONEDGEBLACKKNIGHTS.MSH	.\CHARACTER\MONSTER\TEX\	
000000f0	000000f0	.\CHARACTER\MONSTER\MESH\	CRIMSONEDGEGRAIZER.MSH	.\CHARACTER\MONSTER\TEX\	
000000f9	000000f9	.\CHARACTER\MONSTER\MESH\	CRIMSONEDGEGUARDIAN.MSH	.\CHARACTER\MONSTER\TEX\	
000000fc	000000fc	.\CHARACTER\MONSTER\MESH\	CRIMSONEDGETEMPLER.MSH	.\CHARACTER\MONSTER\TEX\	
000000a5	000000a5	.\CHARACTER\MONSTER\MESH\	CRISTALBOX.MSH	.\CHARACTER\MONSTER\TEX\	
0000013c	0000013c	.\CHARACTER\MONSTER\MESH\	CROMEWARAKIA.MSH	.\CHARACTER\MONSTER\TEX\	
0000002c	0000002c	.\CHARACTER\MONSTER\MESH\	CROOK.MSH	.\CHARACTER\MONSTER\TEX\	
0000004a	0000004a	.\CHARACTER\MONSTER\MESH\	CRYSTAL.MSH	.\CHARACTER\MONSTER\TEX\	
0000004b	0000004b	.\CHARACTER\MONSTER\MESH\	CRYSTALCONTROLER.MSH	.\CHARACTER\MONSTER\TEX\	
0000009f	0000009f	.\CHARACTER\MONSTER\MESH\	CUTY.MSH	.\CHARACTER\MONSTER\TEX\	
000000b1	000000b1	.\CHARACTER\MONSTER\MESH\	DAGAN.MSH	.\CHARACTER\MONSTER\TEX\	
00000135	00000135	.\CHARACTER\MONSTER\MESH\	DAGANSPLINTER.MSH	.\CHARACTER\MONSTER\TEX\	
000000b0	000000b0	.\CHARACTER\MONSTER\MESH\	DAGNU.MSH	.\CHARACTER\MONSTER\TEX\	
000000be	000000be	.\CHARACTER\MONSTER\MESH\	DAGNUYONGFLEM.MSH	.\CHARACTER\MONSTER\TEX\	
000000b2	000000b2	.\CHARACTER\MONSTER\MESH\	DAGON.MSH	.\CHARACTER\MONSTER\TEX\	
00000169	00000169	.\CHARACTER\MONSTER\MESH\	DARKFA.MSH	.\CHARACTER\MONSTER\TEX\	
0000016c	0000016c	.\CHARACTER\MONSTER\MESH\	DARKFB.MSH	.\CHARACTER\MONSTER\TEX\	
0000016f	0000016f	.\CHARACTER\MONSTER\MESH\	DARKFC.MSH	.\CHARACTER\MONSTER\TEX\	
000000ea	000000ea	.\CHARACTER\MONSTER\MESH\	DARKHELLER.MSH	.\CHARACTER\MONSTER\TEX\	
00000168	00000168	.\CHARACTER\MONSTER\MESH\	DARKRA.MSH	.\CHARACTER\MONSTER\TEX\	
0000016b	0000016b	.\CHARACTER\MONSTER\MESH\	DARKRB.MSH	.\CHARACTER\MONSTER\TEX\	
0000016e	0000016e	.\CHARACTER\MONSTER\MESH\	DARKRC.MSH	.\CHARACTER\MONSTER\TEX\	
00000167	00000167	.\CHARACTER\MONSTER\MESH\	DARKWA.MSH	.\CHARACTER\MONSTER\TEX\	
0000016a	0000016a	.\CHARACTER\MONSTER\MESH\	DARKWB.MSH	.\CHARACTER\MONSTER\TEX\	
0000016d	0000016d	.\CHARACTER\MONSTER\MESH\	DARKWC.MSH	.\CHARACTER\MONSTER\TEX\	
00000181	00000181	.\CHARACTER\MONSTER\MESH\	DEATHMOSS.MSH	.\CHARACTER\MONSTER\TEX\	
00000007	00000007	.\CHARACTER\MONSTER\MESH\	DEMOLIS.MSH	.\CHARACTER\MONSTER\TEX\	
00000003	00000003	.\CHARACTER\MONSTER\MESH\	DESERKLAN.MSH	.\CHARACTER\MONSTER\TEX\	
00000071	00000071	.\CHARACTER\MONSTER\MESH\	DESPERADO.MSH	.\CHARACTER\MONSTER\TEX\	
0000007a	0000007a	.\CHARACTER\MONSTER\MESH\	DESTROYER.MSH	.\CHARACTER\MONSTER\TEX\	
000000b4	000000b4	.\CHARACTER\MONSTER\MESH\	DEVASTATOR.MSH	.\CHARACTER\MONSTER\TEX\	
0000017e	0000017e	.\CHARACTER\MONSTER\MESH\	DOCTORHOSTFITTON.MSH	.\CHARACTER\MONSTER\TEX\	
0000004e	0000004e	.\CHARACTER\MONSTER\MESH\	DRACO.MSH	.\CHARACTER\MONSTER\TEX\	
00000166	00000166	.\CHARACTER\MONSTER\MESH\	DRAGONKNIGHTSC.MSH	.\CHARACTER\MONSTER\TEX\	
000000ca	000000ca	.\CHARACTER\MONSTER\MESH\	DREADNOUGHT.MSH	.\CHARACTER\MONSTER\TEX\	
0000010a	0000010a	.\CHARACTER\MONSTER\MESH\	EISENASSAULTER.MSH	.\CHARACTER\MONSTER\TEX\	
00000118	00000118	.\CHARACTER\MONSTER\MESH\	EISENMERCENARY.MSH	.\CHARACTER\MONSTER\TEX\	
00000110	00000110	.\CHARACTER\MONSTER\MESH\	EISENSTRIKER.MSH	.\CHARACTER\MONSTER\TEX\	
0000014d	0000014d	.\CHARACTER\MONSTER\MESH\	ELDCROCHI.MSH	.\CHARACTER\MONSTER\TEX\	
00000038	00000038	.\CHARACTER\MONSTER\MESH\	ELDERLIZARD.MSH	.\CHARACTER\MONSTER\TEX\	
0000011b	0000011b	.\CHARACTER\MONSTER\MESH\	ELEFHANTPHANTOMSHADOW.MSH	.\CHARACTER\MONSTER\TEX\	
00000107	00000107	.\CHARACTER\MONSTER\MESH\	ELEPHANTASSULTER.MSH	.\CHARACTER\MONSTER\TEX\	
00000104	00000104	.\CHARACTER\MONSTER\MESH\	ELEPHANTFUNISHER.MSH	.\CHARACTER\MONSTER\TEX\	
0000011a	0000011a	.\CHARACTER\MONSTER\MESH\	ELEPHANTG.MSH	.\CHARACTER\MONSTER\TEX\	
00000113	00000113	.\CHARACTER\MONSTER\MESH\	ELEPHANTMERCENARY.MSH	.\CHARACTER\MONSTER\TEX\	
00000112	00000112	.\CHARACTER\MONSTER\MESH\	ELEPHANTSTRIKER.MSH	.\CHARACTER\MONSTER\TEX\	
00000188	00000188	.\CHARACTER\MONSTER\MESH\	ELVENRIDINGLUNKER.MSH	.\CHARACTER\MONSTER\TEX\	
00000183	00000183	.\CHARACTER\MONSTER\MESH\	ELVENWARCANNIBAL.MSH	.\CHARACTER\MONSTER\TEX\	
00000189	00000189	.\CHARACTER\MONSTER\MESH\	ELVENWARSPLINTER.MSH	.\CHARACTER\MONSTER\TEX\	
000000e0	000000e0	.\CHARACTER\MONSTER\MESH\	EVILEYETOTUM.MSH	.\CHARACTER\MONSTER\TEX\	
000000d6	000000d6	.\CHARACTER\MONSTER\MESH\	EVILSNATCHERBITE.MSH	.\CHARACTER\MONSTER\TEX\	
000000db	000000db	.\CHARACTER\MONSTER\MESH\	EVILSNATCHERHORN.MSH	.\CHARACTER\MONSTER\TEX\	
000000de	000000de	.\CHARACTER\MONSTER\MESH\	EVILSNATCHERHORNKZAQ.MSH	.\CHARACTER\MONSTER\TEX\	
00000141	00000141	.\CHARACTER\MONSTER\MESH\	FITTON.MSH	.\CHARACTER\MONSTER\TEX\	
00000187	00000187	.\CHARACTER\MONSTER\MESH\	FLAMEEITER.MSH	.\CHARACTER\MONSTER\TEX\	
00000002	00000002	.\CHARACTER\MONSTER\MESH\	FLEM.MSH	.\CHARACTER\MONSTER\TEX\	
00000004	00000004	.\CHARACTER\MONSTER\MESH\	FLEMGUARD.MSH	.\CHARACTER\MONSTER\TEX\	
00000103	00000103	.\CHARACTER\MONSTER\MESH\	FORINAELEWIN.MSH	.\CHARACTER\MONSTER\TEX\	
00000184	00000184	.\CHARACTER\MONSTER\MESH\	FOURHANDRUNNER.MSH	.\CHARACTER\MONSTER\TEX\	
000000e8	000000e8	.\CHARACTER\MONSTER\MESH\	FREAKVAFERSLY.MSH	.\CHARACTER\MONSTER\TEX\	
00000102	00000102	.\CHARACTER\MONSTER\MESH\	FREEDOMADVENTURER.MSH	.\CHARACTER\MONSTER\TEX\	
000000f5	000000f5	.\CHARACTER\MONSTER\MESH\	FREEDOMBLACKNIGHTS.MSH	.\CHARACTER\MONSTER\TEX\	
00000132	00000132	.\CHARACTER\MONSTER\MESH\	FREEDOMDEVASTATOR.MSH	.\CHARACTER\MONSTER\TEX\	
00000106	00000106	.\CHARACTER\MONSTER\MESH\	FREEDOMFUNISHER.MSH	.\CHARACTER\MONSTER\TEX\	
000000f2	000000f2	.\CHARACTER\MONSTER\MESH\	FREEDOMGRAIZER.MSH	.\CHARACTER\MONSTER\TEX\	
00000119	00000119	.\CHARACTER\MONSTER\MESH\	FREEDOMMERCENARY.MSH	.\CHARACTER\MONSTER\TEX\	
0000011d	0000011d	.\CHARACTER\MONSTER\MESH\	FREEDOMPHANTOMSHADOW.MSH	.\CHARACTER\MONSTER\TEX\	
00000111	00000111	.\CHARACTER\MONSTER\MESH\	FREEDOMSTRIKER.MSH	.\CHARACTER\MONSTER\TEX\	
0000001f	0000001f	.\CHARACTER\MONSTER\MESH\	GAFF.MSH	.\CHARACTER\MONSTER\TEX\	
00000018	00000018	.\CHARACTER\MONSTER\MESH\	GAFFTAIL.MSH	.\CHARACTER\MONSTER\TEX\	
00000027	00000027	.\CHARACTER\MONSTER\MESH\	GHOST.MSH	.\CHARACTER\MONSTER\TEX\	
000000d3	000000d3	.\CHARACTER\MONSTER\MESH\	GIANTLIZARD.MSH	.\CHARACTER\MONSTER\TEX\	
000000b8	000000b8	.\CHARACTER\MONSTER\MESH\	GIANTMARSHSCUD.MSH	.\CHARACTER\MONSTER\TEX\	
000000b6	000000b6	.\CHARACTER\MONSTER\MESH\	GIANTSCUD.MSH	.\CHARACTER\MONSTER\TEX\	
0000007e	0000007e	.\CHARACTER\MONSTER\MESH\	GLADIUS.MSH	.\CHARACTER\MONSTER\TEX\	
00000164	00000164	.\CHARACTER\MONSTER\MESH\	GOLDENPIG.MSH	.\CHARACTER\MONSTER\TEX\	
0000005c	0000005c	.\CHARACTER\MONSTER\MESH\	GRAVELAPIS.MSH	.\CHARACTER\MONSTER\TEX\	
00000067	00000067	.\CHARACTER\MONSTER\MESH\	GRAVESTONE.MSH	.\CHARACTER\MONSTER\TEX\	
0000017d	0000017d	.\CHARACTER\MONSTER\MESH\	GREATANABOLA.MSH	.\CHARACTER\MONSTER\TEX\	
0000018c	0000018c	.\CHARACTER\MONSTER\MESH\	GREATBLOCK.MSH	.\CHARACTER\MONSTER\TEX\	
00000024	00000024	.\CHARACTER\MONSTER\MESH\	GRUMBLE.MSH	.\CHARACTER\MONSTER\TEX\	
00000028	00000028	.\CHARACTER\MONSTER\MESH\	GRUMBLEHOOK.MSH	.\CHARACTER\MONSTER\TEX\	
0000003c	0000003c	.\CHARACTER\MONSTER\MESH\	GRUMBLEOWL.MSH	.\CHARACTER\MONSTER\TEX\	
00000078	00000078	.\CHARACTER\MONSTER\MESH\	GUNNER.MSH	.\CHARACTER\MONSTER\TEX\	
000000a3	000000a3	.\CHARACTER\MONSTER\MESH\	HEART.MSH	.\CHARACTER\MONSTER\TEX\	
00000006	00000006	.\CHARACTER\MONSTER\MESH\	HEAVYWING.MSH	.\CHARACTER\MONSTER\TEX\	
00000033	00000033	.\CHARACTER\MONSTER\MESH\	HELLER.MSH	.\CHARACTER\MONSTER\TEX\	
00000182	00000182	.\CHARACTER\MONSTER\MESH\	HELLERWING.MSH	.\CHARACTER\MONSTER\TEX\	
0000015d	0000015d	.\CHARACTER\MONSTER\MESH\	HIGHELFARCHER.MSH	.\CHARACTER\MONSTER\TEX\	
00000199	00000199	.\CHARACTER\MONSTER\MESH\	HIGHELFARCHMAGE.MSH	.\CHARACTER\MONSTER\TEX\	
00000191	00000191	.\CHARACTER\MONSTER\MESH\	HIGHELFASSAULTER.MSH	.\CHARACTER\MONSTER\TEX\	
00000192	00000192	.\CHARACTER\MONSTER\MESH\	HIGHELFDRUID.MSH	.\CHARACTER\MONSTER\TEX\	
0000018d	0000018d	.\CHARACTER\MONSTER\MESH\	HIGHELFGARDENER.MSH	.\CHARACTER\MONSTER\TEX\	
0000015e	0000015e	.\CHARACTER\MONSTER\MESH\	HIGHELFKNIGHT.MSH	.\CHARACTER\MONSTER\TEX\	
0000018a	0000018a	.\CHARACTER\MONSTER\MESH\	HIGHELFRANGER.MSH	.\CHARACTER\MONSTER\TEX\	
0000015c	0000015c	.\CHARACTER\MONSTER\MESH\	HIGHELFSORCERESS.MSH	.\CHARACTER\MONSTER\TEX\	
0000018e	0000018e	.\CHARACTER\MONSTER\MESH\	HIGHELFSUMMONER.MSH	.\CHARACTER\MONSTER\TEX\	
00000193	00000193	.\CHARACTER\MONSTER\MESH\	HIGHELFTAMER.MSH	.\CHARACTER\MONSTER\TEX\	
0000015b	0000015b	.\CHARACTER\MONSTER\MESH\	HIGHELFWARLOCK.MSH	.\CHARACTER\MONSTER\TEX\	
00000052	00000052	.\CHARACTER\MONSTER\MESH\	HOBOBLADE.MSH	.\CHARACTER\MONSTER\TEX\	
0000004f	0000004f	.\CHARACTER\MONSTER\MESH\	HOBOCUTTER.MSH	.\CHARACTER\MONSTER\TEX\	
0000004d	0000004d	.\CHARACTER\MONSTER\MESH\	HOBOMITE.MSH	.\CHARACTER\MONSTER\TEX\	
00000053	00000053	.\CHARACTER\MONSTER\MESH\	HOBOROBBER.MSH	.\CHARACTER\MONSTER\TEX\	
0000004c	0000004c	.\CHARACTER\MONSTER\MESH\	HOBOSWORD.MSH	.\CHARACTER\MONSTER\TEX\	
00000050	00000050	.\CHARACTER\MONSTER\MESH\	HOBOTURNPIKE.MSH	.\CHARACTER\MONSTER\TEX\	
00000049	00000049	.\CHARACTER\MONSTER\MESH\	HOLYSTONEKEEPER.MSH	.\CHARACTER\MONSTER\TEX\	
00000142	00000142	.\CHARACTER\MONSTER\MESH\	HOPPER.MSH	.\CHARACTER\MONSTER\TEX\	
000000ec	000000ec	.\CHARACTER\MONSTER\MESH\	HORAKAN.MSH	.\CHARACTER\MONSTER\TEX\	
00000143	00000143	.\CHARACTER\MONSTER\MESH\	HOSTFITTON.MSH	.\CHARACTER\MONSTER\TEX\	
0000000e	0000000e	.\CHARACTER\MONSTER\MESH\	HOSTMAHR.MSH	.\CHARACTER\MONSTER\TEX\	
000000e6	000000e6	.\CHARACTER\MONSTER\MESH\	HOUVAN.MSH	.\CHARACTER\MONSTER\TEX\	
0000002e	0000002e	.\CHARACTER\MONSTER\MESH\	HUGAFF.MSH	.\CHARACTER\MONSTER\TEX\	
0000006b	0000006b	.\CHARACTER\MONSTER\MESH\	HUMBABA.MSH	.\CHARACTER\MONSTER\TEX\	
00000077	00000077	.\CHARACTER\MONSTER\MESH\	HUNTER.MSH	.\CHARACTER\MONSTER\TEX\	
00000145	00000145	.\CHARACTER\MONSTER\MESH\	INFECTEDBEAST.MSH	.\CHARACTER\MONSTER\TEX\	
000000bb	000000bb	.\CHARACTER\MONSTER\MESH\	INFERNALDRACO.MSH	.\CHARACTER\MONSTER\TEX\	
00000128	00000128	.\CHARACTER\MONSTER\MESH\	INTRUDER.MSH	.\CHARACTER\MONSTER\TEX\	
0000012b	0000012b	.\CHARACTER\MONSTER\MESH\	INTRUDERHIDDENSOLDIER.MSH	.\CHARACTER\MONSTER\TEX\	
0000011e	0000011e	.\CHARACTER\MONSTER\MESH\	INTRUDERHOLYCHANDRA.MSH	.\CHARACTER\MONSTER\TEX\	
0000012e	0000012e	.\CHARACTER\MONSTER\MESH\	INTRUDERSHIELDMILER.MSH	.\CHARACTER\MONSTER\TEX\	
000000c4	000000c4	.\CHARACTER\MONSTER\MESH\	KARAYAN.MSH	.\CHARACTER\MONSTER\TEX\	
000000d2	000000d2	.\CHARACTER\MONSTER\MESH\	KERUBIM.MSH	.\CHARACTER\MONSTER\TEX\	
00000122	00000122	.\CHARACTER\MONSTER\MESH\	KILSGUARDS.MSH	.\CHARACTER\MONSTER\TEX\	
00000123	00000123	.\CHARACTER\MONSTER\MESH\	KILZAICHEF.MSH	.\CHARACTER\MONSTER\TEX\	
0000003d	0000003d	.\CHARACTER\MONSTER\MESH\	KINGTWEEZER.MSH	.\CHARACTER\MONSTER\TEX\	
0000000b	0000000b	.\CHARACTER\MONSTER\MESH\	KLAN.MSH	.\CHARACTER\MONSTER\TEX\	
0000007d	0000007d	.\CHARACTER\MONSTER\MESH\	KNIGHTS.MSH	.\CHARACTER\MONSTER\TEX\	
000000c1	000000c1	.\CHARACTER\MONSTER\MESH\	KSSTINGBUG.MSH	.\CHARACTER\MONSTER\TEX\	
00000162	00000162	.\CHARACTER\MONSTER\MESH\	KUKURACHIEF.MSH	.\CHARACTER\MONSTER\TEX\	
0000006c	0000006c	.\CHARACTER\MONSTER\MESH\	KUR.MSH	.\CHARACTER\MONSTER\TEX\	
00000154	00000154	.\CHARACTER\MONSTER\MESH\	KWELERSOKUM.MSH	.\CHARACTER\MONSTER\TEX\	
0000013f	0000013f	.\CHARACTER\MONSTER\MESH\	KWELERSOKUMGUARD.MSH	.\CHARACTER\MONSTER\TEX\	
000000d0	000000d0	.\CHARACTER\MONSTER\MESH\	LABTWEEZER.MSH	.\CHARACTER\MONSTER\TEX\	
0000001c	0000001c	.\CHARACTER\MONSTER\MESH\	LAPIS.MSH	.\CHARACTER\MONSTER\TEX\	
000000cc	000000cc	.\CHARACTER\MONSTER\MESH\	LARGOKINGTWEEZER.MSH	.\CHARACTER\MONSTER\TEX\	
000000fa	000000fa	.\CHARACTER\MONSTER\MESH\	LAURGUARDER.MSH	.\CHARACTER\MONSTER\TEX\	
0000010b	0000010b	.\CHARACTER\MONSTER\MESH\	LAURMESER.MSH	.\CHARACTER\MONSTER\TEX\	
0000001d	0000001d	.\CHARACTER\MONSTER\MESH\	LAVA.MSH	.\CHARACTER\MONSTER\TEX\	
