xeh	xeh	string[128]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
0014a030	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_PEACEDAMAGE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a020	00000002	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a021	00000002	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a000	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a010	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a090	00000003	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARATTACK_03_00.ANI	1	20	0	0	0	0	0	0	0	0	0	
0014a091	00000003	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARATTACK_03_01.ANI	1	17	0	0	0	0	0	0	0	0	0	
0014a092	00000003	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARATTACK_03_02.ANI	1	21	0	0	0	0	0	0	0	0	0	
0014a0b0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a070	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARDAMAGE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a0a0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a0c0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARFORCEATTACK_01_00.ANI	1	23	0	0	0	0	0	0	0	0	0	
0014a0d0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARFORCESUPPORT_01_00.ANI	1	7	0	0	0	0	0	0	0	0	0	
0014a060	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a040	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014a050	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOCUTTER_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b030	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_PEACEDAMAGE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b020	00000002	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b021	00000002	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b000	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b010	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b090	00000003	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARATTACK_03_00.ANI	2	13	20	0	0	0	0	0	0	0	0	
0014b091	00000003	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARATTACK_03_01.ANI	2	15	20	0	0	0	0	0	0	0	0	
0014b092	00000003	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARATTACK_03_02.ANI	2	16	25	0	0	0	0	0	0	0	0	
0014b0b0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b070	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARDAMAGE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b0a0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b0c0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARFORCEATTACK_01_00.ANI	1	23	0	0	0	0	0	0	0	0	0	
0014b0d0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARFORCESUPPORT_01_00.ANI	1	7	0	0	0	0	0	0	0	0	0	
0014b060	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b040	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014b050	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTHOBOTURNPIKE_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c030	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_PEACEDAMAGE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c020	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c000	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c010	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c090	00000002	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_WARATTACK_02_00.ANI	3	13	17	21	0	0	0	0	0	0	0	
0014c091	00000002	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_WARATTACK_02_01.ANI	3	12	16	20	0	0	0	0	0	0	0	
0014c0b0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c070	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_WARDAMAGE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c0a0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c0c0	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_WARFORCEATTACK_01_00.ANI	1	23	0	0	0	0	0	0	0	0	0	
0014c060	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c040	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0014c050	00000001	.\CHARACTER\MONSTER\ANI\	ANCIENTPASSERA_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd0e0	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd020	00000002	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_PEACEIDLE_02_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd021	00000002	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_PEACEIDLE_02_01.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd000	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd010	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd090	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_WARATTACK_01_00.ANI	1	6	0	0	0	0	0	0	0	0	0	
000bd0b0	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd0f0	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_WARCRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd0a0	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd0c0	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_WARFORCEATTACK_01_00.ANI	1	23	0	0	0	0	0	0	0	0	0	
000bd060	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd040	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000bd050	00000001	.\CHARACTER\MONSTER\ANI\	ANGRYYONGFLEM_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f0e0	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f020	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f000	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f010	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f090	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARATTACK_01_00.ANI	1	24	0	0	0	0	0	0	0	0	0	
0006f0b0	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f0f0	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARCRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f0a0	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f0c0	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARFORCEATTACK_01_00.ANI	1	23	0	0	0	0	0	0	0	0	0	
0006f0d0	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARFORCESUPPORT_01_00.ANI	1	0	0	0	0	0	0	0	0	0	0	
0006f060	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f080	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARPOWERUP_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f040	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0006f050	00000001	.\CHARACTER\MONSTER\ANI\	ARCHER_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
001360e0	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00136020	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00136000	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00136010	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00136090	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARATTACK_01_00.ANI	1	23	0	0	0	0	0	0	0	0	0	
001360b0	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
001360f0	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARCRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
001360a0	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
001360c0	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARFORCEATTACK_01_00.ANI	1	23	0	0	0	0	0	0	0	0	0	
001360d0	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARFORCESUPPORT_01_00.ANI	1	7	0	0	0	0	0	0	0	0	0	
00136060	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00136080	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARPOWERUP_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00136040	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00136050	00000001	.\CHARACTER\MONSTER\ANI\	ARESFERDRED_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a0e0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a020	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a000	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a010	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a090	00000002	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARATTACK_02_00.ANI	1	13	0	0	0	0	0	0	0	0	0	
0001a091	00000002	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARATTACK_02_01.ANI	1	13	0	0	0	0	0	0	0	0	0	
0001a0b0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a0f0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARCRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a0a0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a0c0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARFORCEATTACK_01_00.ANI	1	23	0	0	0	0	0	0	0	0	0	
0001a0d0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARFORCESUPPORT_01_00.ANI	1	7	0	0	0	0	0	0	0	0	0	
0001a060	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a080	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARPOWERUP_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a040	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARSTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
0001a050	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOLQUICH_WARWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000160e0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOL_PEACECRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00016020	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOL_PEACEIDLE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00016000	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOL_PEACESTAND_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00016010	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOL_PEACEWALK_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
00016090	00000002	.\CHARACTER\MONSTER\ANI\	ARGHOL_WARATTACK_02_00.ANI	1	12	0	0	0	0	0	0	0	0	0	
00016091	00000002	.\CHARACTER\MONSTER\ANI\	ARGHOL_WARATTACK_02_01.ANI	1	12	0	0	0	0	0	0	0	0	0	
000160b0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOL_WARCORPSE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000160f0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOL_WARCRITICAL_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000160a0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOL_WARDIE_01_00.ANI	0	0	0	0	0	0	0	0	0	0	0	
000160c0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOL_WARFORCEATTACK_01_00.ANI	1	23	0	0	0	0	0	0	0	0	0	
000160d0	00000001	.\CHARACTER\MONSTER\ANI\	ARGHOL_WARFORCESUPPORT_01_00.ANI	1	7	0	0	0	0	0	0	0	0	0	
