dword	text	END
114	Используется в огнеметах. Наносит урон выбранной цели, а также всем врагам вокруг	
115	Наносит существенный урон выбранной цели	
116	Используется в огнестрельном оружии	
117	Наиболее эффективны против противников, уязвимых к силе Воздуха	
118	Используется в энергооружии	
119	Используется в энергооружии	
120	Используется в огнестрельном оружии	
121	Наиболее эффективен против противников, уязвимых к силе Земли	
122	Наиболее эффективен против противников, уязвимых к силе Огня	
123	Наиболее эффективна против противников, уязвимых к силе Огня	
124	Наиболее эффективна против противников, уязвимых к силе Воздуха	
125	Наиболее эффективна против противников, уязвимых к силе Огня	
126	Наиболее эффективна против противников, уязвимых к силе Земли	
127	Наиболее эффективна против противников, уязвимых к силе Воды	
128	Наиболее эффективна против противников, уязвимых к силе Огня	
129	Наиболее эффективна против противников, уязвимых к силе Огня	
130	Используется в огнеметах. Наносит урон выбранной цели, а также всем врагам вокруг	
131	Наносит существенный урон выбранной цели	
132	Используется в огнестрельном оружии	
133	Используется в огнестрельном оружии	
134	Используется в энергооружии	
135	Используется в энергооружии	
136	Используется в огнестрельном оружии	
137	Используется в огнестрельном оружии	
138	Используется в огнестрельном оружии	
139	Наиболее эффективна против противников, уязвимых к силе Огня	
140	Наиболее эффективна против противников, уязвимых к силе Воздуха	
141	Наиболее эффективна против противников, уязвимых к силе Огня	
142	Наиболее эффективна против противников, уязвимых к силе Земли	
143	Наиболее эффективна против противников, уязвимых к силе Воды	
144	Наиболее эффективна против противников, уязвимых к силе Огня	
145	Наиболее эффективна против противников, уязвимых к силе Огня	
146	Используется в огнеметах. Наносит урон выбранной цели, а также всем врагам вокруг	
147	Наносит существенный урон выбранной цели	
148	Ракета	
149	Ракета	
150	При попадании на броню кислота существенно снижает защиту цели.	
151	Снижает точность критических атак противника, создавая вокруг него ваккуумное поле.	
152	Снижает точность атак противника, создавая вокруг него дымовую завесу.	
153	Вводит противника в состояние шока, снимая последнюю примененую положительную Силу.	
154	Мощный ментальный шторм, блокирует любую попытку противника использовать отрицательные Силы	
155	Оглушает противника мощным световым и звуковым воздействием	
156	Снижает силу атак противника, воздействуя на его оружие.	
157	Уменьшает выносливость противника	
158	Замедляет передвижение противника.	
159	Уменьшает сопротивление повреждениям энергиями стихий	
160	Сжигает магическую энергию противника	
161	Снимает с противника все положительные Силы.	
162	Яркой вспышкой ослепляет противника.	
163	Обездвиживает противника	
164	Воздействует на противника вирусом, блокирующим восстановление HP.	
165	На псионическом уровне парализует дух противника, блокируя использование Умений и атакующих Сил.	
166	Используется в огнестрельном оружии	
167	Используется в огнестрельном оружии	
168	Наиболее эффективно против противников, уязвимых к силе Воды	
169	Наиболее эффективно против противников, уязвимых к силе Воды	
170	Наиболее эффективно против противников, уязвимых к силе Воды	
171	Наиболее эффективно против противников, уязвимых к силе Земли	
172	Наиболее эффективно против противников, уязвимых к силе Земли	
173	Наиболее эффективно против противников, уязвимых к силе Земли	
174	Наиболее эффективно против противников, уязвимых к силе Воздуха	
175	Наиболее эффективно против противников, уязвимых к силе Воздуха	
176	Наиболее эффективно против противников, уязвимых к силе Воздуха	
177	Используется в огнестрельном оружии	
178	Используется в огнестрельном оружии	
179	Используется в огнестрельном оружии	
180	Снимает последнюю негативную Силу с цели	
181	Восстанавливает HP цели	
182	Ракета	
183	Ракета	
184	Ракета	
185	Ракета	
186	Ракета	
187	Ракета	
188	Ракета	
189	Ракета	
190	Ракета	
191	Ракета	
192	Ракета	
193	Ракета	
194	Ракета	
195	Граната с аэрозольной начинкой, которая, попав на цель уменьшает ее защиту.	
196	Граната с аэрозольной начинкой, которая, попав на цель уменьшает шанс критической атаки.	
197	Граната с газовой начинкой, цель, попавшая в область ее действия значительно теряет точность.	
198	Граната с зарядом повышенной мощности, при попадании в цель, снимает с нее последнее положительное Силу.	
199	Боеприпас для новичков. Используется в огнестрельном оружии	
200	Боеприпас для новичков. Используется в огнестрельном оружии	
201	Боеприпас для новичков. Используется в огнестрельном оружии	
202	Боеприпас для новичков. Используется в огнестрельном оружии	
203	Боеприпас для новичков. Используется в огнестрельном оружии	
204	Стандартные стрелы	
205	Наиболее эффективны против противников, уязвимых к силе Огня	
206	Наиболее эффективны против противников, уязвимых к силе Воды	
207	Наиболее эффективны против противников, уязвимых к силе Земли	
208	Наиболее эффективны против противников, уязвимых к силе Воздуха	
209	Наиболее эффективны против бронированных противников.	
210	Стандартные болты	
211	Наиболее эффективны против противников, уязвимых к силе Огня	
212	Наиболее эффективны против противников, уязвимых к силе Воды	
213	Наиболее эффективны против противников, уязвимых к силе Земли	
214	Наиболее эффективны против противников, уязвимых к силе Воздуха	
215	Наиболее эффективны против бронированных противников.	
216	Используется в энергооружии	
217	Используется в энергооружии	
218	Используется в огнестрельном оружии	
219	Используется в огнестрельном оружии	
220	Используется в огнестрельном оружии	
221	Используется в огнестрельном оружии	
222	Используется в огнестрельном оружии	
223	Используется в огнестрельном оружии	
224	Используется в огнестрельном оружии	
225	Наиболее эффективна против противников, уязвимых к силе Огня	
226	Наиболее эффективна против противников, уязвимых к силе Воздуха	
227	Наиболее эффективна против противников, уязвимых к силе Огня	
228	Наиболее эффективна против противников, уязвимых к силе Земли	
229	Наиболее эффективна против противников, уязвимых к силе Воды	
230	Наиболее эффективна против противников, уязвимых к силе Огня	
231	Наиболее эффективна против противников, уязвимых к силе Огня	
232	"Используется в огнеметах; наносит урон выбранной цели, а также всем врагам вокруг"	
233	Наносит существенный урон выбранной цели	
234	Кислота. Уменьшает защиту цели	
235	Слезоточивый газ. Снижает вероятность критической атаки у цели	
236	Слезоточивый газ. Уменьшает точность атак цели	
237	Шоковая волна. Отменяет эффект последней примененной к цели Положительной Силы	
238	Запрещает игроку наложение дебафов	
239	Оглушает цель взрывной волной	
240	Уменьшает силу атаку и мощь магии цели	
241	Химическая бомба. Уменьшает SP цели	
242	Отравляющий газ. Снижает скорость цели	
243	Уменьшает сопротивление цели, воздействуя на нее энергией элементов.	
244	Значительно уменьшает FP цели	
245	Отменяет эффект всех примененных к цели Положительных Сил	
246	Яркая вспышка. Ослепляет цель	
247	Сеть. Обездвиживает цель	
248	Заражает цель вирусом, не дающим ей восстанавливать HP	
249	Парализует дух цели и не дает использовать Умения и атакующие Силы	
250	Используется в огнестрельном оружии	
251	Наиболее эффективно против противников, уязвимых к силе Воды	
252	Наиболее эффективно против противников, уязвимых к силе Воздуха	
253	Наиболее эффективно против противников, уязвимых к силе Воды	
254	Используется в огнестрельном оружии	
255	Наиболее эффективны против противников, уязвимых к силе Огня	
256	Наиболее эффективны против противников, уязвимых к силе Воды	
257	Наиболее эффективны против противников, уязвимых к силе Земли	
258	Наиболее эффективны против противников, уязвимых к силе Воздуха	
259	Наиболее эффективны против бронированных противников.	
260	Наиболее эффективны против противников, уязвимых к силе Огня	
261	Наиболее эффективны против противников, уязвимых к силе Воды	
262	Наиболее эффективны против противников, уязвимых к силе Земли	
263	Наиболее эффективны против противников, уязвимых к силе Воздуха	
264	Наиболее эффективны против бронированных противников.	
265	Используется в энергооружии	
266	Используется в огнестрельном оружии	
267	Используется в огнестрельном оружии	
268	Используется в огнестрельном оружии	
269	Используется в огнестрельном оружии	
270	Наносит урон выбранной цели, а также всем врагам вокруг	
271	Наносит урон выбранной цели, а также всем врагам вокруг	
272	Наносит урон выбранной цели, а также всем врагам вокруг	
273	Наносит урон выбранной цели, а также всем врагам вокруг	
274	Наносит урон выбранной цели, а также всем врагам вокруг	
275	Наносит существенный урон выбранной цели	
276	Наносит существенный урон выбранной цели	
277	Используется в огнеметах. Наносит урон выбранной цели, а также всем врагам вокруг	
278	Наносит существенный урон выбранной цели	
279	Используется в огнеметах. Наносит урон выбранной цели, а также всем врагам вокруг	
280	Используется в огнеметах. Наносит урон выбранной цели, а также всем врагам вокруг	
281	Используется в огнеметах. Наносит урон выбранной цели, а также всем врагам вокруг	
282	Используется в огнестрельном оружии	
283	Компактное зарядное устройство с 10000 зарядов.	
284	Компактное зарядное устройство с 10000 зарядов.	
285	Компактное зарядное устройство с 10000 зарядов.	
286	Компактное зарядное устройство с 10000 зарядов.	
287	Компактное зарядное устройство с 10000 зарядов.	
288	Компактное зарядное устройство с 10000 зарядов.	
289	Компактное зарядное устройство с 10000 зарядов.	
290	Компактное зарядное устройство с 10000 зарядов.	
291	Компактное зарядное устройство с 10000 зарядов.	
292	Компактное зарядное устройство с 10000 зарядов.	
293	Компактное зарядное устройство с 10000 зарядов.	
294	Компактное зарядное устройство с 10000 зарядов.	
295	Компактное зарядное устройство с 10000 зарядов.	
296	Компактное зарядное устройство с 10000 зарядов.	
297	Компактное зарядное устройство с 10000 зарядов.	
298	Компактное зарядное устройство с 10000 зарядов.	
299	Компактное зарядное устройство с 10000 зарядов.	
300	Компактное зарядное устройство с 10000 зарядов.	
301	Компактное зарядное устройство с 10000 зарядов.	
302	Компактное зарядное устройство с 10000 зарядов.	
303	Компактное зарядное устройство с 10000 зарядов.	
304	Компактное зарядное устройство с 10000 зарядов.	
305	Компактное зарядное устройство с 10000 зарядов.	
306	Компактное зарядное устройство с 10000 зарядов.	
307	Компактное зарядное устройство с 10000 зарядов.	
308	Компактное зарядное устройство с 10000 зарядов.	
309	Компактное зарядное устройство с 10000 зарядов.	
310	Компактное зарядное устройство с 10000 зарядов.	
311	Компактное зарядное устройство с 10000 зарядов.	
312	Снаряд с аэрозольной начинкой, которая, попав на цель, уменьшает ее защиту.	
313	Снаряд с аэрозольной начинкой, которая, попав на цель, уменьшает шанс критической атаки.	
314	Снаряд с газовой начинкой. Цель, попавшая в область ее действия, значительно теряет точность.	
315	Снаряд с зарядом повышенной мощности, при попадании в цель, снимает с нее последнюю положительную Силу.	
316	Устройство распыления снега с 5 зарядами.	
317	Устройство распыления снега с 10 зарядами.	
318	Устройство распыления снега с 15 зарядами.	
319	Устройство распыления снега с 20 зарядами.	
320	Обойма с 10000 патронами.	
321	Обойма с 10000 патронами.	
322	Обойма с 10000 патронами.	
323	Обойма с 10000 патронами.	
324	Обойма с 10000 патронами.	
325	Обойма с 10000 патронами.	
326	Обойма с 10000 патронами.	
327	Обойма с 10000 патронами.	
328	Обойма с 10000 патронами.	
329	Обойма с 10000 патронами.	
330	Обойма с 10000 патронами.	
331	Обойма с 10000 патронами.	
332	Обойма с 10000 патронами.	
333	Обойма с 10000 патронами.	
334	Обойма с 10000 патронами.	
335	Обойма с 10000 патронами.	
336	Обойма с 10000 патронами.	
337	Обойма с 10000 патронами.	
338	Обойма с 10000 патронами.	
339	Обойма с 10000 патронами.	
340	Обойма с 10000 патронами.	
341	Обойма с 10000 патронами.	
342	Обойма с 10000 патронами.	
343	Обойма с 10000 патронами.	
344	Обойма с 10000 патронами.	
345	Обойма с 10000 патронами.	
346	Обойма с 10000 патронами.	
347	Обойма с 10000 патронами.	
348	Обойма с 10000 патронами.	
349	Стрелы с увеличенным наносящим уроном, без свойств.	
350	Стрелы с огненным свойством.	
351	Стрелы с водным свойством.	
352	Стрелы с земляным свойством.	
353	Стрелы с ветреным свойством.	
354	Патроны с увеличенным наносящим уроном, без свойств.	
355	Патроны с огненным свойством.	
356	Патроны с водным свойством.	
357	Патроны с земляным свойством.	
358	Патроны с ветреным свойством.	
359	Усиленная стрела, без стихии, используемая с луками	
360	Огненная стрела используемая с луками	
361	Водяная стрела используемая с луками	
362	Земляная стрела используемая с луками	
363	Воздушная стрела используемая с луками	
364	Усиленная пуля, без стихии, используемая с ружьями	
365	Огненная пуля используемая с ружьями	
366	Водяная пуля используемая с ружьями	
367	Земляная пуля используемая с ружьями	
368	Воздушная пуля используемая с ружьями	
369	Увеличиная сила атаки энергоэлементов.	
370	Увеличинная сила атаки зарядов.	
371	Ракеты с увеличиной силой атаки. Только для Пусковых установок Акретов.	
372	Жидкое топливо с увеличиной силой атаки. Только для Катапульты Акретов.	
373	Компактное зарядное устройство с 5000 зарядов.	
374	Компактное зарядное устройство с 5000 зарядов.	
375	Компактное зарядное устройство с 5000 зарядов.	
376	Компактное зарядное устройство с 5000 зарядов.	
377	Компактное зарядное устройство с 5000 зарядов.	
378	Компактное зарядное устройство с 5000 зарядов.	
379	Компактное зарядное устройство с 5000 зарядов.	
380	Компактное зарядное устройство с 5000 зарядов.	
381	Компактное зарядное устройство с 5000 зарядов.	
382	Компактное зарядное устройство с 5000 зарядов.	
383	Компактное зарядное устройство с 5000 зарядов.	
384	Компактное зарядное устройство с 5000 зарядов.	
385	Компактное зарядное устройство с 5000 зарядов.	
386	Компактное зарядное устройство с 5000 зарядов.	
387	Компактное зарядное устройство с 5000 зарядов.	
388	Компактное зарядное устройство с 5000 зарядов.	
389	Компактное зарядное устройство с 5000 зарядов.	
390	Компактное зарядное устройство с 5000 зарядов.	
391	При использовании увеличивает урон и добавляет эффект вибрации на все оружие.	
392	При использовании увеличивает урон и добавляет эффект вибрации на все оружие.	
393	При использовании увеличивает урон и добавляет эффект вибрации на все оружие.	
394	При использовании увеличивает урон и добавляет эффект вибрации на все оружие.	
