string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	float	float	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	string[64]	dword	dword	END
iabba58	1	700839	12	Остерегающий Амулет Ветра Бета	8	0	10	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	4	7	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiabba58	0	0	
iabba59	1	70083A	12	Остерегающий Амулет Ветра Сигма(3)	8	0	10	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	5	7	0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiabba59	0	0	
iabba60	1	70083B	12	Остерегающий Амулет Ветра Дельта	8	0	10	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	3	7	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiabba60	0	0	
iabba61	1	70083C	12	Остерегающий Амулет Ветра Эта(5)	8	0	10	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	3	7	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiabba61	0	0	
iabba62	1	70083D	12	Остерегающий Амулет Ветра Тета	8	0	10	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	5	7	0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiabba62	0	0	
iabba63	1	70083E	12	Остерегающий Амулет Ветра Гамма(7)	8	0	10	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	5	7	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiabba63	0	0	
iabba64	1	70083F	14	Неровный Амулет Воды Гамма(1)	8	0	10	11000	1	-1	0	1	120	0	0	0	0	2400	0	1	0	2	2	0	7	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiabba64	0	0	
iabba65	1	700840	14	Неровный Амулет Воды Бета	8	0	10	11000	1	-1	0	1	120	0	0	0	0	2400	0	1	0	2	2	0	7	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiabba65	0	0	
iabba66	1	700841	14	Неровный Амулет Воды Сигма(3)	8	0	10	11000	1	-1	0	1	120	0	0	0	0	2400	0	1	0	2	2	0	7	0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiabba66	0	0	
iabba67	1	700842	14	Неровный Амулет Воды Дельта	8	0	10	11000	1	-1	0	1	120	0	0	0	0	2400	0	1	0	2	2	0	7	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiabba67	0	0	
iabba68	1	700843	14	Неровный Амулет Воды Эта(5)	8	0	10	11000	1	-1	0	1	120	0	0	0	0	2400	0	1	0	3	2	0	7	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiabba68	0	0	
iabba69	1	700844	14	Неровный Амулет Воды Тета	8	0	10	11000	1	-1	0	1	120	0	0	0	0	2400	0	1	0	2	3	0	7	0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiabba69	0	0	
iabba70	1	700845	14	Неровный Амулет Воды Гамма(7)	8	0	10	11000	1	-1	0	1	120	0	0	0	0	2400	0	1	0	3	3	0	7	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiabba70	0	0	
iabba71	1	700846	17	Неровный Амулет Огня Гамма(1)	8	0	10	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	2	0	0	2	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabba71	0	0	
iabba72	1	700847	17	Неровный Амулет Огня Бета	8	0	10	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	2	0	0	2	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabba72	0	0	
iabba73	1	700848	17	Неровный Амулет Огня Сигма(3)	8	0	10	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	2	0	0	2	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabba73	0	0	
iabba74	1	700849	17	Неровный Амулет Огня Дельта	8	0	10	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	2	0	0	2	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabba74	0	0	
iabba75	1	70084A	17	Неровный Амулет Огня Эта(5)	8	0	10	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	3	0	0	2	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabba75	0	0	
iabba76	1	70084B	17	Неровный Амулет Огня Тета	8	0	10	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	2	0	0	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabba76	0	0	
iabba77	1	70084C	17	Неровный Амулет Огня Гамма(7)	8	0	10	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	3	0	0	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabba77	0	0	
iabba78	1	70084D	17	Стихийный Узкий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	8	4	5	6	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabba78	0	0	
iabba79	1	70084E	18	Стихийный Узкий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	6	8	4	5	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabba79	0	0	
iabba80	1	70084F	19	Стихийный Узкий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	5	6	8	4	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabba80	0	0	
iabba81	1	700850	20	Стихийный Узкий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	5	6	8	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabba81	0	0	
iabba82	1	700851	17	Стихийный Узкий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabba82	0	0	
iabba83	1	700852	18	Стихийный Узкий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	5	5	5	5	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabba83	0	0	
iabba84	1	700853	19	Стихийный Узкий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	6	6	6	6	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabba84	0	0	
iabba85	1	700854	20	Стихийный Узкий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	8	8	8	8	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabba85	0	0	
iabba86	1	700855	17	Стихийный Шпринг Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	2	3	3	4	5	0	0	0	0	0	0	1	1	1	1	1	tiabba86	0	0	
iabba87	1	700856	18	Стихийный Шпринг Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	4	2	3	4	10	0	0	0	0	0	0	1	1	1	1	1	tiabba87	0	0	
iabba88	1	700857	19	Стихийный Шпринг Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	4	2	4	10	0	0	0	0	0	0	1	1	1	1	1	tiabba88	0	0	
iabba89	1	700858	20	Стихийный Шпринг Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	3	3	4	4	10	0	0	0	0	0	0	1	1	1	1	1	tiabba89	0	0	
iabba90	1	700859	17	Стихийный Шпринг Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	4	15	0	0	0	0	0	0	1	1	1	1	1	tiabba90	0	0	
iabba91	1	70085A	18	Стихийный Шпринг Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	4	15	0	0	0	0	0	0	1	1	1	1	1	tiabba91	0	0	
iabba92	1	70085B	19	Стихийный Шпринг Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	4	15	0	0	0	0	0	0	1	1	1	1	1	tiabba92	0	0	
iabba93	1	70085C	20	Стихийный Шпринг Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	4	20	0	0	0	0	0	0	1	1	1	1	1	tiabba93	0	0	
iabba94	1	70085D	17	Стихийный Остерегающий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	2	3	3	7	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiabba94	0	0	
iabba95	1	70085E	18	Стихийный Остерегающий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	4	2	3	7	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiabba95	0	0	
iabba96	1	70085F	19	Стихийный Остерегающий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	4	2	7	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiabba96	0	0	
iabba97	1	700860	20	Стихийный Остерегающий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	3	3	4	7	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiabba97	0	0	
iabba98	1	700861	17	Стихийный Остерегающий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	7	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiabba98	0	0	
iabba99	1	700862	18	Стихийный Остерегающий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	7	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiabba99	0	0	
iabbb01	1	700863	19	Стихийный Остерегающий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	7	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiabbb01	0	0	
iabbb02	1	700864	20	Стихийный Остерегающий Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	7	0,25	0	0	0	0	0	0	1	1	1	1	1	tiabbb02	0	0	
iabbb03	1	700865	17	Стихийный Неровный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	2	3	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabbb03	0	0	
iabbb04	1	700866	18	Стихийный Неровный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	4	2	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabbb04	0	0	
iabbb05	1	700867	19	Стихийный Неровный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	4	2	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabbb05	0	0	
iabbb06	1	700868	20	Стихийный Неровный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	3	3	4	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabbb06	0	0	
iabbb07	1	700869	17	Стихийный Неровный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabbb07	0	0	
iabbb08	1	70086A	18	Стихийный Неровный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabbb08	0	0	
iabbb09	1	70086B	19	Стихийный Неровный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabbb09	0	0	
iabbb10	1	70086C	20	Стихийный Неровный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	8	1	0	0	0	0	0	0	1	1	1	1	1	tiabbb10	0	0	
iabbb11	1	70086D	17	Стихийный Смертельный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	2	3	3	6	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiabbb11	0	0	
iabbb12	1	70086E	18	Стихийный Смертельный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	4	2	3	6	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiabbb12	0	0	
iabbb13	1	70086F	18	Стихийный Смертельный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	4	2	6	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiabbb13	0	0	
iabbb14	1	700870	18	Стихийный Смертельный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	3	3	4	6	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiabbb14	0	0	
iabbb15	1	700871	19	Стихийный Смертельный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	6	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiabbb15	0	0	
iabbb16	1	700872	19	Стихийный Смертельный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiabbb16	0	0	
iabbb17	1	700873	19	Стихийный Смертельный Амулет	8	0	10	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiabbb17	0	0	
iabpc01	1	700874	205	Амулет, только для компьютерных клубов	8	0	10	11000	1	-1	0	1	0	0	0	0	0	0	0	1	4	4	4	4	6	0,200000003	0	0	0	0	0	0	1	0	0	0	1	tiabpc01	0	0	
iabpc02	1	700875	206	Амулет, только для компьютерных клубов	8	0	10	11000	1	-1	0	1	0	0	0	0	0	0	0	1	4	4	4	4	7	0,25	0	0	0	0	0	0	1	0	0	0	1	tiabpc02	0	0	
iabpc03	1	700876	207	Амулет, только для компьютерных клубов	8	0	10	11000	1	-1	0	1	0	0	0	0	0	0	0	1	4	4	4	4	4	20	0	0	0	0	0	0	1	0	0	0	1	tiabpc03	0	0	
iabbb21	0	700877	0	Амулет Федерации120	8	0	10	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabbb21	0	0	
iabbb22	0	700878	0	Амулет Федерации121	8	0	10	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiabbb22	0	0	
