dword	dword	clcode	xeh	dword	byte	stb	byte	byte	byte	byte	byte	byte	byte	dword	dword	dword	dword	dword	hex	hex	hex	hex	hex	dword	dword	dword	dword	dword	dword	END
newType	bewIndex	Code	NewModel	Exp	MakeMastery	Civil	NeedNum	NeedType1	NeedType2	NeedType3	NeedType4	NeedType5	none	NeedIndex1	NeedIndex2	NeedIndex3	NeedIndex4	NeedIndex5	NeedCode1	NeedCode2	NeedCode3	NeedCode4	NeedCode5	NeedNum1	NeedNum2	NeedNum3	NeedNum4	NeedNum5	hz
6	1000	iwspa01	A10E00	20	1	11111	2	17	20	0	0	0	0	4	19	0	0	0	051408d1	201818d8	00000000	00000000	00000000	1	1	0	0	0	0
6	1004	iwspa02	A10E04	21	1	11111	2	17	20	0	0	0	0	4	19	0	0	0	051408d1	201818d8	00000000	00000000	00000000	1	2	0	0	0	0
6	1008	iwspa03	A10E08	22	1	11111	2	17	20	0	0	0	0	4	19	0	0	0	051408d1	201818d8	00000000	00000000	00000000	1	3	0	0	0	0
6	1016	iwspa05	A10E10	23	1	11111	2	17	20	0	0	0	0	4	19	0	0	0	051408d1	201818d8	00000000	00000000	00000000	1	6	0	0	0	0
6	1200	iwboa01	A10F00	24	1	11111	2	17	20	0	0	0	0	3	19	0	0	0	041408d1	201818d8	00000000	00000000	00000000	1	1	0	0	0	0
6	1204	iwboa02	A10F04	25	1	11111	2	17	20	0	0	0	0	3	19	0	0	0	041408d1	201818d8	00000000	00000000	00000000	1	2	0	0	0	0
6	1208	iwboa03	A10F08	26	1	11111	2	17	20	0	0	0	0	3	19	0	0	0	041408d1	201818d8	00000000	00000000	00000000	1	3	0	0	0	0
6	1216	iwboa05	A10F10	27	1	11111	2	17	20	0	0	0	0	3	19	0	0	0	041408d1	201818d8	00000000	00000000	00000000	1	5	0	0	0	0
6	1400	iwfia01	A11100	28	1	11111	2	17	20	0	0	0	0	1	19	0	0	0	021408d1	201818d8	00000000	00000000	00000000	1	1	0	0	0	0
6	1402	iwfia02	A11602	29	1	11111	2	17	20	0	0	0	0	1	19	0	0	0	021408d1	201818d8	00000000	00000000	00000000	1	2	0	0	0	0
6	1404	iwfia03	A11804	30	1	11111	2	17	20	0	0	0	0	1	19	0	0	0	021408d1	201818d8	00000000	00000000	00000000	1	3	0	0	0	0
6	1408	iwfia05	A11308	31	1	11111	2	17	20	0	0	0	0	1	19	0	0	0	021408d1	201818d8	00000000	00000000	00000000	1	5	0	0	0	0
6	1800	iwdka05	A10500	32	1	11111	2	17	20	0	0	0	0	3	19	0	0	0	041408d1	201818d8	00000000	00000000	00000000	1	4	0	0	0	0
6	24	iwkna07	A10318	33	3	11111	2	17	20	0	0	0	0	4	19	0	0	0	051408d1	201818d8	00000000	00000000	00000000	1	7	0	0	0	0
6	224	iwswa07	A10118	34	3	11111	2	17	20	0	0	0	0	4	19	0	0	0	051408d1	201818d8	00000000	00000000	00000000	1	10	0	0	0	0
6	424	iwaxa07	A10918	35	3	11111	2	17	20	0	0	0	0	4	19	0	0	0	051408d1	201818d8	00000000	00000000	00000000	1	9	0	0	0	0
6	624	iwmaa07	A10B18	36	3	11111	2	17	20	0	0	0	0	4	19	0	0	0	051408d1	201818d8	00000000	00000000	00000000	1	10	0	0	0	0
6	824	iwsta07	910D18	37	3	11110	2	17	20	0	0	0	0	0	19	0	0	0	011408d1	201818d8	00000000	00000000	00000000	2	23	0	0	0	0
6	1024	iwspa07	A10E18	38	3	11111	2	17	20	0	0	0	0	4	19	0	0	0	051408d1	201818d8	00000000	00000000	00000000	1	10	0	0	0	0
6	1224	iwboa07	A10F18	39	3	11111	2	17	20	0	0	0	0	3	19	0	0	0	041408d1	201818d8	00000000	00000000	00000000	1	10	0	0	0	0
6	1412	iwfia07	A1130C	40	3	11111	2	17	20	0	0	0	0	1	19	0	0	0	021408d1	201818d8	00000000	00000000	00000000	1	10	0	0	0	0
6	36	iwkna10	A10324	41	7	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	1	3	0	0	0
6	236	iwswa10	A10124	42	7	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	1	3	0	0	0
6	436	iwaxa10	A10624	43	7	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	1	3	0	0	0
6	636	iwmaa10	A10B24	44	7	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	1	3	0	0	0
6	836	iwsta10	910D24	45	7	11110	3	17	17	20	0	0	0	5	0	20	0	0	010e08d1	011408d1	211818d8	00000000	00000000	1	2	6	0	0	0
6	1036	iwspa10	A10E24	46	7	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	1	3	0	0	0
6	1236	iwboa10	A11024	47	7	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	1	1	3	0	0	0
6	1418	iwfia10	A11912	48	7	11111	3	17	17	20	0	0	0	6	1	20	0	0	020e08d1	021408d1	211818d8	00000000	00000000	1	1	3	0	0	0
6	1801	iwdka10	A10501	49	7	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	1	1	3	0	0	0
6	44	iwkna12	A1032C	50	9	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	1	4	0	0	0
6	244	iwswa12	A1012C	51	9	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	2	5	0	0	0
6	444	iwaxa12	A1072C	52	9	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	2	5	0	0	0
6	644	iwmaa12	A10A2C	53	9	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	1	4	0	0	0
6	844	iwsta12	910D2C	54	9	11110	3	17	17	20	0	0	0	5	0	20	0	0	010e08d1	011408d1	211818d8	00000000	00000000	1	2	7	0	0	0
6	1044	iwspa12	A10E2C	55	9	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	2	5	0	0	0
6	1244	iwboa12	A10F2C	56	9	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	1	2	5	0	0	0
6	1422	iwfia12	A11816	57	9	11111	3	17	17	20	0	0	0	6	1	20	0	0	020e08d1	021408d1	211818d8	00000000	00000000	1	2	5	0	0	0
6	56	iwkna15	A10338	58	13	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	2	7	0	0	0
6	256	iwswa15	A10138	59	13	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	3	9	0	0	0
6	456	iwaxa15	A10738	60	13	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	3	9	0	0	0
6	656	iwmaa15	A10A38	61	13	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	2	7	0	0	0
6	856	iwsta15	910D38	62	13	11110	3	17	17	20	0	0	0	5	0	20	0	0	010e08d1	011408d1	211818d8	00000000	00000000	2	5	16	0	0	0
6	1056	iwspa15	A10E38	63	13	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	3	9	0	0	0
6	1256	iwboa15	A11038	64	13	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	1	3	8	0	0	0
6	1428	iwfia15	A1131C	65	13	11111	3	17	17	20	0	0	0	6	1	20	0	0	020e08d1	021408d1	211818d8	00000000	00000000	1	3	9	0	0	0
6	1528	iwlua15	41141C	66	13	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	3	9	0	0	0
6	1802	iwdka15	A10502	67	13	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	1	2	7	0	0	0
6	68	iwkna18	A10344	68	18	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	3	10	0	0	0
6	268	iwswa18	A10144	69	18	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	2	4	14	0	0	0
6	468	iwaxa18	A10644	70	18	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	1	3	10	0	0	0
6	668	iwmaa18	A10B44	71	18	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	2	4	13	0	0	0
6	868	iwsta18	910D44	72	18	11110	3	17	17	20	0	0	0	5	0	20	0	0	010e08d1	011408d1	211818d8	00000000	00000000	3	7	22	0	0	0
6	1068	iwspa18	A10E44	73	18	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	2	4	14	0	0	0
6	1268	iwboa18	A10F44	74	18	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	2	4	14	0	0	0
6	1434	iwfia18	A11322	75	18	11111	3	17	17	20	0	0	0	6	1	20	0	0	020e08d1	021408d1	211818d8	00000000	00000000	2	4	14	0	0	0
6	1534	iwlua18	411422	76	18	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	2	4	14	0	0	0
6	76	iwkna20	A1034C	77	22	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	2	4	14	0	0	0
6	276	iwswa20	A1014C	78	22	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	2	6	18	0	0	0
6	476	iwaxa20	A1094C	79	22	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	2	5	17	0	0	0
6	676	iwmaa20	A10A4C	80	22	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	2	4	14	0	0	0
6	876	iwsta20	910D4C	81	22	11110	3	17	17	20	0	0	0	5	0	20	0	0	010e08d1	011408d1	211818d8	00000000	00000000	3	9	31	0	0	0
6	1076	iwspa20	A10E4C	82	22	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	2	6	18	0	0	0
6	1276	iwboa20	A10F4C	83	22	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	2	6	18	0	0	0
6	1438	iwfia20	A11226	84	22	11111	3	17	17	20	0	0	0	6	1	20	0	0	020e08d1	021408d1	211818d8	00000000	00000000	2	6	18	0	0	0
6	1538	iwlua20	411426	85	22	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	2	6	19	0	0	0
6	1803	iwdka20	A10503	86	22	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	2	5	14	0	0	0
6	84	iwkna22	A10354	87	25	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	2	6	18	0	0	0
6	284	iwswa22	A10154	88	25	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	3	7	23	0	0	0
6	484	iwaxa22	A10754	89	25	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	3	7	22	0	0	0
6	684	iwmaa22	A10B54	90	25	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	3	7	22	0	0	0
6	884	iwsta22	910D54	91	25	11110	3	17	17	20	0	0	0	5	0	20	0	0	010e08d1	011408d1	211818d8	00000000	00000000	4	11	37	0	0	0
6	1084	iwspa22	A10E54	92	25	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	3	7	23	0	0	0
6	1284	iwboa22	A11054	93	25	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	3	7	23	0	0	0
6	1442	iwfia22	A1112A	94	25	11111	3	17	17	20	0	0	0	6	1	20	0	0	020e08d1	021408d1	211818d8	00000000	00000000	3	7	24	0	0	0
6	1642	iwfla22	41172A	95	25	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	3	7	24	0	0	0
6	96	iwkna25	A10360	96	31	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	3	8	26	0	0	0
6	296	iwswa25	A10160	97	31	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	4	10	32	0	0	0
6	496	iwaxa25	A10760	98	31	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	4	10	32	0	0	0
6	696	iwmaa25	A10B60	99	31	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	4	10	32	0	0	0
6	896	iwsta25	910D60	100	31	11110	3	17	17	20	0	0	0	5	0	20	0	0	010e08d1	011408d1	211818d8	00000000	00000000	6	18	61	0	0	0
6	1096	iwspa25	A10E60	101	31	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	4	10	33	0	0	0
6	1296	iwboa25	A10F60	102	31	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	4	10	34	0	0	0
6	1448	iwfia25	A11B30	103	31	11111	3	17	17	20	0	0	0	6	1	20	0	0	020e08d1	021408d1	211818d8	00000000	00000000	4	10	33	0	0	0
6	1548	iwlua25	411430	104	31	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	4	10	35	0	0	0
6	1804	iwdka25	A10504	105	31	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	3	8	27	0	0	0
6	108	iwkna28	A1036C	106	38	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	4	11	36	0	0	0
6	308	iwswa28	A1026C	107	38	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	5	13	44	0	0	0
6	508	iwaxa28	A1076C	108	38	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	5	13	44	0	0	0
6	708	iwmaa28	A10B6C	109	38	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	5	13	43	0	0	0
6	908	iwsta28	910D6C	110	38	11110	3	17	17	20	0	0	0	5	0	20	0	0	010e08d1	011408d1	211818d8	00000000	00000000	8	22	75	0	0	0
6	1108	iwspa28	A10E6C	111	38	11111	3	17	17	20	0	0	0	9	4	20	0	0	050e08d1	051408d1	211818d8	00000000	00000000	5	14	46	0	0	0
6	1308	iwboa28	A1106C	112	38	11111	3	17	17	20	0	0	0	8	3	20	0	0	040e08d1	041408d1	211818d8	00000000	00000000	5	14	47	0	0	0
6	1454	iwfia28	A11836	113	38	11111	3	17	17	20	0	0	0	6	1	20	0	0	020e08d1	021408d1	211818d8	00000000	00000000	5	14	46	0	0	0
6	1754	iwfaa28	411536	114	38	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	5	15	49	0	0	0
6	116	iwkna30	A10374	115	42	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	4	4	12	9	0	0
6	316	iwswa30	A10174	116	42	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	4	4	12	9	0	0
6	516	iwaxa30	A10774	117	42	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	4	4	12	9	0	0
6	716	iwmaa30	A10A74	118	42	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	4	4	10	7	0	0
6	916	iwsta30	910D74	119	42	11110	4	17	17	17	20	0	0	10	5	0	21	0	011214d1	010e08d1	011408d1	221818d8	00000000	7	7	19	14	0	0
6	1116	iwspa30	A10E74	120	42	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	5	5	13	9	0	0
6	1316	iwboa30	A10F74	121	42	11111	4	17	17	17	20	0	0	13	8	3	21	0	041214d1	040e08d1	041408d1	221818d8	00000000	5	5	13	10	0	0
6	1458	iwfia30	A11A3A	122	42	11111	4	17	17	17	20	0	0	11	6	1	21	0	021214d1	020e08d1	021408d1	221818d8	00000000	5	5	13	9	0	0
6	1558	iwlua30	41143A	123	42	00001	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	5	5	13	10	0	0
6	1805	iwdka30	A10505	124	42	11111	4	17	17	17	20	0	0	13	8	3	21	0	041214d1	040e08d1	041408d1	221818d8	00000000	4	4	10	8	0	0
6	136	iwkna35	A10388	125	55	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	6	6	16	12	0	0
6	336	iwswa35	A10188	126	55	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	7	7	19	14	0	0
6	536	iwaxa35	A10788	127	55	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	7	7	19	14	0	0
6	736	iwmaa35	A10B88	128	55	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	7	7	19	14	0	0
6	936	iwsta35	910D88	129	55	11110	4	17	17	17	20	0	0	10	5	0	21	0	011214d1	010e08d1	011408d1	221818d8	00000000	9	9	25	19	0	0
6	1136	iwspa35	A10E88	130	55	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	7	7	20	15	0	0
6	1336	iwboa35	A11088	131	55	11111	4	17	17	17	20	0	0	13	8	3	21	0	041214d1	040e08d1	041408d1	221818d8	00000000	7	7	20	15	0	0
6	1468	iwfia35	A11644	132	55	11111	4	17	17	17	20	0	0	11	6	1	21	0	021214d1	020e08d1	021408d1	221818d8	00000000	7	7	20	15	0	0
6	1568	iwlua35	411444	133	55	00001	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	7	7	21	15	0	0
6	1806	iwdka35	A10506	134	55	11111	4	17	17	17	20	0	0	13	8	3	21	0	041214d1	040e08d1	041408d1	221818d8	00000000	6	6	16	12	0	0
6	156	iwkna40	A1039C	135	68	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	8	8	23	17	0	0
6	356	iwswa40	A1019C	136	68	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	10	10	28	21	0	0
6	556	iwaxa40	A1079C	137	68	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	9	9	27	20	0	0
6	756	iwmaa40	A10B9C	138	68	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	9	9	27	20	0	0
6	956	iwsta40	910D9C	139	68	11110	4	17	17	17	20	0	0	10	5	0	21	0	011214d1	010e08d1	011408d1	221818d8	00000000	11	11	32	24	0	0
6	1156	iwspa40	A10E9C	140	68	11111	4	17	17	17	20	0	0	14	9	4	21	0	051214d1	050e08d1	051408d1	221818d8	00000000	10	10	30	22	0	0
6	1356	iwboa40	A10F9C	141	68	11111	4	17	17	17	20	0	0	13	8	3	21	0	041214d1	040e08d1	041408d1	221818d8	00000000	10	10	30	22	0	0
6	1478	iwfia40	A11A4E	142	68	11111	4	17	17	17	20	0	0	11	6	1	21	0	021214d1	020e08d1	021408d1	221818d8	00000000	10	10	30	22	0	0
6	1678	iwfla40	41174E	143	68	00001	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	11	11	31	23	0	0
6	1807	iwdka40	A10507	144	68	11111	4	17	17	17	20	0	0	13	8	3	21	0	041214d1	040e08d1	041408d1	221818d8	00000000	8	8	24	18	0	0
6	176	iwkna45	A103B0	145	83	11111	5	17	17	17	17	20	0	19	14	9	4	22	050008d1	051214d1	050e08d1	051408d1	231818d8	9	9	9	26	5	0
6	376	iwswa45	A101B0	146	83	11111	5	17	17	17	17	20	0	19	14	9	4	22	050008d1	051214d1	050e08d1	051408d1	231818d8	10	10	10	30	6	0
6	576	iwaxa45	A107B0	147	83	11111	5	17	17	17	17	20	0	19	14	9	4	22	050008d1	051214d1	050e08d1	051408d1	231818d8	10	10	10	30	6	0
6	776	iwmaa45	A10BB0	148	83	11111	5	17	17	17	17	20	0	19	14	9	4	22	050008d1	051214d1	050e08d1	051408d1	231818d8	10	10	10	30	6	0
6	976	iwsta45	910DB0	149	83	11110	5	17	17	17	17	20	0	15	10	5	0	22	010008d1	011214d1	010e08d1	011408d1	231818d8	11	11	11	33	7	0
6	1176	iwspa45	A10EB0	150	83	11111	5	17	17	17	17	20	0	19	14	9	4	22	050008d1	051214d1	050e08d1	051408d1	231818d8	11	11	11	32	6	0
6	1376	iwboa45	A110B0	151	83	11111	5	17	17	17	17	20	0	18	13	8	3	22	040008d1	041214d1	040e08d1	041408d1	231818d8	12	12	12	34	7	0
6	1488	iwfia45	A11658	152	83	11111	5	17	17	17	17	20	0	16	11	6	1	22	020008d1	021214d1	020e08d1	021408d1	231818d8	12	12	12	34	7	0
6	1588	iwlua45	411458	153	83	00001	5	17	17	17	17	20	0	17	12	7	2	22	030008d1	031214d1	030e08d1	031408d1	231818d8	12	12	12	34	7	0
6	1808	iwdka45	A10508	154	83	11111	5	17	17	17	17	20	0	18	13	8	3	22	040008d1	041214d1	040e08d1	041408d1	231818d8	9	9	9	27	6	0
6	196	iwkna50	A103C4	155	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	13	13	13	39	7	0
6	396	iwswa50	A101C4	156	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	16	16	16	46	8	0
6	596	iwaxa50	A107C4	157	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	16	16	16	46	8	0
6	796	iwmaa50	A10BC4	158	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	16	16	16	46	8	0
6	996	iwsta50	910DC4	159	99	11110	5	17	17	17	17	20	0	15	10	5	0	23	010008d1	011214d1	010e08d1	011408d1	241818d8	19	19	19	57	9	0
6	1196	iwspa50	A10EC4	160	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	16	16	16	48	8	0
6	1396	iwboa50	A10FC4	161	99	11111	5	17	17	17	17	20	0	18	13	8	3	23	040008d1	041214d1	040e08d1	041408d1	241818d8	18	18	18	52	9	0
6	1498	iwfia50	A11662	162	99	11111	5	17	17	17	17	20	0	16	11	6	1	23	020008d1	021214d1	020e08d1	021408d1	241818d8	18	18	18	52	9	0
