clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	byte	stb	byte	word	dword	word	word	word	word	byte	byte	word	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	word	dword	dword	dword	float	dword	dword	dword	dword	dword	dword	dword	dword	END
unar010	Тонарм Резак	00409	7	11000	40	0	0	1100000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	562	0	0	0	0	50	0	0	0	0	0	0	0	40	2	-1	77	-1	0	0	1	1	2	40	1700	0	3877	4308	1	1	1	0	
unar011	Тонарм Энергорезак	00409	7	11000	40	0	0	1400000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	630	0	0	0	0	50	0	0	0	0	0	0	0	43	2	-1	81	-1	0	0	1	1	2	40	1700	0	6373	7081	1	1	1	0	
unar012	Тонарм Серворезак	00409	7	11000	40	0	0	1900000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	697	0	0	0	0	50	0	0	0	0	0	0	0	48	2	-1	93	-1	0	0	1	1	2	40	1700	0	11241	12489	1	1	1	0	
unar013	Тонарм ЦИКЛОП	0040C	9	11000	40	0	0	147000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	836	0	0	0	0	50	0	0	0	0	0	0	0	50	2	-1	99	-1	0	0	1	1	2	40	1700	0	15993	17770	1	1	1	0	
unar014	Тонарм ТРОЙ	0040C	9	11000	40	0	0	298200000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	1002	0	0	0	0	50	0	0	0	0	0	0	0	50	2	-1	99	-1	0	0	1	1	2	40	1700	0	19192	21324	1	1	1	0	
unar015	Тонарм АРЕС	0040C	9	11000	40	0	0	453600000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	1302	0	0	0	0	50	0	0	0	0	0	0	0	50	2	-1	99	-1	0	0	1	1	2	40	1700	0	23030	25589	1	1	1	0	
unar016	Тонарм МИРОТВОРЕЦ	00400	11	11000	40	0	0	147000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	1562	0	0	0	0	50	0	0	0	0	0	0	0	51	2	-1	99	-1	0	0	1	-1	2	40	1700	0	25333	28148	1	1	1	0	
unar017	Тонарм СТРАЖ	00400	11	11000	40	0	0	298200000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	1875	0	0	0	0	50	0	0	0	0	0	0	0	53	2	-1	99	-1	0	0	1	-1	2	40	1700	0	27866	30963	1	1	1	0	
unar018	Тонарм ТИТАН	00400	11	11000	40	0	0	453600000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	2437	0	0	0	0	50	0	0	0	0	0	0	0	55	2	-1	99	-1	0	0	1	-1	2	40	1700	0	30653	34059	1	1	1	0	
unar019	Перчатки Яда	0042D	16	11000	40	0	0	725760000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	2924	0	0	0	0	50	0	0	0	0	0	0	0	59	2	-1	99	-1	0	0	4	-1	2	40	1700	0	36784	40871	1	1	1	0	
unar020	Перчатки Миража	0042D	16	11000	40	0	0	907200000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	10000000	0	0	3509	0	0	0	0	50	0	0	0	0	0	0	0	64	2	-1	99	-1	0	0	5	-1	2	40	1700	0	44140	49045	1	1	1	0	
unar021	Пулемет Вулкан	10415	4	11000	40	0	0	100000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	185	0	0	0	0	20	0	0	0	0	0	0	0	30	2	-1	1	-1	0	0	1	9	2	225	1700	1	1442	1602	2	1	1	0	
unar022	Огнеметная Установка	10415	5	11000	40	0	0	200000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	185	0	0	0	0	25	0	0	0	0	0	0	0	30	2	-1	15	-1	0	0	4	9	2	225	1700	1	1730	1922	3	1	1	0	
unar023	Ракетная Установка	10416	6	11000	40	0	0	300000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	185	0	0	0	0	35	0	0	0	0	0	0	0	30	2	-1	30	-1	0	0	4	12	2	225	1700	1	2019	2243	4	1	1	0	
unar024	Фризерная Установка	10414	100	11000	40	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	206	0	0	0	0	50	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	12	2	0	1700	1	0	0	3	1	1	0	
unar025	Комплекс Вулкан	10414	6	11000	40	0	0	600000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	248	0	0	0	0	50	0	0	0	0	0	0	0	35	2	-1	52	-1	0	0	1	12	2	225	1700	1	2568	2854	4	1	1	0	
unar026	Установка Базука	10416	6	11000	40	0	0	800000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	289	0	0	0	0	50	0	0	0	0	0	0	0	37	2	-1	60	-1	0	0	4	12	2	225	1700	1	3505	3895	4	1	1	0	
unar027	Электроракетомет	10414	100	11000	40	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	302	0	0	0	0	50	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	12	2	0	1700	1	0	0	4	1	1	0	
unar028	"Тонарм Боевых Систем ""Баллисты""8"	1041B	100	11000	40	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	12	2	0	1700	1	0	0	4	1	1	0	
unar029	"Тонарм Боевых Систем ""Баллисты""9"	1041C	100	11000	40	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	12	2	0	1700	1	0	0	4	1	1	0	
unar030	Тонарм Гатлинга	1041D	8	11000	40	0	0	1100000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	344	0	0	0	0	50	0	0	0	0	0	0	0	40	2	-1	77	-1	0	0	1	9	2	225	1700	1	5600	6223	2	1	1	0	
unar031	Тонарм Гатлинга Мк.|	1041D	8	11000	40	0	0	1400000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	397	0	0	0	0	50	0	0	0	0	0	0	0	43	2	-1	81	-1	0	0	4	9	2	225	1700	1	9205	10228	2	1	1	0	
unar032	Тонарм Гатлинга Мк.||	1041D	8	11000	40	0	0	1900000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	459	0	0	0	0	50	0	0	0	0	0	0	0	48	2	-1	93	-1	0	0	1	9	2	225	1700	1	16237	18040	2	1	1	0	
unar033	Тонарм XR1	10420	10	11000	40	0	0	147000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	550	0	0	0	0	50	0	0	0	0	0	0	0	50	2	-1	99	-1	0	0	1	9	2	310	1700	1	23101	25667	2	1	1	0	
unar034	Тонарм XR2	10420	10	11000	40	0	0	298200000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	660	0	0	0	0	50	0	0	0	0	0	0	0	50	2	-1	99	-1	0	0	4	9	2	310	1700	1	27721	30800	2	1	1	0	
unar035	Тонарм XR3	10420	10	11000	40	0	0	453600000	9	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	858	0	0	0	0	50	0	0	0	0	0	0	0	50	2	-1	99	-1	0	0	9	9	2	310	1700	1	32341	35934	2	1	1	0	
unar036	Тонарм XR4	10414	12	11000	40	0	0	147000000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	1030	0	0	0	0	50	0	0	0	0	0	0	0	51	2	-1	99	-1	0	0	1	-1	2	310	1700	1	36037	40040	2	1	1	0	
unar037	Тонарм XR5	10414	12	11000	40	0	0	298200000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	1235	0	0	0	0	50	0	0	0	0	0	0	0	53	2	-1	99	-1	0	0	4	-1	2	310	1700	1	42043	46714	2	1	1	0	
unar038	Тонарм XR6	10414	12	11000	40	0	0	453600000	9	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	1606	0	0	0	0	50	0	0	0	0	0	0	0	55	2	-1	99	-1	0	0	9	-1	2	310	1700	1	46848	52052	2	1	1	0	
unar039	Перчатки Изменения	1042D	17	11000	40	0	0	725760000	9	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	1927	0	0	0	0	50	0	0	0	0	0	0	0	59	2	-1	99	-1	0	0	36	-1	2	310	1700	1	56218	62462	2	1	1	0	
unar040	Необычные Перчатки	1042D	17	11000	40	0	0	907200000	9	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	01000000	0	0	2312	0	0	0	0	50	0	0	0	0	0	0	0	64	2	-1	99	-1	0	0	45	-1	2	310	1700	1	67461	74955	2	1	1	0	
unar041	"Тонарм Боевых Систем ""Зодчего""1"	20428	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	916	996	3	1	1	0	
unar042	"Тонарм Боевых Систем ""Зодчего""2"	20429	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar043	"Тонарм Боевых Систем ""Зодчего""3"	2042A	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	3	1	1	0	
unar044	"Тонарм Боевых Систем ""Зодчего""4"	2042B	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar045	"Тонарм Боевых Систем ""Зодчего""5"	2042C	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	3	1	1	0	
unar046	"Тонарм Боевых Систем ""Зодчего""6"	2042D	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar047	"Тонарм Боевых Систем ""Зодчего""7"	2042E	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	3	1	1	0	
unar048	"Тонарм Боевых Систем ""Зодчего""8"	2042F	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar049	"Тонарм Боевых Систем ""Зодчего""9"	20430	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	3	1	1	0	
unar050	"Тонарм Боевых Систем ""Зодчего""10"	20431	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar051	"Тонарм Боевых Систем ""Зодчего""11"	20432	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	49	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	916	996	3	1	1	0	
unar052	"Тонарм Боевых Систем ""Зодчего""12"	20433	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar053	"Тонарм Боевых Систем ""Зодчего""13"	20434	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	3	1	1	0	
unar054	"Тонарм Боевых Систем ""Зодчего""14"	20435	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar055	"Тонарм Боевых Систем ""Зодчего""15"	20436	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	3	1	1	0	
unar056	"Тонарм Боевых Систем ""Зодчего""16"	20437	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar057	"Тонарм Боевых Систем ""Зодчего""17"	20438	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	3	1	1	0	
unar058	"Тонарм Боевых Систем ""Зодчего""18"	20439	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar059	"Тонарм Боевых Систем ""Зодчего""19"	2043A	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	3	1	1	0	
unar060	"Тонарм Боевых Систем ""Зодчего""20"	2043B	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00100000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	3	1	1	0	
unar061	"Тонарм Боевых Систем ""Скитальца""1"	3043C	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	49	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	916	996	4	1	1	0	
unar062	"Тонарм Боевых Систем ""Скитальца""2"	3043D	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
unar063	"Тонарм Боевых Систем ""Скитальца""3"	3043E	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	4	1	1	0	
unar064	"Тонарм Боевых Систем ""Скитальца""4"	3043F	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
unar065	"Тонарм Боевых Систем ""Скитальца""5"	30440	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	4	1	1	0	
unar066	"Тонарм Боевых Систем ""Скитальца""6"	30441	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
unar067	"Тонарм Боевых Систем ""Скитальца""7"	30442	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	4	1	1	0	
unar068	"Тонарм Боевых Систем ""Скитальца""8"	30443	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
unar069	"Тонарм Боевых Систем ""Скитальца""9"	30444	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	4	1	1	0	
unar070	"Тонарм Боевых Систем ""Скитальца""10"	30445	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
unar071	"Тонарм Боевых Систем ""Скитальца""11"	30446	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	49	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	916	996	4	1	1	0	
unar072	"Тонарм Боевых Систем ""Скитальца""12"	30447	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
unar073	"Тонарм Боевых Систем ""Скитальца""13"	30448	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	4	1	1	0	
unar074	"Тонарм Боевых Систем ""Скитальца""14"	30449	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
unar075	"Тонарм Боевых Систем ""Скитальца""15"	3044A	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	4	1	1	0	
unar076	"Тонарм Боевых Систем ""Скитальца""16"	3044B	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
unar077	"Тонарм Боевых Систем ""Скитальца""17"	3044C	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	4	1	1	0	
unar078	"Тонарм Боевых Систем ""Скитальца""18"	3044D	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
unar079	"Тонарм Боевых Систем ""Скитальца""19"	3044E	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	100	200	4	1	1	0	
unar080	"Тонарм Боевых Систем ""Скитальца""20"	3044F	100	11000	40	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	3	00010000	0	0	180	0	0	0	0	99	0	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	1700	1	200	300	4	1	1	0	
