string[64]	string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	float	dword	float	dword	float	dword	float	string[64]	dword	dword	END
unar010	00409	7	Тонарм Резак	3	10000000	1	0	1	0	0	40	-1	2	77	-1	-1	0	0	40	1700	0	3877	4308	50	30	30	562	0	-1	0	0	0	0	0	1100000	1	1	22000	0	0	1	0	0	0	0	0	0	0	0	tunar010	1	2	
unar011	00409	7	Тонарм Энергорезак	3	10000000	1	0	1	0	0	43	-1	2	81	-1	-1	0	0	40	1700	0	6373	7081	50	30	30	630	0	-1	0	0	0	0	0	1400000	1	1	28000	0	0	1	0	0	0	0	0	0	0	0	tunar011	1	2	
unar012	00409	7	Тонарм Серворезак	3	10000000	1	0	1	0	0	48	-1	2	93	-1	-1	0	0	40	1700	0	11241	12489	50	30	30	697	0	-1	0	0	0	0	0	1900000	1	1	38000	0	0	1	0	0	0	0	0	0	0	0	tunar012	1	2	
unar013	0040C	9	Тонарм ЦИКЛОП	3	10000000	1	0	1	0	0	50	-1	2	99	-1	-1	0	0	40	1700	0	15993	17770	50	30	30	836	0	-1	0	0	0	0	0	147000000	1	1	2940000	0	0	1	0	0	0	0	0	0	0	0	tunar013	1	2	
unar014	0040C	9	Тонарм ТРОЙ	3	10000000	1	0	1	0	0	50	-1	2	99	-1	-1	0	0	40	1700	0	19192	21324	50	30	30	1002	0	-1	0	0	0	0	0	298200000	1	1	5964000	0	0	1	0	0	0	0	0	0	0	0	tunar014	1	2	
unar015	0040C	9	Тонарм АРЕС	3	10000000	1	0	1	0	0	50	-1	2	99	-1	-1	0	0	40	1700	0	23030	25589	50	30	30	1302	0	-1	0	0	0	0	0	453600000	1	1	9072000	0	0	1	0	0	0	0	0	0	0	0	tunar015	1	2	
unar016	00400	11	Тонарм МИРОТВОРЕЦ	3	10000000	1	0	1	0	0	51	-1	2	99	-1	-1	0	0	40	1700	0	25333	28148	50	30	30	1562	0	-1	0	0	0	0	0	147000000	1	1	2940000	0	0	1	0	0	0	0	0	0	0	0	tunar016	-1	2	
unar017	00400	11	Тонарм СТРАЖ	3	10000000	1	0	1	0	0	53	-1	2	99	-1	-1	0	0	40	1700	0	27866	30963	50	30	30	1875	0	-1	0	0	0	0	0	298200000	1	1	5964000	0	0	1	0	0	0	0	0	0	0	0	tunar017	-1	2	
unar018	00400	11	Тонарм ТИТАН	3	10000000	1	0	1	0	0	55	-1	2	99	-1	-1	0	0	40	1700	0	30653	34059	50	30	30	2437	0	-1	0	0	0	0	0	453600000	1	1	9072000	0	0	1	0	0	0	0	0	0	0	0	tunar018	-1	2	
unar019	0042D	16	Перчатки Яда	3	10000000	1	0	1	0	0	59	-1	2	99	-1	-1	0	0	40	1700	0	36784	40871	50	30	30	2924	0	-1	0	0	0	0	0	725760000	1	4	14515200	0	0	1	0	0	0	0	0	0	0	0	tunar019	-1	2	
unar020	0042D	16	Перчатки Миража	3	10000000	1	0	1	0	0	64	-1	2	99	-1	-1	0	0	40	1700	0	44140	49045	50	30	30	3509	0	-1	0	0	0	0	0	907200000	1	5	18144000	0	0	1	0	0	0	0	0	0	0	0	tunar020	-1	2	
unar021	10415	4	Пулемет Вулкан	3	01000000	2	1	1	0	0	30	-1	2	1	-1	-1	0	0	225	1700	0	1442	1602	20	30	50	185	0	-1	0	0	0	0	0	100000	1	1	2000	0	0	1	0	0	0	0	0	0	0	0	tunar021	9	2	
unar022	10415	5	Огнеметная Установка	3	01000000	3	1	1	0	0	30	-1	2	15	-1	-1	0	0	225	1700	0	1730	1922	25	30	40	185	0	-1	0	0	0	0	0	200000	4	4	4000	0	0	1	0	0	0	0	0	0	0	0	tunar022	9	2	
unar023	10416	6	Ракетная Установка	3	01000000	4	1	1	0	0	30	-1	2	30	-1	-1	0	0	225	1700	0	2019	2243	35	30	30	185	0	-1	0	0	0	0	0	300000	4	4	6000	0	0	1	0	0	0	0	0	0	0	0	tunar023	12	2	
unar024	10414	100	Фризерная Установка	3	01000000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	0	0	50	50	50	206	0	-1	0	0	0	0	0	7100000	4	4	142000	0	0	1	0	0	0	0	0	0	0	0	tunar024	12	2	
unar025	10414	6	Комплекс Вулкан	3	01000000	4	1	1	0	0	35	-1	2	52	-1	-1	0	0	225	1700	0	2568	2854	50	50	50	248	0	-1	0	0	0	0	0	600000	1	1	12000	0	0	1	0	0	0	0	0	0	0	0	tunar025	12	2	
unar026	10416	6	Установка Базука	3	01000000	4	1	1	0	0	37	-1	2	60	-1	-1	0	0	225	1700	0	3505	3895	50	50	50	289	0	-1	0	0	0	0	0	800000	4	4	16000	0	0	1	0	0	0	0	0	0	0	0	tunar026	12	2	
unar027	10414	100	Электроракетомет	3	01000000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	0	0	50	50	50	302	0	-1	0	0	0	0	0	7100000	4	4	142000	0	0	1	0	0	0	0	0	0	0	0	tunar027	12	2	
unar028	1041B	100	"Тонарм Боевых Систем ""Баллисты""8"	3	01000000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	0	0	50	50	50	0	0	-1	0	0	0	0	0	7100000	4	4	142000	0	0	1	0	0	0	0	0	0	0	0	tunar028	12	2	
unar029	1041C	100	"Тонарм Боевых Систем ""Баллисты""9"	3	01000000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	0	0	50	50	50	0	0	-1	0	0	0	0	0	7100000	4	4	142000	0	0	1	0	0	0	0	0	0	0	0	tunar029	12	2	
unar030	1041D	8	Тонарм Гатлинга	3	01000000	2	1	1	0	0	40	-1	2	77	-1	-1	0	0	225	1700	0	5600	6223	50	50	50	344	0	-1	0	0	0	0	0	1100000	1	1	22000	0	0	1	0	0	0	0	0	0	0	0	tunar030	9	2	
unar031	1041D	8	Тонарм Гатлинга Мк.|	3	01000000	2	1	1	0	0	43	-1	2	81	-1	-1	0	0	225	1700	0	9205	10228	50	50	50	397	0	-1	0	0	0	0	0	1400000	4	4	28000	0	0	1	0	0	0	0	0	0	0	0	tunar031	9	2	
unar032	1041D	8	Тонарм Гатлинга Мк.||	3	01000000	2	1	1	0	0	48	-1	2	93	-1	-1	0	0	225	1700	0	16237	18040	50	50	50	459	0	-1	0	0	0	0	0	1900000	1	1	38000	0	0	1	0	0	0	0	0	0	0	0	tunar032	9	2	
unar033	10420	10	Тонарм XR1	3	01000000	2	1	1	0	0	50	-1	2	99	-1	-1	0	0	310	1700	0	23101	25667	50	50	50	550	0	-1	0	0	0	0	0	147000000	1	1	2940000	0	0	1	0	0	0	0	0	0	0	0	tunar033	9	2	
unar034	10420	10	Тонарм XR2	3	01000000	2	1	1	0	0	50	-1	2	99	-1	-1	0	0	310	1700	0	27721	30800	50	50	50	660	0	-1	0	0	0	0	0	298200000	4	4	5964000	0	0	1	0	0	0	0	0	0	0	0	tunar034	9	2	
unar035	10420	10	Тонарм XR3	3	01000000	2	1	1	0	0	50	-1	2	99	-1	-1	0	0	310	1700	0	32341	35934	50	50	50	858	0	-1	0	0	0	0	0	453600000	9	9	9072000	0	0	1	0	0	0	0	0	0	0	0	tunar035	9	2	
unar036	10414	12	Тонарм XR4	3	01000000	2	1	1	0	0	51	-1	2	99	-1	-1	0	0	310	1700	0	36037	40040	50	50	50	1030	0	-1	0	0	0	0	0	147000000	1	1	2940000	0	0	1	0	0	0	0	0	0	0	0	tunar036	-1	2	
unar037	10414	12	Тонарм XR5	3	01000000	2	1	1	0	0	53	-1	2	99	-1	-1	0	0	310	1700	0	42043	46714	50	50	50	1235	0	-1	0	0	0	0	0	298200000	4	4	5964000	0	0	1	0	0	0	0	0	0	0	0	tunar037	-1	2	
unar038	10414	12	Тонарм XR6	3	01000000	2	1	1	0	0	55	-1	2	99	-1	-1	0	0	310	1700	0	46848	52052	50	50	50	1606	0	-1	0	0	0	0	0	453600000	9	9	9072000	0	0	1	0	0	0	0	0	0	0	0	tunar038	-1	2	
unar039	1042D	17	Перчатки Изменения	3	01000000	2	1	1	0	0	59	-1	2	99	-1	-1	0	0	310	1700	0	56218	62462	50	50	50	1927	0	-1	0	0	0	0	0	725760000	9	36	14515200	0	0	1	0	0	0	0	0	0	0	0	tunar039	-1	2	
unar040	1042D	17	Необычные Перчатки	3	01000000	2	1	1	0	0	64	-1	2	99	-1	-1	0	0	310	1700	0	67461	74955	50	50	50	2312	0	-1	0	0	0	0	0	907200000	9	45	18144000	0	0	1	0	0	0	0	0	0	0	0	tunar040	-1	2	
unar041	20428	100	"Тонарм Боевых Систем ""Зодчего""1"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	916	996	49	50	50	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar041	-1	2	
unar042	20429	100	"Тонарм Боевых Систем ""Зодчего""2"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar042	-1	2	
unar043	2042A	100	"Тонарм Боевых Систем ""Зодчего""3"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar043	-1	2	
unar044	2042B	100	"Тонарм Боевых Систем ""Зодчего""4"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar044	-1	2	
unar045	2042C	100	"Тонарм Боевых Систем ""Зодчего""5"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar045	-1	2	
unar046	2042D	100	"Тонарм Боевых Систем ""Зодчего""6"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar046	-1	2	
unar047	2042E	100	"Тонарм Боевых Систем ""Зодчего""7"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar047	-1	2	
unar048	2042F	100	"Тонарм Боевых Систем ""Зодчего""8"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar048	-1	2	
unar049	20430	100	"Тонарм Боевых Систем ""Зодчего""9"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar049	-1	2	
unar050	20431	100	"Тонарм Боевых Систем ""Зодчего""10"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar050	-1	2	
unar051	20432	100	"Тонарм Боевых Систем ""Зодчего""11"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	916	996	49	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar051	-1	2	
unar052	20433	100	"Тонарм Боевых Систем ""Зодчего""12"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar052	-1	2	
unar053	20434	100	"Тонарм Боевых Систем ""Зодчего""13"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar053	-1	2	
unar054	20435	100	"Тонарм Боевых Систем ""Зодчего""14"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar054	-1	2	
unar055	20436	100	"Тонарм Боевых Систем ""Зодчего""15"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar055	-1	2	
unar056	20437	100	"Тонарм Боевых Систем ""Зодчего""16"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar056	-1	2	
unar057	20438	100	"Тонарм Боевых Систем ""Зодчего""17"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar057	-1	2	
unar058	20439	100	"Тонарм Боевых Систем ""Зодчего""18"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar058	-1	2	
unar059	2043A	100	"Тонарм Боевых Систем ""Зодчего""19"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar059	-1	2	
unar060	2043B	100	"Тонарм Боевых Систем ""Зодчего""20"	3	00100000	3	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar060	-1	2	
unar061	3043C	100	"Тонарм Боевых Систем ""Скитальца""1"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	916	996	49	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar061	-1	2	
unar062	3043D	100	"Тонарм Боевых Систем ""Скитальца""2"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar062	-1	2	
unar063	3043E	100	"Тонарм Боевых Систем ""Скитальца""3"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar063	-1	2	
unar064	3043F	100	"Тонарм Боевых Систем ""Скитальца""4"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar064	-1	2	
unar065	30440	100	"Тонарм Боевых Систем ""Скитальца""5"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar065	-1	2	
unar066	30441	100	"Тонарм Боевых Систем ""Скитальца""6"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar066	-1	2	
unar067	30442	100	"Тонарм Боевых Систем ""Скитальца""7"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar067	-1	2	
unar068	30443	100	"Тонарм Боевых Систем ""Скитальца""8"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar068	-1	2	
unar069	30444	100	"Тонарм Боевых Систем ""Скитальца""9"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar069	-1	2	
unar070	30445	100	"Тонарм Боевых Систем ""Скитальца""10"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar070	-1	2	
unar071	30446	100	"Тонарм Боевых Систем ""Скитальца""11"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	916	996	49	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar071	-1	2	
unar072	30447	100	"Тонарм Боевых Систем ""Скитальца""12"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar072	-1	2	
unar073	30448	100	"Тонарм Боевых Систем ""Скитальца""13"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar073	-1	2	
unar074	30449	100	"Тонарм Боевых Систем ""Скитальца""14"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar074	-1	2	
unar075	3044A	100	"Тонарм Боевых Систем ""Скитальца""15"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar075	-1	2	
unar076	3044B	100	"Тонарм Боевых Систем ""Скитальца""16"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar076	-1	2	
unar077	3044C	100	"Тонарм Боевых Систем ""Скитальца""17"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar077	-1	2	
unar078	3044D	100	"Тонарм Боевых Систем ""Скитальца""18"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar078	-1	2	
unar079	3044E	100	"Тонарм Боевых Систем ""Скитальца""19"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	100	200	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar079	-1	2	
unar080	3044F	100	"Тонарм Боевых Систем ""Скитальца""20"	3	00010000	4	1	1	0	0	100	-1	2	100	-1	-1	0	0	0	1700	0	200	300	99	50	50	180	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	tunar080	-1	2	
