clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	byte	byte	long	byte	byte	byte	byte	byte	byte	byte	byte	float	float	float	float	dword	dword	dword	word	word	word	word	float	float	dword	END
ihdbm02	Стандартный Шлем Беллатийки2	150001	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	17	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm03	Стандартный Шлем Беллатийки3	150002	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	18	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm04	Стандартный Шлем Беллатийки4	150003	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	19	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm05	Стандартный Шлем Беллатийки5	150004	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	20	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm06	Стандартный Шлем Беллатийки6	150005	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	21	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm07	Стандартный Шлем Беллатийки7	150006	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	22	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm08	Стандартный Шлем Беллатийки8	150007	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	23	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm09	Стандартный Шлем Беллатийки9	150008	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	24	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm10	Стандартный Шлем Беллатийки10	150009	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	25	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm11	Стандартный Шлем Беллатийки11	15000A	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	26	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm12	Стандартный Шлем Беллатийки12	15000B	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	27	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm13	Стандартный Шлем Беллатийки13	15000C	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	28	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm14	Стандартный Шлем Беллатийки14	15000D	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	29	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm15	Стандартный Шлем Беллатийки15	15000E	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	30	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdbm16	Стандартный Шлем Беллатийки16	15000F	0	01000	5	0	0	0	0	0	0	0	0	0	0	0	1	31	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf01	Стандартный Шлем Корита1	250000	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	32	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf02	Стандартный Шлем Корита2	250001	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	33	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf03	Стандартный Шлем Корита3	250002	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	34	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf04	Стандартный Шлем Корита4	250003	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	35	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf05	Стандартный Шлем Корита5	250004	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	36	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf06	Стандартный Шлем Корита6	250005	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	37	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf07	Стандартный Шлем Корита7	250006	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	38	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf08	Стандартный Шлем Корита8	250007	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	39	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf09	Стандартный Шлем Корита9	250008	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	40	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf10	Стандартный Шлем Корита10	250009	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	41	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf11	Стандартный Шлем Корита11	25000A	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	42	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf12	Стандартный Шлем Корита12	25000B	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	43	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf13	Стандартный Шлем Корита13	25000C	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	44	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf14	Стандартный Шлем Корита14	25000D	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	45	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf15	Стандартный Шлем Корита15	25000E	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	46	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcf16	Стандартный Шлем Корита16	25000F	0	00100	5	0	0	0	0	0	0	0	0	0	0	0	1	47	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm01	Стандартный Шлем Коритки1	350000	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	48	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm02	Стандартный Шлем Коритки2	350001	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	49	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm03	Стандартный Шлем Коритки3	350002	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	50	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm04	Стандартный Шлем Коритки4	350003	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	51	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm05	Стандартный Шлем Коритки5	350004	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	52	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm06	Стандартный Шлем Коритки6	350005	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	53	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm07	Стандартный Шлем Коритки7	350006	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	54	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm08	Стандартный Шлем Коритки8	350007	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	55	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm09	Стандартный Шлем Коритки9	350008	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	56	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm10	Стандартный Шлем Коритки10	350009	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	57	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm11	Стандартный Шлем Коритки11	35000A	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	58	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm12	Стандартный Шлем Коритки12	35000B	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	59	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm13	Стандартный Шлем Коритки13	35000C	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	60	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm14	Стандартный Шлем Коритки14	35000D	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	61	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm15	Стандартный Шлем Коритки15	35000E	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	62	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdcm16	Стандартный Шлем Коритки16	35000F	0	00010	5	0	0	0	0	0	0	0	0	0	0	0	1	63	1	0	0	-1	0	0	0	0	8	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	8	0	0	0	0	0,5	0,773497999	0	
ihdam01	Стандартный Шлем Акретианина1	450000	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	64	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam02	Стандартный Шлем Акретианина2	450001	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	65	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam03	Стандартный Шлем Акретианина3	450002	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	66	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam04	Стандартный Шлем Акретианина4	450003	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	67	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam05	Стандартный Шлем Акретианина5	450004	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	68	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam06	Стандартный Шлем Акретианина6	450005	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	69	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam07	Стандартный Шлем Акретианина7	450006	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	70	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam08	Стандартный Шлем Акретианина8	450007	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	71	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam09	Стандартный Шлем Акретианина9	450008	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	72	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam10	Стандартный Шлем Акретианина10	450009	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	73	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam11	Стандартный Шлем Акретианина11	45000A	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	74	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam12	Стандартный Шлем Акретианина12	45000B	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	75	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam13	Стандартный Шлем Акретианина13	45000C	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	76	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam14	Стандартный Шлем Акретианина14	45000D	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	77	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam15	Стандартный Шлем Акретианина15	45000E	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	78	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihdam16	Стандартный Шлем Акретианина16	45000F	0	00001	5	0	0	0	0	0	0	0	0	0	0	0	1	79	1	0	0	-1	0	0	0	0	9	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	9	0	0	0	0	0,5	0,657473028	0	
ihbwa04	Могущественные Очки [4	700000	1	11000	5	0	0	66	0	0	0	0	3	1	1	1	1	80	1	0	0	-1	0	0	0	0	12	4	0	-1	1	-1	0	0	0	80	1	3	0	0	0	0	0	0	5	0	0	0	256	0	12	0	0	0	0	0,5	0,828136981	0	
ihbwb04	Тип В  Могущественные Очки [4	700000	1	11000	5	0	0	540	0	0	0	0	27	1	1	1	1	81	1	0	0	-1	1	0	0	0	39	4	0	-1	1	-1	0	0	0	80	1	3	0	0	0	0	0	0	5	0	0	0	256	0	39	0	0	0	0	0,5	0,753839016	0	
ihbwc04	Могущественные Очки [4	700003	190	11000	5	1	0	2	0	0	0	0	200	0	1	0	1	82	1	0	0	-1	2	0	0	0	12	4	0	-1	1	-1	0	0	0	80	1	3	0	0	0	0	0	0	5	0	0	0	256	0	12	0	0	0	0	0,5	0,828136981	0	
ihbwd04	Могущественные Очки [4	700003	190	11000	5	1	0	2	0	0	0	0	200	0	1	0	1	83	1	0	0	-1	3	0	0	0	12	4	0	-1	27	-1	0	0	0	80	1	3	0	0	0	0	0	0	5	0	0	0	512	0	1456	0	0	0	0	0,5	0,828136981	0	
ihbwa07	Могущественные Очки [7	700004	2	11000	5	0	0	199	0	0	0	0	9	1	1	1	1	84	1	0	0	-1	0	0	0	0	20	7	0	-1	1	-1	0	0	0	80	1	3	0	0	0	0	0	0	5	0	0	0	256	0	20	0	0	0	0	0,5	0,811693013	0	
ihbwb07	Тип В  Могущественные Очки [7	700004	2	11000	5	0	0	1209	0	0	0	0	60	1	1	1	1	85	1	0	0	-1	1	0	0	0	67	7	0	-1	1	-1	0	0	0	80	1	3	0	0	0	0	0	0	5	0	0	0	256	0	67	0	0	0	0	0,5	0,692719996	0	
ihbwc07	Могущественные Очки [7	700006	2	11000	5	0	0	199	0	0	0	0	9	1	1	1	1	86	0	0	0	-1	2	0	0	0	20	7	0	-1	1	-1	0	0	0	80	1	3	0	0	0	0	0	0	5	0	0	0	256	0	20	0	0	0	0	0,5	0,811693013	0	
ihbwd07	Могущественные Очки [7	700007	2	11000	5	0	0	199	0	0	0	0	9	1	1	1	1	87	0	0	0	-1	3	0	0	0	20	7	0	-1	1	-1	0	0	0	80	1	3	0	0	0	0	0	0	5	0	0	0	256	0	20	0	0	0	0	0,5	0,811693013	0	
ihbwa10	Могущественные Очки [10	700008	3	11000	5	0	0	540	0	0	0	0	27	1	1	1	1	88	1	0	0	-1	0	0	3	0	39	10	0	-1	1	-1	0	0	0	80	1	3	0	0	0	0	0	0	5	0	0	0	409256	0	39	0	0	0	0	0,5	0,753839016	0	
