string[64]	dword	string[64]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	END
Code	IsUse	Name	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	
aw11	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw12	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw13	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw14	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw15	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw16	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw17	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw18	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw19	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw20	1	아크 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw21	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw22	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw23	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw24	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw25	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw26	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw27	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw28	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw29	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw30	1	아크 워리어(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw31	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw32	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw33	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw34	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw35	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw36	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw37	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw38	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw39	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aw40	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc31	1	iuapc31	1	ilapc31	1	igapc31	1	isapc31	1	-1	-1	-1	-1	-1	-1
aw41	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc31	1	iuapc31	1	ilapc31	1	igapc31	1	isapc31	1	-1	-1	-1	-1	-1	-1
aw42	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc31	1	iuapc31	1	ilapc31	1	igapc31	1	isapc31	1	-1	-1	-1	-1	-1	-1
aw43	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc31	1	iuapc31	1	ilapc31	1	igapc31	1	isapc31	1	-1	-1	-1	-1	-1	-1
aw44	1	아크 워리어(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc31	1	iuapc31	1	ilapc31	1	igapc31	1	isapc31	1	-1	-1	-1	-1	-1	-1
aw45	1	아크 워리어(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc41	1	iuapc41	1	ilapc41	1	igapc41	1	isapc41	1	-1	-1	-1	-1	-1	-1
aw46	1	아크 워리어(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc41	1	iuapc41	1	ilapc41	1	igapc41	1	isapc41	1	-1	-1	-1	-1	-1	-1
