xeh	dword	byte	byte	byte	byte	string[32]	string[32]	string[32]	string[32]	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	stb	byte	stb	byte	stb16	word	dword	dword	dword	dword	dword	byte	byte	word	word	word	float	float	string[512]	byte	byte	word	dword	dword	dword	xeh	stb12	xeh	byte	byte	byte	byte	hex	hex	hex	byte	byte	byte	byte	dword	dword	float	float	dword	float	float	END
Code	Icon	Class	IsActive	MastIndex	Lv	MastEngName	MastKorName	EngName	Name	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	ContEffSec1	ContEffSec2	ContEffSec3	ContEffSec4	ContEffSec5	ContEffSec6	ContEffSec7	UsableRace	Class	ActableDst	NeedMastIndex	FixWeapon	none	none	none	none	none	IsFixShield	SpecialType	NeedSpecialType	NeedHP	NeedFP	NeedSP	ActDealy	BonusDistance	Description	EffectClass	none	none	IsCumulType	CumulCounter	NewEffCOunt	EffectCode	GradeLimit	RangeEffCode	none	none	none	none	none	none	none	none	none	none	none	AttNeedBt	none	1_2speed	2_3speed	none	1_2distance	2_3distance
B	111	0	1	0	0	-1	-1	0	Блокирует восстановление FP	1	25	25	25	25	25	25	25	0	0	0	0,300000012	0,300000012	0,300000012	0,300000012	0,300000012	0,300000012	0,300000012	2	16	16	16	16	16	16	16	2	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	20000	20000	20000	20000	20000	20000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Блокирует восстановление FP	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
C	112	0	1	0	0	-1	-1	0	Оглушает и блокирует восстановле	1	10	10	10	10	10	10	10	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	20000	20000	20000	20000	20000	20000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Оглушает и блокирует восстановление FP	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
D	113	0	1	0	0	-1	-1	0	Ослепляет противника	2	18	18	18	18	18	18	18	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	20000	20000	20000	20000	20000	20000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Ослепляет противника	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
E	114	0	1	0	0	-1	-1	0	Обездвиживает противника	2	6	6	6	6	6	6	6	2	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	20000	20000	20000	20000	20000	20000	000010	1	00110	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Обездвиживает противника	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
F	115	0	1	0	0	-1	-1	0	Блокирует восстановление FP	2	18	18	18	18	18	18	18	0	0	0	-0,800000012	-0,800000012	-0,800000012	-0,800000012	-0,800000012	-0,800000012	-0,800000012	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	20000	20000	20000	20000	20000	20000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Блокирует восстановление FP	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
10	116	0	1	0	0	-1	-1	0	Запрещает использование любых ат	2	0	0	0	0	0	0	0	2	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	20000	20000	20000	20000	20000	20000	000010	1	00110	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Запрещает использование любых атакующих Сил	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
11	117	0	1	0	0	-1	-1	0	Изменение траектории заряда	2	6	6	6	6	6	6	6	2	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Голиаф	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
12	118	0	1	0	0	-1	-1	0	Ракетный массовый залп	2	3	3	3	3	3	3	3	1	0	0	-30	-30	-30	-30	-30	-30	-30	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Баллиста	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
13	119	0	1	0	0	-1	-1	0	Лечебный Эффект	1	9	9	9	9	9	9	9	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	000010	1	01000	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Лечебный Эффект	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
14	120	0	1	0	0	-1	-1	0	Восстанавливающий Эффект	1	3	3	3	3	3	3	3	0	0	0	0,100000001	0,119999997	0,150000006	0,180000007	0,209999993	0,25	0,300000012	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	000010	1	01000	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Восстанавливающий Эффект	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
15	130	0	1	0	0	-1	-1	0	Вы целиком в снегу	2	18	18	18	18	18	18	18	0	0	0	-0,5	-0,5	-0,5	-0,5	-0,5	-0,5	-0,5	2	7	7	7	7	7	7	7	2	0	0	-1	-1	-1	-1	-1	-1	-1	2	20	20	20	20	20	20	20	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	30000	30000	30000	30000	30000	30000	111110	1	01100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Вы весь в снегу	2	0	0	1	3	3	16	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
16	131	0	1	0	0	-1	-1	0	Вы стали снеговиком	2	20	20	20	20	20	20	20	2	0	0	-1	-1	-1	-1	-1	-1	-1	2	15	15	15	15	15	15	15	2	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22000	22000	22000	22000	22000	22000	22000	111110	1	01100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Вы стали снеговиком	2	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	0	0	-1	-1	0	-1	-1
17	132	0	1	0	0	-1	-1	0	Последствия ядерной атаки	2	6	6	6	6	6	6	6	0	0	0	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	2	32	32	32	32	32	32	32	0	0	0	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	2	9	9	9	9	9	9	9	0	0	0	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	2	10	10	10	10	10	10	10	0	0	0	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	2	25	25	25	25	25	25	25	2	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000	300000	300000	300000	300000	300000	300000	111110	1	11100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Последствия ядерной атаки	2	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	0	0	-1	-1	0	-1	-1
18	117	0	1	0	0	-1	-1	0	Уменьшает уровень атаки противни	2	32	32	32	32	32	32	32	0	0	0	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	2	20	20	20	20	20	20	20	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	30000	30000	30000	30000	30000	30000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Уровень атаки снизился	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	5	0	-1	-1	0	-1	-1
