string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	float	float	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	string[64]	dword	dword	END
iibba21	1	700914	63	Узкое Кольцо Земли Гамма 	9	0	12	11000	1	-1	0	1	60	0	0	0	0	1200	0	1	0	0	7	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba21	0	0	
iibba22	1	700915	64	Узкое Кольцо Ветра Альфа 	9	0	12	11000	1	-1	0	1	60	0	0	0	0	1200	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba22	0	0	
iibba23	1	700916	64	Узкое Кольцо Ветра Бета 	9	0	12	11000	1	-1	0	1	60	0	0	0	0	1200	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba23	0	0	
iibba24	1	700917	64	Узкое Кольцо Ветра Сигма 	9	0	12	11000	1	-1	0	1	60	0	0	0	0	1200	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba24	0	0	
iibba25	1	700918	64	Узкое Кольцо Ветра Дельта 	9	0	12	11000	1	-1	0	1	60	0	0	0	0	1200	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba25	0	0	
iibba26	1	700919	64	Узкое Кольцо Ветра Эта 	9	0	12	11000	1	-1	0	1	60	0	0	0	0	1200	0	1	0	0	0	5	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba26	0	0	
iibba27	1	70091A	64	Узкое Кольцо Ветра Тета 	9	0	12	11000	1	-1	0	1	60	0	0	0	0	1200	0	1	0	0	0	6	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba27	0	0	
iibba28	1	70091B	64	Узкий Амулет Ветра Гамма 	9	0	12	11000	1	-1	0	1	60	0	0	0	0	1200	0	1	0	0	0	7	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba28	0	0	
iibba29	1	70091C	66	Шпринг Кольцо Воды Альфа 	9	0	12	11000	1	-1	0	1	80	0	0	0	0	1600	0	1	0	2	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba29	0	0	
iibba30	1	70091D	66	Шпринг Кольцо Воды Бета 	9	0	12	11000	1	-1	0	1	80	0	0	0	0	1600	0	1	0	3	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba30	0	0	
iibba31	1	70091E	66	Шпринг Кольцо Воды Сигма 	9	0	12	11000	1	-1	0	1	80	0	0	0	0	1600	0	1	0	2	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba31	0	0	
iibba32	1	70091F	66	Шпринг Кольцо Воды Дельта 	9	0	12	11000	1	-1	0	1	80	0	0	0	0	1600	0	1	0	3	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba32	0	0	
iibba33	1	700920	66	Шпринг Кольцо Воды Эта 	9	0	12	11000	1	-1	0	1	80	0	0	0	0	1600	0	1	0	3	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba33	0	0	
iibba34	1	700921	66	Шпринг Кольцо Воды Тета 	9	0	12	11000	1	-1	0	1	80	0	0	0	0	1600	0	1	0	3	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba34	0	0	
iibba35	1	700922	66	Шпринг Кольцо Воды Гамма 	9	0	12	11000	1	-1	0	1	80	0	0	0	0	1600	0	1	0	4	4	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibba35	0	0	
iibba36	1	700923	70	Остерегающее Кольцо Воды Альфа 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	2	0	0	1	0,300000012	0	0	0	0	0	0	1	1	1	1	1	tiibba36	0	0	
iibba37	1	700924	70	Остерегающее Кольцо Воды Бета 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	3	0	0	1	0,300000012	0	0	0	0	0	0	1	1	1	1	1	tiibba37	0	0	
iibba38	1	700925	70	Остерегающее Кольцо Воды Сигма 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	3	0	0	1	0,300000012	0	0	0	0	0	0	1	1	1	1	1	tiibba38	0	0	
iibba39	1	700926	70	Остерегающее Кольцо Воды Дельта 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	4	0	0	1	0,5	0	0	0	0	0	0	1	1	1	1	1	tiibba39	0	0	
iibba40	1	700927	70	Остерегающее Кольцо Воды Эта 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	5	0	0	1	0,5	0	0	0	0	0	0	1	1	1	1	1	tiibba40	0	0	
iibba41	1	700928	70	Остерегающее Кольцо Воды Тета 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	6	0	0	1	0,5	0	0	0	0	0	0	1	1	1	1	1	tiibba41	0	0	
iibba42	1	700929	70	Остерегающее Кольцо Воды Гамма 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	0	7	0	0	1	0,5	0	0	0	0	0	0	1	1	1	1	1	tiibba42	0	0	
iibba43	1	70092A	69	Остерегающее Кольцо Огня Альфа 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	2	0	0	0	2	-0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiibba43	0	0	
iibba44	1	70092B	69	Остерегающее Кольцо Огня Бета 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	3	0	0	0	2	-0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiibba44	0	0	
iibba45	1	70092C	69	Остерегающее Кольцо Огня Сигма 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	3	0	0	0	2	-0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiibba45	0	0	
iibba46	1	70092D	69	Остерегающее Кольцо Огня Дельта 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	4	0	0	0	2	-0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiibba46	0	0	
iibba47	1	70092E	69	Остерегающее Кольцо Огня Эта 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	5	0	0	0	2	-0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiibba47	0	0	
iibba48	1	70092F	69	Остерегающее Кольцо Огня Тета 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	6	0	0	0	2	-0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiibba48	0	0	
iibba49	1	700930	69	Остерегающее Кольцо Огня Гамма 	9	0	12	11000	1	-1	0	1	100	0	0	0	0	2000	0	1	7	0	0	0	2	-0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiibba49	0	0	
iibba50	1	700931	78	Неровное Кольцо Воды Альфа 	9	0	12	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	0	1	2	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiibba50	0	0	
iibba51	1	700932	78	Неровное Кольцо Воды Бета 	9	0	12	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	0	2	1	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiibba51	0	0	
iibba52	1	700933	78	Неровное Кольцо Воды Сигма 	9	0	12	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	0	2	2	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiibba52	0	0	
iibba53	1	700934	78	Неровное Кольцо Воды Дельта 	9	0	12	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	0	3	3	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiibba53	0	0	
iibba54	1	700935	78	Неровное Кольцо Воды Эта 	9	0	12	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	0	3	4	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiibba54	0	0	
iibba55	1	700936	78	Неровное Кольцо Воды Тета 	9	0	12	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	0	4	3	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiibba55	0	0	
iibba56	1	700937	78	Неровное Кольцо Воды Гамма 	9	0	12	11000	1	-1	0	1	150	0	0	0	0	3000	0	1	0	5	5	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiibba56	0	0	
iibba57	1	700938	77	Стихийное Узкое Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	2	3	3	1	0,5	0	0	0	0	0	0	1	1	1	1	1	tiibba57	0	0	
iibba58	1	700939	78	Стихийное Узкое Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	4	2	3	1	0,5	0	0	0	0	0	0	1	1	1	1	1	tiibba58	0	0	
iibba59	1	70093A	79	Стихийное Узкое Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	4	2	1	0,5	0	0	0	0	0	0	1	1	1	1	1	tiibba59	0	0	
iibba60	1	70093B	80	Стихийное Узкое Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	3	3	4	1	0,5	0	0	0	0	0	0	1	1	1	1	1	tiibba60	0	0	
iibba61	1	70093C	77	Стихийное Узкое Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	1	0,300000012	0	0	0	0	0	0	1	1	1	1	1	tiibba61	0	0	
iibba62	1	70093D	78	Стихийное Узкое Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	1	0,300000012	0	0	0	0	0	0	1	1	1	1	1	tiibba62	0	0	
iibba63	1	70093E	79	Стихийное Узкое Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	1	0,300000012	0	0	0	0	0	0	1	1	1	1	1	tiibba63	0	0	
iibba64	1	70093F	80	Стихийное Узкое Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	1	0,300000012	0	0	0	0	0	0	1	1	1	1	1	tiibba64	0	0	
iibba65	1	700940	77	Стихийное Шпринг Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	2	3	3	6	0,100000001	4	5	0	0	0	0	1	1	1	1	1	tiibba65	0	0	
iibba66	1	700941	78	Стихийное Шпринг Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	4	2	3	6	0,150000006	4	10	0	0	0	0	1	1	1	1	1	tiibba66	0	0	
iibba67	1	700942	79	Стихийное Шпринг Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	4	2	6	0,150000006	4	10	0	0	0	0	1	1	1	1	1	tiibba67	0	0	
iibba68	1	700943	80	Стихийное Шпринг Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	3	3	4	6	0,150000006	4	10	0	0	0	0	1	1	1	1	1	tiibba68	0	0	
iibba69	1	700944	77	Стихийное Шпринг Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	6	0,200000003	4	15	0	0	0	0	1	1	1	1	1	tiibba69	0	0	
iibba70	1	700945	78	Стихийное Шпринг Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	4	15	0	0	0	0	1	1	1	1	1	tiibba70	0	0	
iibba71	1	700946	79	Стихийное Шпринг Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	4	15	0	0	0	0	1	1	1	1	1	tiibba71	0	0	
iibba72	1	700947	80	Стихийное Шпринг Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	6	0,200000003	4	20	0	0	0	0	1	1	1	1	1	tiibba72	0	0	
iibba73	1	700948	77	Стихийное Остерегающее Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	2	3	3	6	0,100000001	7	0,100000001	0	0	0	0	1	1	1	1	1	tiibba73	0	0	
iibba74	1	700949	78	Стихийное Остерегающее Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	4	2	3	6	0,150000006	7	0,150000006	0	0	0	0	1	1	1	1	1	tiibba74	0	0	
iibba75	1	70094A	79	Стихийное Остерегающее Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	4	2	6	0,150000006	7	0,150000006	0	0	0	0	1	1	1	1	1	tiibba75	0	0	
iibba76	1	70094B	80	Стихийное Остерегающее Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	3	3	4	6	0,150000006	7	0,150000006	0	0	0	0	1	1	1	1	1	tiibba76	0	0	
iibba77	1	70094C	77	Стихийное Остерегающее Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	6	0,200000003	7	0,200000003	0	0	0	0	1	1	1	1	1	tiibba77	0	0	
iibba78	1	70094D	78	Стихийное Остерегающее Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	7	0,200000003	0	0	0	0	1	1	1	1	1	tiibba78	0	0	
iibba79	1	70094E	79	Стихийное Остерегающее Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	7	0,200000003	0	0	0	0	1	1	1	1	1	tiibba79	0	0	
iibba80	1	70094F	80	Стихийное Остерегающее Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	6	0,200000003	7	0,25	0	0	0	0	1	1	1	1	1	tiibba80	0	0	
iibba81	1	700950	77	Стихийное Неровное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	2	3	3	6	0,100000001	8	1	0	0	0	0	1	1	1	1	1	tiibba81	0	0	
iibba82	1	700951	78	Стихийное Неровное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	4	2	3	6	0,150000006	8	1	0	0	0	0	1	1	1	1	1	tiibba82	0	0	
iibba83	1	700952	79	Стихийное Неровное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	4	2	6	0,150000006	8	1	0	0	0	0	1	1	1	1	1	tiibba83	0	0	
iibba84	1	700953	80	Стихийное Неровное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	3	3	4	6	0,150000006	8	1	0	0	0	0	1	1	1	1	1	tiibba84	0	0	
iibba85	1	700954	77	Стихийное Неровное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	6	0,200000003	8	1	0	0	0	0	1	1	1	1	1	tiibba85	0	0	
iibba86	1	700955	78	Стихийное Неровное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	8	1	0	0	0	0	1	1	1	1	1	tiibba86	0	0	
iibba87	1	700956	79	Стихийное Неровное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	8	1	0	0	0	0	1	1	1	1	1	tiibba87	0	0	
iibba88	1	700957	80	Стихийное Неровное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	6	0,200000003	8	1	0	0	0	0	1	1	1	1	1	tiibba88	0	0	
iibba89	1	700958	77	Стихийное Смертельное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	2	3	3	7	0,100000001	4	5	0	0	0	0	1	1	1	1	1	tiibba89	0	0	
iibba90	1	700959	78	Стихийное Смертельное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	4	2	3	7	0,150000006	4	10	0	0	0	0	1	1	1	1	1	tiibba90	0	0	
iibba91	1	70095A	79	Стихийное Смертельное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	4	2	7	0,150000006	4	10	0	0	0	0	1	1	1	1	1	tiibba91	0	0	
iibba92	1	70095B	80	Стихийное Смертельное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	3	3	4	7	0,150000006	4	10	0	0	0	0	1	1	1	1	1	tiibba92	0	0	
iibba93	1	70095C	77	Стихийное Смертельное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	7	0,200000003	4	15	0	0	0	0	1	1	1	1	1	tiibba93	0	0	
iibba94	1	70095D	78	Стихийное Смертельное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	7	0,200000003	4	15	0	0	0	0	1	1	1	1	1	tiibba94	0	0	
iibba95	1	70095E	79	Стихийное Смертельное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	7	0,200000003	4	15	0	0	0	0	1	1	1	1	1	tiibba95	0	0	
iibba96	1	70095F	80	Стихийное Смертельное Кольцо 	9	0	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	7	0,25	4	20	0	0	0	0	1	1	1	1	1	tiibba96	0	0	
iibba97	1	700960	143	Кольцо Защиты Палмас Омега 	9	7	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	6	0,200000003	7	0,200000003	0	0	0	0	1	1	1	1	1	tiibba97	0	0	
iibba98	1	700961	144	Кольцо Защиты Палмас Эпсилон 	9	7	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	6	0,200000003	4	20	0	0	0	0	1	1	1	1	1	tiibba98	0	0	
iibba99	1	700962	145	Кольцо Защиты Палмас Омикрон 	9	7	12	11000	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	6	0,200000003	7	0,200000003	0	0	0	0	1	1	1	1	1	tiibba99	0	0	
iibbb01	0	700963	0	Кольцо Федерации100	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb01	0	0	
iibbb02	0	700964	0	Кольцо Федерации101	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb02	0	0	
iibbb03	0	700965	0	Кольцо Федерации102	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb03	0	0	
iibbb04	0	700966	0	Кольцо Федерации103	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb04	0	0	
iibbb05	0	700967	0	Кольцо Федерации104	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb05	0	0	
iibbb06	0	700968	0	Кольцо Федерации105	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb06	0	0	
iibbb07	0	700969	0	Кольцо Федерации106	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb07	0	0	
iibbb08	0	70096A	0	Кольцо Федерации107	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb08	0	0	
iibbb09	0	70096B	0	Кольцо Федерации108	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb09	0	0	
iibbb10	0	70096C	0	Кольцо Федерации109	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb10	0	0	
iibbb11	0	70096D	0	Кольцо Федерации110	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb11	0	0	
iibbb12	0	70096E	0	Кольцо Федерации111	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb12	0	0	
iibbb13	0	70096F	0	Кольцо Федерации112	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb13	0	0	
iibbb14	0	700970	0	Кольцо Федерации113	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb14	0	0	
iibbb15	0	700971	0	Кольцо Федерации114	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb15	0	0	
iibbb16	0	700972	0	Кольцо Федерации115	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb16	0	0	
iibbb17	0	700973	0	Кольцо Федерации116	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb17	0	0	
iibbb18	0	700974	0	Кольцо Федерации117	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb18	0	0	
iibbb19	0	700975	0	Кольцо Федерации118	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb19	0	0	
iibbb20	0	700976	0	Кольцо Федерации119	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb20	0	0	
iibbb21	0	700977	0	Кольцо Федерации120	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb21	0	0	
iibbb22	0	700978	0	Кольцо Федерации121	9	0	12	11000	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiibbb22	0	0	
