clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	byte	byte	dword	byte	byte	byte	byte	byte	byte	byte	byte	float	float	float	float	dword	dword	word	word	word	word	dword	END
iibba12	Узкое Кольцо Воды Дельта 	70090B	62	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	125	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	
iibba13	Узкое Кольцо Воды Эта 	70090C	62	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	126	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	
iibba14	Узкое Кольцо Воды Тета 	70090D	62	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	127	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	
iibba15	Узкое Кольцо Земли Альфа 	70090E	63	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	128	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
iibba16	Узкое Кольцо Земли Бета 	70090F	63	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	129	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
iibba17	Узкое Кольцо Земли Сигма 	700910	63	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	130	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
iibba18	Узкое Кольцо Земли Дельта 	700911	63	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	131	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
iibba19	Узкое Кольцо Земли Эта 	700912	63	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	132	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	
iibba20	Узкое Кольцо Земли Тета 	700913	63	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	133	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	
iibba21	Узкое Кольцо Земли Гамма 	700914	63	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	134	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	
iibba22	Узкое Кольцо Ветра Альфа 	700915	64	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	135	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
iibba23	Узкое Кольцо Ветра Бета 	700916	64	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	136	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
iibba24	Узкое Кольцо Ветра Сигма 	700917	64	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	137	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
iibba25	Узкое Кольцо Ветра Дельта 	700918	64	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	138	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
iibba26	Узкое Кольцо Ветра Эта 	700919	64	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	139	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	
iibba27	Узкое Кольцо Ветра Тета 	70091A	64	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	140	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
iibba28	Узкий Амулет Ветра Гамма 	70091B	64	11000	9	1	0	60	0	0	0	0	1200	1	1	1	1	141	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
iibba29	Шпринг Кольцо Воды Альфа 	70091C	66	11000	9	1	0	80	0	0	0	0	1600	1	1	1	1	142	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	
iibba30	Шпринг Кольцо Воды Бета 	70091D	66	11000	9	1	0	80	0	0	0	0	1600	1	1	1	1	143	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	
iibba31	Шпринг Кольцо Воды Сигма 	70091E	66	11000	9	1	0	80	0	0	0	0	1600	1	1	1	1	144	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	
iibba32	Шпринг Кольцо Воды Дельта 	70091F	66	11000	9	1	0	80	0	0	0	0	1600	1	1	1	1	145	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	
iibba33	Шпринг Кольцо Воды Эта 	700920	66	11000	9	1	0	80	0	0	0	0	1600	1	1	1	1	146	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	
iibba34	Шпринг Кольцо Воды Тета 	700921	66	11000	9	1	0	80	0	0	0	0	1600	1	1	1	1	147	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	
iibba35	Шпринг Кольцо Воды Гамма 	700922	66	11000	9	1	0	80	0	0	0	0	1600	1	1	1	1	148	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	
iibba36	Остерегающее Кольцо Воды Альфа 	700923	70	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	149	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	0	2	0	0	0	
iibba37	Остерегающее Кольцо Воды Бета 	700924	70	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	150	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	0	3	0	0	0	
iibba38	Остерегающее Кольцо Воды Сигма 	700925	70	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	151	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	0	3	0	0	0	
iibba39	Остерегающее Кольцо Воды Дельта 	700926	70	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	152	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	0	4	0	0	0	
iibba40	Остерегающее Кольцо Воды Эта 	700927	70	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	153	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	0	5	0	0	0	
iibba41	Остерегающее Кольцо Воды Тета 	700928	70	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	154	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	0	6	0	0	0	
iibba42	Остерегающее Кольцо Воды Гамма 	700929	70	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	155	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	0	7	0	0	0	
iibba43	Остерегающее Кольцо Огня Альфа 	70092A	69	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	156	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,050000001	0	0	0	0	0	2	0	0	0	0	
iibba44	Остерегающее Кольцо Огня Бета 	70092B	69	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	157	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,050000001	0	0	0	0	0	3	0	0	0	0	
iibba45	Остерегающее Кольцо Огня Сигма 	70092C	69	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	158	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,079999998	0	0	0	0	0	3	0	0	0	0	
iibba46	Остерегающее Кольцо Огня Дельта 	70092D	69	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	159	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,100000001	0	0	0	0	0	4	0	0	0	0	
iibba47	Остерегающее Кольцо Огня Эта 	70092E	69	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	160	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,050000001	0	0	0	0	0	5	0	0	0	0	
iibba48	Остерегающее Кольцо Огня Тета 	70092F	69	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	161	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,079999998	0	0	0	0	0	6	0	0	0	0	
iibba49	Остерегающее Кольцо Огня Гамма 	700930	69	11000	9	1	0	100	0	0	0	0	2000	1	1	1	1	162	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,100000001	0	0	0	0	0	7	0	0	0	0	
iibba50	Неровное Кольцо Воды Альфа 	700931	78	11000	9	1	0	150	0	0	0	0	3000	1	1	1	1	163	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	
iibba51	Неровное Кольцо Воды Бета 	700932	78	11000	9	1	0	150	0	0	0	0	3000	1	1	1	1	164	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	
iibba52	Неровное Кольцо Воды Сигма 	700933	78	11000	9	1	0	150	0	0	0	0	3000	1	1	1	1	165	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	
iibba53	Неровное Кольцо Воды Дельта 	700934	78	11000	9	1	0	150	0	0	0	0	3000	1	1	1	1	166	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	
iibba54	Неровное Кольцо Воды Эта 	700935	78	11000	9	1	0	150	0	0	0	0	3000	1	1	1	1	167	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	3	4	0	0	
iibba55	Неровное Кольцо Воды Тета 	700936	78	11000	9	1	0	150	0	0	0	0	3000	1	1	1	1	168	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	
iibba56	Неровное Кольцо Воды Гамма 	700937	78	11000	9	1	0	150	0	0	0	0	3000	1	1	1	1	169	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	5	5	0	0	
iibba57	Стихийное Узкое Кольцо 	700938	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	170	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	4	2	3	3	0	
iibba58	Стихийное Узкое Кольцо 	700939	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	171	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	3	4	2	3	0	
iibba59	Стихийное Узкое Кольцо 	70093A	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	172	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	3	3	4	2	0	
iibba60	Стихийное Узкое Кольцо 	70093B	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	173	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	2	3	3	4	0	
iibba61	Стихийное Узкое Кольцо 	70093C	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	174	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	2	2	2	2	0	
iibba62	Стихийное Узкое Кольцо 	70093D	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	175	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	3	3	3	3	0	
iibba63	Стихийное Узкое Кольцо 	70093E	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	176	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	3	3	3	3	0	
iibba64	Стихийное Узкое Кольцо 	70093F	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	177	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	4	4	4	4	0	
iibba65	Стихийное Шпринг Кольцо 	700940	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	178	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,100000001	5	0	0	0	0	4	2	3	3	0	
iibba66	Стихийное Шпринг Кольцо 	700941	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	179	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,150000006	10	0	0	0	0	3	4	2	3	0	
iibba67	Стихийное Шпринг Кольцо 	700942	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	180	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,150000006	10	0	0	0	0	3	3	4	2	0	
iibba68	Стихийное Шпринг Кольцо 	700943	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	181	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,150000006	10	0	0	0	0	2	3	3	4	0	
iibba69	Стихийное Шпринг Кольцо 	700944	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	182	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,200000003	15	0	0	0	0	2	2	2	2	0	
iibba70	Стихийное Шпринг Кольцо 	700945	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	183	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,200000003	15	0	0	0	0	3	3	3	3	0	
iibba71	Стихийное Шпринг Кольцо 	700946	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	184	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,200000003	15	0	0	0	0	3	3	3	3	0	
iibba72	Стихийное Шпринг Кольцо 	700947	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	185	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,200000003	20	0	0	0	0	4	4	4	4	0	
iibba73	Стихийное Остерегающее Кольцо 	700948	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	186	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	0,100000001	0,100000001	0	0	0	0	4	2	3	3	0	
iibba74	Стихийное Остерегающее Кольцо 	700949	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	187	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	0,150000006	0,150000006	0	0	0	0	3	4	2	3	0	
iibba75	Стихийное Остерегающее Кольцо 	70094A	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	188	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	0,150000006	0,150000006	0	0	0	0	3	3	4	2	0	
iibba76	Стихийное Остерегающее Кольцо 	70094B	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	189	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	0,150000006	0,150000006	0	0	0	0	2	3	3	4	0	
iibba77	Стихийное Остерегающее Кольцо 	70094C	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	190	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	0,200000003	0,200000003	0	0	0	0	2	2	2	2	0	
iibba78	Стихийное Остерегающее Кольцо 	70094D	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	191	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	0,200000003	0,200000003	0	0	0	0	3	3	3	3	0	
iibba79	Стихийное Остерегающее Кольцо 	70094E	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	192	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	0,200000003	0,200000003	0	0	0	0	3	3	3	3	0	
iibba80	Стихийное Остерегающее Кольцо 	70094F	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	193	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	0,200000003	0,25	0	0	0	0	4	4	4	4	0	
iibba81	Стихийное Неровное Кольцо 	700950	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	194	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	8	0	0	0	0	0	0,100000001	1	0	0	0	0	4	2	3	3	0	
iibba82	Стихийное Неровное Кольцо 	700951	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	195	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	8	0	0	0	0	0	0,150000006	1	0	0	0	0	3	4	2	3	0	
iibba83	Стихийное Неровное Кольцо 	700952	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	196	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	8	0	0	0	0	0	0,150000006	1	0	0	0	0	3	3	4	2	0	
iibba84	Стихийное Неровное Кольцо 	700953	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	197	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	8	0	0	0	0	0	0,150000006	1	0	0	0	0	2	3	3	4	0	
iibba85	Стихийное Неровное Кольцо 	700954	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	198	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	8	0	0	0	0	0	0,200000003	1	0	0	0	0	2	2	2	2	0	
iibba86	Стихийное Неровное Кольцо 	700955	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	199	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	8	0	0	0	0	0	0,200000003	1	0	0	0	0	3	3	3	3	0	
iibba87	Стихийное Неровное Кольцо 	700956	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	200	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	8	0	0	0	0	0	0,200000003	1	0	0	0	0	3	3	3	3	0	
iibba88	Стихийное Неровное Кольцо 	700957	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	201	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	8	0	0	0	0	0	0,200000003	1	0	0	0	0	4	4	4	4	0	
iibba89	Стихийное Смертельное Кольцо 	700958	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	202	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,100000001	5	0	0	0	0	4	2	3	3	0	
iibba90	Стихийное Смертельное Кольцо 	700959	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	203	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,150000006	10	0	0	0	0	3	4	2	3	0	
iibba91	Стихийное Смертельное Кольцо 	70095A	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	204	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,150000006	10	0	0	0	0	3	3	4	2	0	
iibba92	Стихийное Смертельное Кольцо 	70095B	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	205	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,150000006	10	0	0	0	0	2	3	3	4	0	
iibba93	Стихийное Смертельное Кольцо 	70095C	77	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	206	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,200000003	15	0	0	0	0	2	2	2	2	0	
iibba94	Стихийное Смертельное Кольцо 	70095D	78	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	207	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,200000003	15	0	0	0	0	3	3	3	3	0	
iibba95	Стихийное Смертельное Кольцо 	70095E	79	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	208	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,200000003	15	0	0	0	0	3	3	3	3	0	
iibba96	Стихийное Смертельное Кольцо 	70095F	80	11000	9	1	0	500	0	0	0	0	10000	1	1	1	1	209	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,25	20	0	0	0	0	4	4	4	4	0	
