string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	dword	dword	float	float	float	float	float	long	dword	float	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	END
iudcf06	1	250205	0	Default Cora male Shirt6	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf06	4096	0	
iudcf07	1	250206	0	Default Cora male Shirt7	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf07	4096	0	
iudcf08	1	250207	0	Default Cora male Shirt8	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf08	4096	0	
iudcf09	1	250208	0	Default Cora male Shirt9	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf09	4096	0	
iudcf10	1	250209	0	Default Cora male Shirt10	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf10	4096	0	
iudcf11	1	25020A	0	Default Cora male Shirt11	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf11	4096	0	
iudcf12	1	25020B	0	Default Cora male Shirt12	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf12	4096	0	
iudcf13	1	25020C	0	Default Cora male Shirt13	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf13	4096	0	
iudcf14	1	25020D	0	Default Cora male Shirt14	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf14	4096	0	
iudcf15	1	25020E	0	Default Cora male Shirt15	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf15	4096	0	
iudcf16	1	25020F	0	Default Cora male Shirt16	502	0	2	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcf16	4096	0	
iudcm01	1	350200	0	Default Cora female Shirt1	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm01	4096	0	
iudcm02	1	350201	0	Default Cora female Shirt2	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm02	4096	0	
iudcm03	1	350202	0	Default Cora female Shirt3	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm03	4096	0	
iudcm04	1	350203	0	Default Cora female Shirt4	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm04	4096	0	
iudcm05	1	350204	0	Default Cora female Shirt5	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm05	4096	0	
iudcm06	1	350205	0	Default Cora female Shirt6	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm06	4096	0	
iudcm07	1	350206	0	Default Cora female Shirt7	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm07	4096	0	
iudcm08	1	350207	0	Default Cora female Shirt8	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm08	4096	0	
iudcm09	1	350208	0	Default Cora female Shirt9	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm09	4096	0	
iudcm10	1	350209	0	Default Cora female Shirt10	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm10	4096	0	
iudcm11	1	35020A	0	Default Cora female Shirt11	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm11	4096	0	
iudcm12	1	35020B	0	Default Cora female Shirt12	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm12	4096	0	
iudcm13	1	35020C	0	Default Cora female Shirt13	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm13	4096	0	
iudcm14	1	35020D	0	Default Cora female Shirt14	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm14	4096	0	
iudcm15	1	35020E	0	Default Cora female Shirt15	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm15	4096	0	
iudcm16	1	35020F	0	Default Cora female Shirt16	502	0	2	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	27	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudcm16	4096	0	
iudam01	1	450200	0	Default Accretia Shirt1	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam01	512	0	
iudam02	1	450201	0	Default Accretia Shirt2	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam02	512	0	
iudam03	1	450202	0	Default Accretia Shirt3	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam03	512	0	
iudam04	1	450203	0	Default Accretia Shirt4	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam04	512	0	
iudam05	1	450204	0	Default Accretia Shirt5	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam05	512	0	
iudam06	1	450205	0	Default Accretia Shirt6	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam06	512	0	
iudam07	1	450206	0	Default Accretia Shirt7	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam07	512	0	
iudam08	1	450207	0	Default Accretia Shirt8	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam08	512	0	
iudam09	1	450208	0	Default Accretia Shirt9	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam09	512	0	
iudam10	1	450209	0	Default Accretia Shirt10	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam10	512	0	
iudam11	1	45020A	0	Default Accretia Shirt11	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam11	512	0	
iudam12	1	45020B	0	Default Accretia Shirt12	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam12	512	0	
iudam13	1	45020C	0	Default Accretia Shirt13	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam13	512	0	
iudam14	1	45020D	0	Default Accretia Shirt14	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam14	512	0	
iudam15	1	45020E	0	Default Accretia Shirt15	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam15	512	0	
iudam16	1	45020F	0	Default Accretia Shirt16	502	0	2	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	10	0	27	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tiudam16	512	0	
iubwa04	1	700200	1	Могущественная Куртка [4	2	0	2	0	11000	4	-1	0	0	1	-1	-1	0	72	0	0	0	0	3	0	0	1,37182796	0	0	1	140	-1	0	0	0	0	14	-2	55	0,5	0,828136981	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tiubwa04	4096	0	
iubwb04	1	700200	1	Тип В  Могущественная Куртка [4	2	1	2	0	11000	4	-1	0	0	1	-1	-1	0	615	0	0	0	0	30	0	0	1,37182796	0	0	1	140	-1	0	0	0	0	47	-2	55	0,5	0,753839016	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tiubwb04	4096	0	
iubwc04	1	700203	190	Могущественная Куртка [4	2	2	2	0	11000	4	-1	0	0	1	-1	-1	1	2	0	0	0	0	200	0	0	1,37182796	0	0	1	140	-1	0	0	0	0	14	-2	55	0,5	0,828136981	3	5	0	0	0	0	0	0	0	1	0	0	1	1	0	tiubwc04	4096	0	
iubwd04	1	700203	190	Могущественная Куртка [4	2	3	2	0	11000	4	-1	0	0	27	-1	-1	1	2	0	0	0	0	200	0	0	1,37182796	0	0	1	140	-1	0	0	0	0	1766	-2	55	0,5	0,828136981	3	5	0	0	0	0	0	0	0	1	0	0	1	1	0	tiubwd04	512	0	
iubwa07	1	700204	2	Могущественная Куртка [7	2	0	2	0	11000	7	-1	0	0	1	-1	-1	0	220	0	0	0	0	11	0	0	1,379526019	0	0	1	140	-1	0	0	0	0	24	-2	73	0,5	0,811693013	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tiubwa07	4096	0	
iubwb07	1	700204	2	Тип В  Могущественная Куртка [7	2	1	2	0	11000	7	-1	0	0	1	-1	-1	0	1384	0	0	0	0	69	0	0	1,379526019	0	0	1	140	-1	0	0	0	0	81	-2	73	0,5	0,692719996	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tiubwb07	0	0	
iubwc07	0	700203	190	Могущественная Куртка [7	2	2	2	0	11000	7	-1	0	0	1	-1	-1	0	220	0	0	0	0	11	0	0	1,379526019	0	0	1	140	-1	0	0	0	0	24	-2	73	0,5	0,811693013	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tiubwc07	0	0	
