clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	byte	stb	byte	word	dword	word	word	word	word	byte	byte	word	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	word	dword	dword	dword	dword	END
unhe019	Шлем Яда	0012D	16	11000	37	0	0	30240000	3	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	10000000	0	0	6840	0	0	0	0	127	50	0	0	0	0	0	0	56	2	-1	99	-1	0	0	12	-1	2	0	
unhe020	Шлем Миража	0012D	16	11000	37	0	0	37800000	3	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	10000000	0	0	8208	0	0	0	0	127	50	0	0	0	0	0	0	61	2	-1	99	-1	0	0	15	-1	2	0	
unhe021	Головной Центратор	10114	4	11000	37	0	0	100000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	371	0	0	0	0	13	10	0	0	0	0	0	0	30	2	-1	1	-1	0	0	1	-1	2	0	
unhe022	Головной Центратор Мк.II	10114	4	11000	37	0	0	200000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	371	0	0	0	0	14	12	0	0	0	0	0	0	30	2	-1	12	-1	0	0	1	-1	2	0	
unhe023	"Вспомогательная Голова ""Баллисты""3"	10116	100	11000	37	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	556	0	0	0	0	127	15	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unhe024	"Вспомогательная Голова ""Баллисты""4"	10114	100	11000	37	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	371	0	0	0	0	127	20	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unhe025	"Вспомогательная Голова ""Баллисты""5"	10114	100	11000	37	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	371	0	0	0	0	127	25	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unhe026	Головной Центратор Мк.III	10114	4	11000	37	0	0	600000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	872	0	0	0	0	78	30	0	0	0	0	0	0	35	2	-1	57	-1	0	0	1	-1	2	0	
unhe027	Головной Центратор Мк.IV	10114	4	11000	37	0	0	800000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	872	0	0	0	0	104	35	0	0	0	0	0	0	37	2	-1	63	-1	0	0	1	-1	2	0	
unhe028	"Вспомогательная Голова ""Баллисты""8"	1011B	100	11000	37	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	153	0	0	0	0	127	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unhe029	"Вспомогательная Голова ""Баллисты""9"	1011C	100	11000	37	0	0	7100000	4	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	153	0	0	0	0	127	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	4	-1	2	0	
unhe030	Головной Энергоцентратор	1011D	5	11000	37	0	0	1100000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	1162	0	0	0	0	127	50	0	0	0	0	0	0	40	2	-1	72	-1	0	0	1	-1	2	0	
unhe031	Головной Энергоцентратор Мк.II	1011D	5	11000	37	0	0	1300000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	1269	0	0	0	0	127	50	0	0	0	0	0	0	42	2	-1	88	-1	0	0	1	-1	2	0	
unhe032	Головной Энергоцентратор Мк.III	1011D	5	11000	37	0	0	1900000	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	1325	0	0	0	0	127	50	0	0	0	0	0	0	48	2	-1	93	-1	0	0	1	-1	2	0	
unhe033	Вспомогательная Голова XR1	10120	6	11000	37	0	0	2100000	2	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	1589	0	0	0	0	127	50	0	0	0	0	0	0	50	2	-1	99	-1	0	0	2	-1	2	0	
unhe034	Вспомогательная Голова XR2	10120	6	11000	37	0	0	8400000	5	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	1907	0	0	0	0	127	50	0	0	0	0	0	0	50	2	-1	99	-1	0	0	5	-1	2	0	
unhe035	Вспомогательная Голова XR3	10120	6	11000	37	0	0	18900000	10	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	2479	0	0	0	0	127	50	0	0	0	0	0	0	50	2	-1	99	-1	0	0	10	-1	2	0	
unhe036	Вспомогательная Голова XR4	10126	8	11000	37	0	0	2100000	2	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	2700	0	0	0	0	127	50	0	0	0	0	0	0	51	2	-1	99	-1	0	0	2	-1	2	0	
unhe037	Вспомогательная Голова XR5	10126	8	11000	37	0	0	8400000	5	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	3200	0	0	0	0	127	50	0	0	0	0	0	0	52	2	-1	99	-1	0	0	5	-1	2	0	
unhe038	Вспомогательная Голова XR6	10126	8	11000	37	0	0	18900000	10	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	4000	0	0	0	0	127	50	0	0	0	0	0	0	53	2	-1	99	-1	0	0	10	-1	2	0	
unhe039	Шлем Изменения	1012D	16	11000	37	0	0	30240000	3	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	4800	0	0	0	0	127	50	0	0	0	0	0	0	56	2	-1	99	-1	0	0	12	-1	2	0	
unhe040	Необычный Шлем	1012D	16	11000	37	0	0	37800000	3	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	01000000	0	0	5760	0	0	0	0	127	50	0	0	0	0	0	0	61	2	-1	99	-1	0	0	15	-1	2	0	
unhe041	"Вспомогательная Голова ""Зодчий""1"	20128	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe042	"Вспомогательная Голова ""Зодчий""2"	20129	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe043	"Вспомогательная Голова ""Зодчий""3"	2012A	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe044	"Вспомогательная Голова ""Зодчий""4"	2012B	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe045	"Вспомогательная Голова ""Зодчий""5"	2012C	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe046	"Вспомогательная Голова ""Зодчий""6"	2012D	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe047	"Вспомогательная Голова ""Зодчий""7"	2012E	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe048	"Вспомогательная Голова ""Зодчий""8"	2012F	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe049	"Вспомогательная Голова ""Зодчий""9"	20130	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe050	"Вспомогательная Голова ""Зодчий""10"	20131	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe051	"Вспомогательная Голова ""Зодчий""11"	20132	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe052	"Вспомогательная Голова ""Зодчий""12"	20133	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe053	"Вспомогательная Голова ""Зодчий""13"	20134	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe054	"Вспомогательная Голова ""Зодчий""14"	20135	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe055	"Вспомогательная Голова ""Зодчий""15"	20136	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe056	"Вспомогательная Голова ""Зодчий""16"	20137	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe057	"Вспомогательная Голова ""Зодчий""17"	20138	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe058	"Вспомогательная Голова ""Зодчий""18"	20139	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe059	"Вспомогательная Голова ""Зодчий""19"	2013A	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe060	"Вспомогательная Голова ""Зодчий""20"	2013B	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00100000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe061	"Вспомогательная Голова ""Скитальца""1"	3013C	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe062	"Вспомогательная Голова ""Скитальца""2"	3013D	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe063	"Вспомогательная Голова ""Скитальца""3"	3013E	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe064	"Вспомогательная Голова ""Скитальца""4"	3013F	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe065	"Вспомогательная Голова ""Скитальца""5"	30140	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe066	"Вспомогательная Голова ""Скитальца""6"	30141	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe067	"Вспомогательная Голова ""Скитальца""7"	30142	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe068	"Вспомогательная Голова ""Скитальца""8"	30143	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe069	"Вспомогательная Голова ""Скитальца""9"	30144	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe070	"Вспомогательная Голова ""Скитальца""10"	30145	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe071	"Вспомогательная Голова ""Скитальца""11"	30146	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe072	"Вспомогательная Голова ""Скитальца""12"	30147	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe073	"Вспомогательная Голова ""Скитальца""13"	30148	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe074	"Вспомогательная Голова ""Скитальца""14"	30149	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe075	"Вспомогательная Голова ""Скитальца""15"	3014A	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe076	"Вспомогательная Голова ""Скитальца""16"	3014B	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe077	"Вспомогательная Голова ""Скитальца""17"	3014C	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe078	"Вспомогательная Голова ""Скитальца""18"	3014D	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe079	"Вспомогательная Голова ""Скитальца""19"	3014E	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
unhe080	"Вспомогательная Голова ""Скитальца""20"	3014F	100	11000	37	0	0	100000	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	00010000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	100	2	-1	100	-1	0	0	0	-1	2	0	
