clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	byte	stb	byte	word	dword	word	word	word	word	byte	byte	word	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	word	dword	dword	dword	dword	END
unup051	"Вспомогательный Корпус ""Зодчего""11"	20232	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup052	"Вспомогательный Корпус ""Зодчего""12"	20233	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup053	"Вспомогательный Корпус ""Зодчего""13"	20234	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup054	"Вспомогательный Корпус ""Зодчего""14"	20235	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup055	"Вспомогательный Корпус ""Зодчего""15"	20236	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup056	"Вспомогательный Корпус ""Зодчего""16"	20237	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup057	"Вспомогательный Корпус ""Зодчего""17"	20238	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup058	"Вспомогательный Корпус ""Зодчего""18"	20239	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup059	"Вспомогательный Корпус ""Зодчего""19"	2023A	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup060	"Вспомогательный Корпус ""Зодчего""20"	2023B	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00100000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup061	"Вспомогательный Корпус ""Скитальца""1"	3023C	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup062	"Вспомогательный Корпус ""Скитальца""2"	3023D	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup063	"Вспомогательный Корпус ""Скитальца""3"	3023E	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup064	"Вспомогательный Корпус ""Скитальца""4"	3023F	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup065	"Вспомогательный Корпус ""Скитальца""5"	30240	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup066	"Вспомогательный Корпус ""Скитальца""6"	30241	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup067	"Вспомогательный Корпус ""Скитальца""7"	30242	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup068	"Вспомогательный Корпус ""Скитальца""8"	30243	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup069	"Вспомогательный Корпус ""Скитальца""9"	30244	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup070	"Вспомогательный Корпус ""Скитальца""10"	30245	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup071	"Вспомогательный Корпус ""Скитальца""11"	30246	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup072	"Вспомогательный Корпус ""Скитальца""12"	30247	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup073	"Вспомогательный Корпус ""Скитальца""13"	30248	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup074	"Вспомогательный Корпус ""Скитальца""14"	30249	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup075	"Вспомогательный Корпус ""Скитальца""15"	3024A	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup076	"Вспомогательный Корпус ""Скитальца""16"	3024B	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup077	"Вспомогательный Корпус ""Скитальца""17"	3024C	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup078	"Вспомогательный Корпус ""Скитальца""18"	3024D	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup079	"Вспомогательный Корпус ""Скитальца""19"	3024E	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
unup080	"Вспомогательный Корпус ""Скитальца""20"	3024F	100	11000	38	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	00010000	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	100	2	-1	100	-1	0	0	1	-1	2	0	
