string[64]	string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	float	dword	float	dword	float	dword	float	string[64]	dword	dword	END
unup013	0020C	3	Корпус ЦИКЛОП	1	10000000	-1	-1	-1	0	0	50	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	5995	49	-1	25	25	25	25	0	2100000	1	1	42000	0	0	0	0	0	0	0	0	0	0	0	tunup013	-1	2	
unup014	0020C	3	Корпус ТРОЙ	1	10000000	-1	-1	-1	0	0	50	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	7193	49	-1	27	27	27	27	0	8400000	1	1	168000	0	0	0	0	0	0	0	0	0	0	0	tunup014	-1	2	
unup015	0020C	3	Корпус АРЕС	1	10000000	-1	-1	-1	0	0	50	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	9351	49	-1	30	30	30	30	0	18900000	1	1	378000	0	0	0	0	0	0	0	0	0	0	0	tunup015	-1	2	
unup016	00212	7	Корпус МИРОТВОРЕЦ	1	10000000	-1	-1	-1	0	0	52	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	10000	49	-1	30	30	30	30	0	2100000	3	3	42000	0	0	0	0	0	0	0	0	0	0	0	tunup016	-1	2	
unup017	00212	7	Корпус СТРАЖ	1	10000000	-1	-1	-1	0	0	53	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	13000	49	-1	33	33	33	33	0	8400000	3	3	168000	0	0	0	0	0	0	0	0	0	0	0	tunup017	-1	2	
unup018	00212	7	Корпус ТИТАН	1	10000000	-1	-1	-1	0	0	54	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	16000	49	-1	36	36	36	36	0	18900000	3	3	378000	0	0	0	0	0	0	0	0	0	0	0	tunup018	-1	2	
unup019	0022D	16	Броня Яда	1	10000000	-1	-1	-1	0	0	57	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	19200	49	-1	37	37	37	37	0	30240000	3	12	604800	0	0	0	0	0	0	0	0	0	0	0	tunup019	-1	2	
unup020	0022D	16	Броня Миража	1	10000000	-1	-1	-1	0	0	62	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	23040	49	-1	38	38	38	38	0	37800000	3	15	756000	0	0	0	0	0	0	0	0	0	0	0	tunup020	-1	2	
unup021	10214	4	Обычная Броня	1	01000000	-1	-1	-1	0	0	30	-1	2	1	-1	-1	1	0	0	0	0	-1	-1	0	50	50	371	49	-1	3	3	3	3	0	100000	1	1	2000	0	0	0	0	0	0	0	0	0	0	0	tunup021	-1	2	
unup022	10215	100	"Вспомогательный Корпус ""Баллисты""2"	1	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	76	49	-1	45	45	45	45	0	7100000	4	4	142000	0	0	0	0	0	0	0	0	0	0	0	tunup022	-1	2	
unup023	10216	100	"Вспомогательный Корпус ""Баллисты""3"	1	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	76	49	-1	45	45	45	45	0	7100000	4	4	142000	0	0	0	0	0	0	0	0	0	0	0	tunup023	-1	2	
unup024	10217	100	Тяжелая Броня Баллисты	1	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	497	49	-1	45	45	45	45	0	7100000	4	4	142000	0	0	0	0	0	0	0	0	0	0	0	tunup024	-1	2	
unup025	10214	100	Легкая Броня	1	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	535	49	-1	45	45	45	45	0	7100000	4	4	142000	0	0	0	0	0	0	0	0	0	0	0	tunup025	-1	2	
unup026	10214	4	Молекулярная Броня	1	01000000	-1	-1	-1	0	0	38	-1	2	57	-1	-1	1	0	0	0	0	-1	-1	0	50	50	1147	49	-1	7	7	7	7	0	900000	1	1	18000	0	0	0	0	0	0	0	0	0	0	0	tunup026	-1	2	
unup027	10214	100	Усиленная Легкая Прочная Броня	1	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	688	49	-1	45	45	45	45	0	7100000	4	4	142000	0	0	0	0	0	0	0	0	0	0	0	tunup027	-1	2	
unup028	1021B	100	"Вспомогательный Корпус ""Баллисты""8"	1	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	76	49	-1	45	45	45	45	0	7100000	4	4	142000	0	0	0	0	0	0	0	0	0	0	0	tunup028	-1	2	
unup029	1021C	100	"Вспомогательный Корпус ""Баллисты""9"	1	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	76	49	-1	45	45	45	45	0	7100000	4	4	142000	0	0	0	0	0	0	0	0	0	0	0	tunup029	-1	2	
unup030	1021D	5	Пластинчатая Броня	1	01000000	-1	-1	-1	0	0	40	-1	2	70	-1	-1	1	0	0	0	0	-1	-1	0	50	50	1649	49	-1	9	9	9	9	0	1100000	1	1	22000	0	0	0	0	0	0	0	0	0	0	0	tunup030	-1	2	
unup031	1021E	100	"Вспомогательный Корпус ""Баллисты""11"	1	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	2138	49	-1	45	45	45	45	0	7100000	4	4	142000	0	0	0	0	0	0	0	0	0	0	0	tunup031	-1	2	
unup032	1021D	5	Тугоплавкая Броня	1	01000000	-1	-1	-1	0	0	48	-1	2	95	-1	-1	1	0	0	0	0	-1	-1	0	50	50	2891	49	-1	13	13	13	13	0	1900000	1	1	38000	0	0	0	0	0	0	0	0	0	0	0	tunup032	-1	2	
unup033	10220	6	Вспомогательный Корпус XR1	1	01000000	-1	-1	-1	0	0	50	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	3469	49	-1	15	15	15	15	0	2100000	2	2	42000	0	0	0	0	0	0	0	0	0	0	0	tunup033	-1	2	
unup034	10220	6	Вспомогательный Корпус XR2	1	01000000	-1	-1	-1	0	0	50	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	4163	49	-1	16	16	16	16	0	8400000	5	5	168000	0	0	0	0	0	0	0	0	0	0	0	tunup034	-1	2	
unup035	10220	6	Вспомогательный Корпус XR3	1	01000000	-1	-1	-1	0	0	50	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	5411	49	-1	18	18	18	18	0	18900000	10	10	378000	0	0	0	0	0	0	0	0	0	0	0	tunup035	-1	2	
unup036	10226	8	Вспомогательный Корпус XR4	1	01000000	-1	-1	-1	0	0	52	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	6000	49	-1	18	18	18	18	0	2100000	2	2	42000	0	0	0	0	0	0	0	0	0	0	0	tunup036	-1	2	
unup037	10226	8	Вспомогательный Корпус XR5	1	01000000	-1	-1	-1	0	0	53	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	6800	49	-1	19	19	19	19	0	8400000	5	5	168000	0	0	0	0	0	0	0	0	0	0	0	tunup037	-1	2	
unup038	10226	8	Вспомогательный Корпус XR6	1	01000000	-1	-1	-1	0	0	54	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	7500	49	-1	21	21	21	21	0	18900000	10	10	378000	0	0	0	0	0	0	0	0	0	0	0	tunup038	-1	2	
unup039	1022D	16	Броня Изменения	1	01000000	-1	-1	-1	0	0	57	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	9000	49	-1	23	23	23	23	0	30240000	3	12	604800	0	0	0	0	0	0	0	0	0	0	0	tunup039	-1	2	
unup040	1022D	16	Необычная Броня	1	01000000	-1	-1	-1	0	0	62	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	10800	49	-1	25	25	25	25	0	37800000	3	15	756000	0	0	0	0	0	0	0	0	0	0	0	tunup040	-1	2	
unup041	20228	100	"Вспомогательный Корпус ""Зодчего""1"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup041	-1	2	
unup042	20229	100	"Вспомогательный Корпус ""Зодчего""2"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup042	-1	2	
unup043	2022A	100	"Вспомогательный Корпус ""Зодчего""3"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup043	-1	2	
unup044	2022B	100	"Вспомогательный Корпус ""Зодчего""4"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup044	-1	2	
unup045	2022C	100	"Вспомогательный Корпус ""Зодчего""5"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup045	-1	2	
unup046	2022D	100	"Вспомогательный Корпус ""Зодчего""6"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup046	-1	2	
unup047	2022E	100	"Вспомогательный Корпус ""Зодчего""7"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup047	-1	2	
unup048	2022F	100	"Вспомогательный Корпус ""Зодчего""8"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup048	-1	2	
unup049	20230	100	"Вспомогательный Корпус ""Зодчего""9"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup049	-1	2	
unup050	20231	100	"Вспомогательный Корпус ""Зодчего""10"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup050	-1	2	
unup051	20232	100	"Вспомогательный Корпус ""Зодчего""11"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup051	-1	2	
unup052	20233	100	"Вспомогательный Корпус ""Зодчего""12"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup052	-1	2	
unup053	20234	100	"Вспомогательный Корпус ""Зодчего""13"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup053	-1	2	
unup054	20235	100	"Вспомогательный Корпус ""Зодчего""14"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup054	-1	2	
unup055	20236	100	"Вспомогательный Корпус ""Зодчего""15"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup055	-1	2	
unup056	20237	100	"Вспомогательный Корпус ""Зодчего""16"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup056	-1	2	
unup057	20238	100	"Вспомогательный Корпус ""Зодчего""17"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup057	-1	2	
unup058	20239	100	"Вспомогательный Корпус ""Зодчего""18"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup058	-1	2	
unup059	2023A	100	"Вспомогательный Корпус ""Зодчего""19"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup059	-1	2	
unup060	2023B	100	"Вспомогательный Корпус ""Зодчего""20"	1	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup060	-1	2	
unup061	3023C	100	"Вспомогательный Корпус ""Скитальца""1"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup061	-1	2	
unup062	3023D	100	"Вспомогательный Корпус ""Скитальца""2"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup062	-1	2	
unup063	3023E	100	"Вспомогательный Корпус ""Скитальца""3"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup063	-1	2	
unup064	3023F	100	"Вспомогательный Корпус ""Скитальца""4"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup064	-1	2	
unup065	30240	100	"Вспомогательный Корпус ""Скитальца""5"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup065	-1	2	
unup066	30241	100	"Вспомогательный Корпус ""Скитальца""6"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup066	-1	2	
unup067	30242	100	"Вспомогательный Корпус ""Скитальца""7"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup067	-1	2	
unup068	30243	100	"Вспомогательный Корпус ""Скитальца""8"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup068	-1	2	
unup069	30244	100	"Вспомогательный Корпус ""Скитальца""9"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup069	-1	2	
unup070	30245	100	"Вспомогательный Корпус ""Скитальца""10"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup070	-1	2	
unup071	30246	100	"Вспомогательный Корпус ""Скитальца""11"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup071	-1	2	
unup072	30247	100	"Вспомогательный Корпус ""Скитальца""12"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup072	-1	2	
unup073	30248	100	"Вспомогательный Корпус ""Скитальца""13"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup073	-1	2	
unup074	30249	100	"Вспомогательный Корпус ""Скитальца""14"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup074	-1	2	
unup075	3024A	100	"Вспомогательный Корпус ""Скитальца""15"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup075	-1	2	
unup076	3024B	100	"Вспомогательный Корпус ""Скитальца""16"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup076	-1	2	
unup077	3024C	100	"Вспомогательный Корпус ""Скитальца""17"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup077	-1	2	
unup078	3024D	100	"Вспомогательный Корпус ""Скитальца""18"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup078	-1	2	
unup079	3024E	100	"Вспомогательный Корпус ""Скитальца""19"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup079	-1	2	
unup080	3024F	100	"Вспомогательный Корпус ""Скитальца""20"	1	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	49	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	tunup080	-1	2	
