string[64]	string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	float	dword	float	dword	float	dword	float	string[64]	dword	dword	END
unba019	00612	100	"Вспомогательная Тыльная Броня ""Голиафа""19"	5	10000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	125	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba019	-1	2	
unba020	00613	100	"Вспомогательная Тыльная Броня ""Голиафа""20"	5	10000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	125	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba020	-1	2	
unbc000	106FF	5	Арьергардный Двигатель	5	01000000	-1	-1	-1	0	0	30	-1	2	1	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tunbc000	-1	2	
unba021	10614	6	Блок для боеприпасов	5	01000000	-1	-1	-1	0	0	30	-1	2	15	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	300000	0	1	6000	50	0	4	0	0	0	0	0	0	0	0	tunba021	-1	2	
unba022	10615	100	"Вспомогательная Тыльная Броня ""Баллисты""2"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	0	0	0	0	0	0	0	0	0	tunba022	-1	2	
unba023	10616	100	"Вспомогательная Тыльная Броня ""Баллисты""3"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba023	-1	2	
unba024	10617	100	"Вспомогательная Тыльная Броня ""Баллисты""4"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	0	0	0	0	0	0	0	0	0	tunba024	-1	2	
unba025	10618	100	"Вспомогательная Тыльная Броня ""Баллисты""5"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba025	-1	2	
unba026	10619	100	"Вспомогательная Тыльная Броня ""Баллисты""6"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	0	0	0	0	0	0	0	0	0	tunba026	-1	2	
unba027	1061A	100	"Вспомогательная Тыльная Броня ""Баллисты""7"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba027	-1	2	
unba028	1061B	100	"Вспомогательная Тыльная Броня ""Баллисты""8"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	0	0	0	0	0	0	0	0	0	tunba028	-1	2	
unba029	1061C	100	"Вспомогательная Тыльная Броня ""Баллисты""9"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba029	-1	2	
unba030	1061D	7	Отсек для боеприпасов	5	01000000	-1	-1	-1	0	0	41	-1	2	80	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	1000000	0	1	20000	100	2	4	0	0	0	0	0	0	0	0	tunba030	-1	2	
unba031	1061E	100	"Вспомогательная Тыльная Броня ""Баллисты""11"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba031	-1	2	
unba032	1061F	100	"Вспомогательная Тыльная Броня ""Баллисты""12"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	85	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba032	-1	2	
unba033	10620	8	Тыльная Броня XR3	5	01000000	-1	-1	-1	0	0	49	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	110	0	-1	0	0	0	0	0	3000000	0	5	60000	200	2	8	0	0	0	0	0	0	0	0	tunba033	-1	2	
unba034	10637	10	Тыльная Броня XR4	5	01000000	-1	-1	-1	0	0	54	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	3000000	0	5	60000	200	2	8	0	0	0	0	0	0	0	0	tunba034	-1	2	
unba035	1062D	16	Накидка Яда	5	01000000	-1	-1	-1	0	0	56	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	120	0	-1	0	0	0	0	0	4800000	0	20	96000	200	2	8	0	0	0	0	0	0	0	0	tunba035	-1	2	
unba036	1062D	16	Накидка Миража	5	01000000	-1	-1	-1	0	0	61	-1	2	99	-1	-1	1	0	0	0	0	-1	-1	0	50	50	144	0	-1	0	0	0	0	0	6000000	0	25	120000	200	2	8	0	0	0	0	0	0	0	0	tunba036	-1	2	
unba037	10624	100	"Вспомогательная Тыльная Броня ""Баллисты""17"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba037	-1	2	
unba038	10625	100	"Вспомогательная Тыльная Броня ""Баллисты""18"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba038	-1	2	
unba039	10626	100	"Вспомогательная Тыльная Броня ""Баллисты""19"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba039	-1	2	
unba040	10627	100	"Вспомогательная Тыльная Броня ""Баллисты""20"	5	01000000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba040	-1	2	
unbe000	206FF	100	Композитная Тыльная Броня	5	00100000	-1	-1	-1	0	0	100	-1	2	1	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tunbe000	-1	2	
unba041	20628	100	"Вспомогательная Тыльная Броня ""Зодчего""1"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba041	-1	2	
unba042	20629	100	"Вспомогательная Тыльная Броня ""Зодчего""2"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba042	-1	2	
unba043	2062A	100	"Вспомогательная Тыльная Броня ""Зодчего""3"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba043	-1	2	
unba044	2062B	100	"Вспомогательная Тыльная Броня ""Зодчего""4"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba044	-1	2	
unba045	2062C	100	"Вспомогательная Тыльная Броня ""Зодчего""5"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba045	-1	2	
unba046	2062D	100	"Вспомогательная Тыльная Броня ""Зодчего""6"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba046	-1	2	
unba047	2062E	100	"Вспомогательная Тыльная Броня ""Зодчего""7"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba047	-1	2	
unba048	2062F	100	"Вспомогательная Тыльная Броня ""Зодчего""8"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba048	-1	2	
unba049	20630	100	"Вспомогательная Тыльная Броня ""Зодчего""9"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba049	-1	2	
unba050	20631	100	"Вспомогательная Тыльная Броня ""Зодчего""10"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba050	-1	2	
unba051	20632	100	"Вспомогательная Тыльная Броня ""Зодчего""11"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba051	-1	2	
unba052	20633	100	"Вспомогательная Тыльная Броня ""Зодчего""12"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba052	-1	2	
unba053	20634	100	"Вспомогательная Тыльная Броня ""Зодчего""13"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba053	-1	2	
unba054	20635	100	"Вспомогательная Тыльная Броня ""Зодчего""14"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba054	-1	2	
unba055	20636	100	"Вспомогательная Тыльная Броня ""Зодчего""15"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba055	-1	2	
unba056	20637	100	"Вспомогательная Тыльная Броня ""Зодчего""16"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba056	-1	2	
unba057	20638	100	"Вспомогательная Тыльная Броня ""Зодчего""17"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba057	-1	2	
unba058	20639	100	"Вспомогательная Тыльная Броня ""Зодчего""18"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba058	-1	2	
unba059	2063A	100	"Вспомогательная Тыльная Броня ""Зодчего""19"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba059	-1	2	
unba060	2063B	100	"Вспомогательная Тыльная Броня ""Зодчего""20"	5	00100000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba060	-1	2	
unbn000	306FF	100	Композитная Тыльная Броня	5	00010000	-1	-1	-1	0	0	100	-1	2	1	-1	-1	1	0	0	0	0	-1	-1	0	50	50	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tunbn000	-1	2	
unba061	3063C	100	"Вспомогательная Тыльная Броня ""Скитальца""1"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba061	-1	2	
unba062	3063D	100	"Вспомогательная Тыльная Броня ""Скитальца""2"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba062	-1	2	
unba063	3063E	100	"Вспомогательная Тыльная Броня ""Скитальца""3"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba063	-1	2	
unba064	3063F	100	"Вспомогательная Тыльная Броня ""Скитальца""4"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba064	-1	2	
unba065	30640	100	"Вспомогательная Тыльная Броня ""Скитальца""5"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba065	-1	2	
unba066	30641	100	"Вспомогательная Тыльная Броня ""Скитальца""6"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba066	-1	2	
unba067	30642	100	"Вспомогательная Тыльная Броня ""Скитальца""7"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba067	-1	2	
unba068	30643	100	"Вспомогательная Тыльная Броня ""Скитальца""8"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba068	-1	2	
unba069	30644	100	"Вспомогательная Тыльная Броня ""Скитальца""9"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba069	-1	2	
unba070	30645	100	"Вспомогательная Тыльная Броня ""Скитальца""10"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba070	-1	2	
unba071	30646	100	"Вспомогательная Тыльная Броня ""Скитальца""11"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba071	-1	2	
unba072	30647	100	"Вспомогательная Тыльная Броня ""Скитальца""12"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba072	-1	2	
unba073	30648	100	"Вспомогательная Тыльная Броня ""Скитальца""13"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba073	-1	2	
unba074	30649	100	"Вспомогательная Тыльная Броня ""Скитальца""14"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	4	0	0	0	0	0	0	0	0	tunba074	-1	2	
unba075	3064A	100	"Вспомогательная Тыльная Броня ""Скитальца""15"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba075	-1	2	
unba076	3064B	100	"Вспомогательная Тыльная Броня ""Скитальца""16"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba076	-1	2	
unba077	3064C	100	"Вспомогательная Тыльная Броня ""Скитальца""17"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba077	-1	2	
unba078	3064D	100	"Вспомогательная Тыльная Броня ""Скитальца""18"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba078	-1	2	
unba079	3064E	100	"Вспомогательная Тыльная Броня ""Скитальца""19"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	2	0	0	0	0	0	0	0	0	0	tunba079	-1	2	
unba080	3064F	100	"Вспомогательная Тыльная Броня ""Скитальца""20"	5	00010000	-1	-1	-1	0	0	100	-1	2	100	-1	-1	1	0	0	0	0	-1	-1	0	50	50	100	0	-1	0	0	0	0	0	100000	0	1	2000	0	0	8	0	0	0	0	0	0	0	0	tunba080	-1	2	
