string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	dword	dword	float	float	float	float	float	long	dword	float	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	END
isdbm07	1	150506	0	Стандартная Обувь Беллатийки7	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm07	4096	0	
isdbm08	1	150507	0	Стандартная Обувь Беллатийки8	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm08	4096	0	
isdbm09	1	150508	0	Стандартная Обувь Беллатийки9	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm09	4096	0	
isdbm10	1	150509	0	Стандартная Обувь Беллатийки10	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm10	4096	0	
isdbm11	1	15050A	0	Стандартная Обувь Беллатийки11	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm11	4096	0	
isdbm12	1	15050B	0	Стандартная Обувь Беллатийки12	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm12	4096	0	
isdbm13	1	15050C	0	Стандартная Обувь Беллатийки13	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm13	4096	0	
isdbm14	1	15050D	0	Стандартная Обувь Беллатийки14	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm14	4096	0	
isdbm15	1	15050E	0	Стандартная Обувь Беллатийки15	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm15	4096	0	
isdbm16	1	15050F	0	Стандартная Обувь Беллатийки16	505	0	5	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdbm16	4096	0	
isdcf01	1	250500	0	Стандартная Обувь Корита1	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf01	4096	0	
isdcf02	1	250501	0	Стандартная Обувь Корита2	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf02	4096	0	
isdcf03	1	250502	0	Стандартная Обувь Корита3	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf03	4096	0	
isdcf04	1	250503	0	Стандартная Обувь Корита4	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf04	4096	0	
isdcf05	1	250504	0	Стандартная Обувь Корита5	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf05	4096	0	
isdcf06	1	250505	0	Стандартная Обувь Корита6	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf06	4096	0	
isdcf07	1	250506	0	Стандартная Обувь Корита7	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf07	4096	0	
isdcf08	1	250507	0	Стандартная Обувь Корита8	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf08	4096	0	
isdcf09	1	250508	0	Стандартная Обувь Корита9	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf09	4096	0	
isdcf10	1	250509	0	Стандартная Обувь Корита10	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf10	4096	0	
isdcf11	1	25050A	0	Стандартная Обувь Корита11	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf11	4096	0	
isdcf12	1	25050B	0	Стандартная Обувь Корита12	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf12	4096	0	
isdcf13	1	25050C	0	Стандартная Обувь Корита13	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf13	4096	0	
isdcf14	1	25050D	0	Стандартная Обувь Корита14	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf14	4096	0	
isdcf15	1	25050E	0	Стандартная Обувь Корита15	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf15	4096	0	
isdcf16	1	25050F	0	Стандартная Обувь Корита16	505	0	5	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcf16	4096	0	
isdcm01	1	350500	0	Стандартная Обувь Коритки1	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm01	4096	0	
isdcm02	1	350501	0	Стандартная Обувь Коритки2	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm02	4096	0	
isdcm03	1	350502	0	Стандартная Обувь Коритки3	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm03	4096	0	
isdcm04	1	350503	0	Стандартная Обувь Коритки4	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm04	4096	0	
isdcm05	1	350504	0	Стандартная Обувь Коритки5	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm05	4096	0	
isdcm06	1	350505	0	Стандартная Обувь Коритки6	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm06	4096	0	
isdcm07	1	350506	0	Стандартная Обувь Коритки7	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm07	4096	0	
isdcm08	1	350507	0	Стандартная Обувь Коритки8	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm08	4096	0	
isdcm09	1	350508	0	Стандартная Обувь Коритки9	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm09	4096	0	
isdcm10	1	350509	0	Стандартная Обувь Коритки10	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm10	4096	0	
isdcm11	1	35050A	0	Стандартная Обувь Коритки11	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm11	4096	0	
isdcm12	1	35050B	0	Стандартная Обувь Коритки12	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm12	4096	0	
isdcm13	1	35050C	0	Стандартная Обувь Коритки13	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm13	4096	0	
isdcm14	1	35050D	0	Стандартная Обувь Коритки14	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm14	4096	0	
isdcm15	1	35050E	0	Стандартная Обувь Коритки15	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm15	4096	0	
isdcm16	1	35050F	0	Стандартная Обувь Коритки16	505	0	5	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	5	0	20	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdcm16	4096	0	
isdam01	1	450500	0	Стандартная Обувь Акретианина1	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam01	4096	0	
isdam02	1	450501	0	Стандартная Обувь Акретианина2	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam02	4096	0	
isdam03	1	450502	0	Стандартная Обувь Акретианина3	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam03	4096	0	
isdam04	1	450503	0	Стандартная Обувь Акретианина4	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam04	4096	0	
isdam05	1	450504	0	Стандартная Обувь Акретианина5	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam05	4096	0	
isdam06	1	450505	0	Стандартная Обувь Акретианина6	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam06	4096	0	
isdam07	1	450506	0	Стандартная Обувь Акретианина7	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam07	4096	0	
isdam08	1	450507	0	Стандартная Обувь Акретианина8	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam08	4096	0	
isdam09	1	450508	0	Стандартная Обувь Акретианина9	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam09	4096	0	
isdam10	1	450509	0	Стандартная Обувь Акретианина10	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam10	4096	0	
isdam11	1	45050A	0	Стандартная Обувь Акретианина11	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam11	4096	0	
isdam12	1	45050B	0	Стандартная Обувь Акретианина12	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam12	4096	0	
isdam13	1	45050C	0	Стандартная Обувь Акретианина13	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam13	4096	0	
isdam14	1	45050D	0	Стандартная Обувь Акретианина14	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam14	4096	0	
isdam15	1	45050E	0	Стандартная Обувь Акретианина15	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam15	4096	0	
isdam16	1	45050F	0	Стандартная Обувь Акретианина16	505	0	5	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	6	0	20	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tisdam16	4096	0	
isbwa04	1	700500	1	Могущественные Ботинки [4	5	0	5	0	11000	4	-1	0	0	1	-1	-1	0	54	0	0	0	0	2	0	0	1,01395905	0	0	1	40	-1	0	0	0	0	9	-2	40	0,5	0,828136981	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tisbwa04	1024	0	
isbwb04	1	700500	1	Тип В  Могущественные Ботинки [4	5	1	5	0	11000	4	-1	0	0	1	-1	-1	0	450	0	0	0	0	22	0	0	1,01395905	0	0	1	40	-1	0	0	0	0	31	-2	40	0,5	0,753839016	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tisbwb04	1024	0	
isbwc04	1	700503	190	Могущественные Ботинки [4	5	2	5	0	11000	4	-1	0	0	1	-1	-1	0	54	0	0	0	0	2	0	0	1,01395905	0	0	1	40	-1	0	0	0	0	9	-2	40	0,5	0,828136981	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tisbwc04	1024	0	
isbwd04	1	700503	190	Могущественные Ботинки [4	5	3	5	0	11000	4	-1	0	0	27	-1	-1	1	2	0	0	0	0	200	0	0	1,01395905	0	0	1	40	-1	0	0	0	0	1192	-2	40	0,5	0,828136981	3	5	0	0	0	0	0	0	0	1	0	0	1	1	0	tisbwd04	256	0	
isbwa07	1	700504	2	Могущественные Ботинки [7	5	0	5	0	11000	7	-1	0	0	1	-1	-1	0	168	0	0	0	0	8	0	0	1,019649982	0	0	1	40	-1	0	0	0	0	17	-2	53	0,5	0,811693013	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tisbwa07	1024	0	
