dword	text	END
81	Таинственный материал, получаемый в процессе очистки руды. Уменьшает требуемый предметом уровень персонажа на 1. В совокупности уменьшение не более 5 уровней. Эффект доступен после получения первой специализации. Действует 720 часов.	
82	Таинственный материал, получаемый в процессе очистки руды. Увеличивает получаемые очки боевого опыта на 10%. В совокупности не более 50% увеличения. Действует только пока персонаж в игре. Время действия - 6 часов.	
83	Таинственный материал, получаемый в процессе очистки руды. Увеличивает получаемые очки боевого опыта на 10%. В совокупности не более 50% увеличения. Действует только пока персонаж в игре. Время действия - 12 часов.	
84	Таинственный материал, получаемый в процессе очистки руды. Увеличивает получаемые очки боевого опыта на 10%. В совокупности не более 50% увеличения. Действует только пока персонаж в игре. Время действия -20 часов.	
85	Таинственный материал, получаемый в процессе очистки руды. Увеличивает получаемые очки боевого опыта на 10%. В совокупности не более 50% увеличения. Действует только пока персонаж в игре. Время действия - 30 часов.	
86	Таинственный материал, получаемый в процессе очистки руды. Уменьшает требуемый предметом уровень персонажа на 1. В совокупности уменьшение не более 5 уровней. Эффект доступен после получения первой специализации. Действует только пока персонаж в игре. Время действия - 6 часов.	
87	Таинственный материал, получаемый в процессе очистки руды. Уменьшает требуемый предметом уровень персонажа на 1. В совокупности уменьшение не более 5 уровней. Эффект доступен после получения первой специализации. Действует только пока персонаж в игре. Время действия - 12 часов.	
88	Таинственный материал, получаемый в процессе очистки руды. Уменьшает требуемый предметом уровень персонажа на 1. В совокупности уменьшение не более 5 уровней. Эффект доступен после получения первой специализации. Действует только пока персонаж в игре. Время действия - 20 часов.	
89	Таинственный материал, получаемый в процессе очистки руды. Уменьшает требуемый предметом уровень персонажа на 1. В совокупности уменьшение не более 5 уровней. Эффект доступен после получения первой специализации. Действует 30 часов.	
90	Предмет, полученный в результате очистки руды	
91	Особый камень, получаемый в результате очистки руды.	
92	Осколок магматической породы, позволяющий попасть в Отроги Вулкана Котел.	
93	Осколок льда, позволяющий попасть в Горы Чудовищ.	
94	Карточка для пользователей Премиум сервиса. Опыт и PT будут увеличены на 150% при получении. Карточка исчезнет после выхода из игры.	
95	Могущественное оружие Тьмы.	
96	Могущественное оружие Тьмы.	
97	Могущественное оружие Тьмы.	
98	Могущественное оружие Тьмы.	
99	Могущественное оружие Тьмы.	
100	Могущественное оружие Тьмы.	
101	Могущественное оружие Тьмы.	
102	Могущественное оружие Тьмы.	
103	Кусок священного камня, который возможно было добыть высокотехнологичной обработкой.	
104	Кристализированная талика. Если вы отнесете его NPC, который их коллекционирует, вы будете вознаграждены реликтовой коробкой.	
105	100% увеличение опыта с 18.00 до 01.00. Действует в течение месяца. Не действует одновременно с эффектами Премиум Сервиса, Награды Картелы и эффектами других подобных предметов.	
106	100% увеличение опыта с 06.00 до 13.00. Действует в течение месяца. Не действует одновременно с эффектами Премиум Сервиса, Награды Картелы и эффектами других подобных предметов.	
107	Увеличение опыта на 20% и шанса выпадения предметов на 10% в течение месяца. Эффект действует от максимум 5 данных предметов. Не действует одновременно с эффектами Премиум Сервиса и прочих подобных изумрудов.	
108	"Руда высокой твердости. Ее называют ""Рог Элдкроча"", потому что Элдкроч использовал ее, чтобы механизировать свое тело и защитить его от разрушительных волн священной ментальной силы. Премиум менеджер обменяет его на подарок."	
109	Увеличивает получаемый опыт на 10% на протяжении 48 часов.	
110	Изготовленный мастерами древности, отполированный осколок Алтаря.	
111	Изготовленный мастерами древности, сверкающий осколок Алтаря	
112	Изготовленный мастерами древности, прозрачный осколок Алтаря.	
113	Изготовленный мастерами древности, говорящий осколок Алтаря.	
114	Изготовленный мастерами древности иллюзорный осколок Алтаря	
115	Изготовленный мастерами древности, немой осколок Алтаря.	
116	Изготовленый древними мастерами, стальной осколок Алтаря.	
117	Алтарь, объединенный с отполированным осколком. (Используется как материал для улучшении реликтовых предметов).	
118	Алтарь, объединенный со сверкающим осколком. (Используется как материал для улучшении специальных предметов).	
119	Алтарь, объединеннный с прозрачным осколком. (Используется как материал для изготовлении древних предметов).	
120	Алтарь, объединенный с говорящим осколком. (Используется как дополнительный материал).	
121	Алтарь, объединенный с иллюзорным осколком. (Используется как дополнительный материал).	
122	Алтарь, объединенный с немым осколком. (Используется как дополнительный материал).	
123	Алтарь, объединенный со стальным осколком. (Используется как дополнительный материал).	
124	Мощные энергетические волны, исходящие от Священного Металла. Моментально уничтожают Геродиан, и взрывными волнами наносит вред всему живому.	
125	Дух торговца заключен в  этом медальоне. Он позволяет продавать предметы торговцу по более высокой цене.	
126	Медальон для общения в чате. Чем больше ты общаешься, тем меньше платишь.	
127	Обострение чувствительности. То, что не возможно увидешь, можно почуствовать.	
128	Ускоренный бег.	
129	Получение выгоды от продажи и покупки предметов у  торговца.	
130	Увеличение шанса выпадения предметов с монстров.	
131	Увеличение уровня ограничения для вступления в группу.	
132	Все виды оружия, которыми владеет герой можно улучшить с помощью Талики Невежества. Использовать можно только 5 раз. После 5 раза эффект невежества на оружии не отражается.	
133	Все щиты, которыми владеет герой, можно улучшить с помощью Талики Помощи. Использовать можно только 4 раза. После 4 раза эффект помощи на мече не отражается.	
134	Тело наполняется божественым духом. Сокращает время действия, нанесенного вреда, в 2 раза.	
135	Восстанавливает HP в течение стандартного времени.	
136	Добавляется уровень магической атаки Хозяина.	
137	Уровень атаки повышается.	
138	Уровень защиты повышается.	
139	Делая больно мне, ты делаешь больно себе. Старые раны дают о себе знать.	
140	Игноировать уровень защиты и уклонения объекта.	
141	Добавляется уровень ближней атаки Хозяина.	
142	Повышается угроза от монстров. Присоединимся к храбрым воинам!	
143	Уменьшается угроза от монстров. Присоединимся к тем, чей уровень защиты мал.	
144	Торговец. Продает предметы в магазине по дорогой цене.	
145	Мальбаль. Продает товары по дешевой цене. А если вы с ним заговорите, возможно он даст вам подарок.	
146	Обострение чувствительности. То, что не видешь, можно почуствовать.	
147	Ускоренный бег.	
148	Увеличение уровня монстров, от которых можно получить предметы.	
149	Увеличение уровня ограничения Союзов.	
150	Восстанавливает HP в течение стандартного времени.	
151	Уровень атаки повышается.	
152	Уровень защиты повышается.	
153	Делая больно мне, ты делаешь больно себе. Старые раны дают о себе знать.	
154	Повышается угроза от монстров. Присоединимся к храбрым воинам!	
155	Торговец. Продает предметы в магазине по дорогой цене.	
156	Мальбаль. Продает товары по дешевой цене. А если вы с ним заговорите, возможно он даст вам подарок.	
157	Обострение чувствительности. То, что не видешь, можно почуствовать.	
158	Ускоренный бег.	
159	Увеличение уровня монстров, от которых можно получить предметы.	
160	Увеличение уровня ограничения Союзов.	
161	Восстанавливает HP в течение стандартного времени.	
162	Уровень атаки повышается.	
163	Уровень защиты повышается.	
164	Делая больно мне, ты делаешь больно себе. Старые раны дают о себе знать.	
165	Повышается угроза от монстров. Присоединимся к храбрым войнам!	
166	Получение выгоды от продажи предметов в лавке.	
167	Получение выгоды от покупки предметов в лавке.	
168	Способность чувствовать то,что нельзя увидеть.	
169	Ускоренный бег.	
170	Увеличение уровня монстров, от которых можно получить предметы.	
171	Увеличение уровня ограничения Союзов.	
172	Восстанавливает HP в течение стандартного времени.	
173	Уровень атаки повышается.	
174	Уровень защиты повышается.	
175	Старые раны дают о себе знать.	
176	Повышается угроза от монстров. Присоединимся к храбрым войнам!	
177	Если положить этот предмет в инвентарь и когда вы убьете игрока другой расы, то вы сможете подобрать расовою валюту. Если у того игрока которого вы убили, не будет денег, то выпадет любая вещь из его инвентаря.	
178	Защтщающее и востанавливаюшее средство продавцов Картеллы. Увеличивает получаемое колличество опыта на 15%.	
179	Пароль для научных исследований, тайного исследования Хивреор. Позволяет войти в закрытую лабораторию Картеллы. Увеличение полуаемый опыт на 50%.	
180	Заметки исследователя, которые он оставил, еще до строения базы на Новусе. В них записаны новые локации Новуса и новые ресурсы, поэтому это очень важный предмет.	
181	Орден, достающийся только тому, кто доказал свою верность расе в Землях Изгнанников.	
182	Нефрит, достающийся только воину, который препятствует развитию расы. До того, как не на кажут преступника, нефрит нельзя ни продать, ни выбросить.	
183	Нефрит, достающийся только воину, который вносит вклад в развитие расы. Можно почувствовать прилив ловкости на время.	
184	Изумруд, дающий увеличение получаемого опыта на 100%. Возможно получить только у Мастера	
185	Изумруд, дающий увеличение получаемого опыта на 101%. Возможно получить только у Мастера	
186	Генератор увеличивающий шанс, что монстр будет атаковать именно вас. Советуется персонажам с хорошей броней и щитом.	
187	Генератор уменьшающий шанс, что монстр будет атаковать именно вас. Советуется персонажам со слабой броней.	
188	Премиум карта. При ее использовании увеличивается получаемый опыт и очки умений на 70%	
189	Увеличивает количество получаемых очков навыков на 100% в течение 2 часов. Находится в инвентаре.	
190	Увеличивает количество получаемых очков навыков на 100% в течение 4 часов. Находится в инвентаре.	
191	Увеличивает количество получаемых очков навыков на 100% в течение 6 часов. Находится в инвентаре.	
192	Увеличивает количество получаемых очков навыков на 100% в течение 12 часов. Находится в инвентаре.	
193	Увеличивает ваши пять чувств, если вы не видите, вы чусвствуете!	
194	Ускоряет ваш бег	
195	Снижает требования к уровню при вступлении в группу	
196	Увеличивает скорость восстановления здоровья	
197	Увеличивает Атаку	
198	Увеличивает Защиту	
199	Увеличивает шанс нападения на вас агрессивного монстра. Советуется использовать воинам с мечем и щитом!	
200	Уменьшает шанс нападения на вас агрессивного монстра. Советуется использовать воинам низкой защитой!	
201	Кусок для перехода из Гор Чудовишь в Землю Изгнанников.	
202	Кусок для перехода из окрестностей Вулкана на территорию Жары.	
203	Кусок для перехода из Сетовой Пустыни на территорию Песка.	
204	Кусок для из окрестностей Элана на территорию Преисподнии.	
205	Кусок для перехода из Лаборатории Картелла на территорию Оружейного Дыма.	
206	Кусок для перехода из Земли изгнанников на территорию Тайн.	
207	Кусок для перехода из Нимеруса на территорию Реванша.	
208	Кусок для перехода из Застава-213 на территорию Кукол.	
209	Кусок для перехода из Солуса на территорию Кошмара.	
210	Кусок для перехода из Этера на территорию Иллюзий.	
211	Кристалический артифакт заполненный таинственной энергией. Средство для перемещения в Тайные Земли Эльфов.	
212	Кусок разбитого красного камня	
213	Увеличивает ваши пять чувств, если вы не видите, вы чуствуете!	
214	Ускоряет ваш бег	
215	Снижает требования к уровню при вступлении в группу	
216	Тело покрыто святой энергии. Cокращение времени непрерывной ущерб в силу в половину.	
217	Увеличивает скорость восстановления здоровья	
218	Увеличивает Атаку	
219	Увеличивает Защиту	
220	Игнорирует уворот и занс заблокировать удар обьекта	
221	Увеличивает дистанцию атаки владельца и его Анимуса	
222	Увеличивает шанс нападения на вас агрессивного монстра. Советуется использовать воинам с мечем и щитом!	
223	Уменьшает шанс нападения на вас агрессивного монстра. Советуется использовать воинам низкой защитой!	
224	Увеличивает силу атаки владельца и его Анимуса	
225	Предмет с двумя таликами, достойный героя	
226	Повышает атаку MAU при использовании	
227	Премиум карта. Увеличивает ЕXP и PT на 150% и повышает атаку и защиту на 5%.	
228	Премиум карта. Увеличивает ЕXP и PT на 200% и повышает атаку и защиту на 5%.	
229	Премиум карта. Увеличивает ЕXP и PT на 250% и повышает атаку и защиту на 5%.	
230	Премиум карта. Увеличивает ЕXP и PT на 300% и повышает атаку и защиту на 5%.	
231	Премиум карта. Увеличивает ЕXP и PT на 350% и повышает атаку и защиту на 5%.	
232	Премиум карта. Увеличивает ЕXP и PT на 400% и повышает атаку и защиту на 5%.	
233	Премиум карта. Увеличивает ЕXP и PT на 450% и повышает атаку и защиту на 5%.	
234	Премиум карта. Увеличивает ЕXP и PT на 500% и повышает атаку и защиту на 5%.	
235	Премиум карта. Увеличивает ЕXP и PT на 550% и повышает атаку и защиту на 5%.	
236	Премиум карта. Увеличивает ЕXP и PT на 600% и повышает атаку и защиту на 5%.	
237	Премиум карта. Увеличивает ЕXP и PT на 650% и повышает атаку и защиту на 5%.	
238	Премиум карта. Увеличивает ЕXP и PT на 700% и повышает атаку и защиту на 5%.	
239	Премиум карта. Увеличивает ЕXP и PT на 750% и повышает атаку и защиту на 5%.	
240	Премиум карта. Увеличивает ЕXP и PT на 800% и повышает атаку и защиту на 5%.	
241	Премиум карта. Увеличивает ЕXP и PT на 850% и повышает атаку и защиту на 5%.	
242	Премиум карта. Увеличивает ЕXP и PT на 900% и повышает атаку и защиту на 5%.	
243	Премиум карта. Увеличивает ЕXP и PT на 950% и повышает атаку и защиту на 5%.	
244	Премиум карта. Увеличивает ЕXP и PT на 1000% и повышает атаку и защиту на 5%.	
245	Предмет, созданный сепциально для восставших. Увеличивает атаку MAU. Можно использовать 7 дней.	
246	Вспомогательные камни, полученные при очистке руды, используются для модификации. Увеличивают шанс удачной модификации.	
247	Вспомогательные камни, полученные при очистке руды, используются для модификации. Увеличивают шанс удачной модификации.	
248	Вспомогательные камни, полученные при очистке руды, используются для модификации. Увеличивают шанс удачной модификации.	
249	Вспомогательные камни, полученные при очистке руды, используются для модификации. Увеличивают шанс удачной модификации.	
250	Обострение чувствительности. То, что не видешь, можно почуствовать.	
251	Ускоренный бег.	
252	Расширение диапазона уровней персонажей, находящихся в одной группе	
253	Тело наполняется божественым духом. Сокращает время действия отрицательных эффектов в 2 раза.	
254	Восстанавливает HP в течение определенного времени.	
255	Увеличивает атаку анимуса за счет силы хозяина.	
256	Увеличение атаки.	
257	Увеличение защиты.	
258	Игнорирование блокировки щитом и уклонения цели.	
259	Увеличивает физическую атаку MAU.	
260	Повышает агрессивность монстров. Рекомендуется щитоносцам.	
261	Понижает агрессивность монстров. Рекомендуется персонажам с низким показателем защиты.	
262	Обострение чувствительности. То, что не видешь, можно почуствовать.	
263	Ускоренный бег.	
264	Расширение диапазона уровней персонажей, находящихся в одной группе	
265	Тело наполняется божественым духом. Сокращает время действия отрицательных эффектов в 2 раза.	
266	Восстанавливает HP в течение определенного времени.	
267	Увеличивает атаку анимуса за счет силы хозяина.	
268	Увеличение атаки.	
269	Увеличение защиты.	
270	Игнорирование блокировки щитом и уклонения цели.	
271	Увеличивает физическую атаку MAU.	
272	Повышает агрессивность монстров. Рекомендуется щитоносцам.	
273	Понижает агрессивность монстров. Рекомендуется персонажам с низким показателем защиты.	
274	Ускоренный бег.	
275	Расширение диапазона уровней персонажей, находящихся в одной группе	
276	Тело наполняется божественым духом. Сокращает время действия отрицательных эффектов в 2 раза.	
277	Восстанавливает HP в течение определенного времени.	
278	Увеличивает атаку анимуса за счет силы хозяина.	
279	Увеличение атаки.	
280	Увеличение защиты.	
281	Игнорирование блокировки щитом и уклонения цели.	
282	Увеличивает физическую атаку MAU.	
283	Повышает агрессивность монстров. Рекомендуется щитоносцам.	
284	Понижает агрессивность монстров. Рекомендуется персонажам с низким показателем защиты.	
285	Ускоренный бег.	
286	Расширение диапазона уровней персонажей, находящихся в одной группе	
287	Тело наполняется божественым духом. Сокращает время действия отрицательных эффектов в 2 раза.	
288	Восстанавливает HP в течение определенного времени.	
289	Увеличивает атаку анимуса за счет силы хозяина.	
290	Увеличение атаки.	
291	Увеличение защиты.	
292	Игнорирование блокировки щитом и уклонения цели.	
293	Увеличивает физическую атаку MAU.	
294	Повышает агрессивность монстров. Рекомендуется щитоносцам.	
295	Понижает агрессивность монстров. Рекомендуется персонажам с низким показателем защиты.	
296	Изумруд, увеличивающий получаемые очки боевого опыта на 50%. В совокупности увеличение до 100%.	
297	Изумруд, уменьшающий требуемый предметом уровень персонажа на 2. В совокупности уменьшение не более 5 уровней. Не действует на анимусов, MAU и осадные комплекты.	
298	Изумруд, увеличивающий получаемые очки боевого опыта на 50%. В совокупности увеличение до 100%.	
299	Изумруд, уменьшающий требуемый предметом уровень персонажа на 2. В совокупности уменьшение не более 5 уровней. Не действует на анимусов, MAU и осадные комплекты.	
300	Изумруд, увеличивающий получаемые очки боевого опыта на 100%. В совокупности с другими изумрудами похожего типа эффект не суммируется.	
301	Изумруд, уменьшающий требуемый предметом уровень персонажа на 3. В совокупности уменьшение не более 5 уровней. Не действует на анимусов, MAU и осадные комплекты.	
302	Изумруд, увеличивающий получаемые очки боевого опыта на 100%. В совокупности с другими изумрудами похожего типа эффект не суммируется.	
303	Изумруд, уменьшающий требуемый предметом уровень персонажа на 3. В совокупности уменьшение не более 5 уровней. Не действует на анимусов, MAU и осадные комплекты.	
304	Карта для новичков. Увеличивает количество получаемого боевого опыта и PT на 100%. Срок действия 30 дней.	
305	Ускоренный бег.	
306	Снижает ограничение по уровню на вступление в группу.	
307	Тело наполняется божественым духом. Сокращает время действия отрицательных сил в 2 раза.	
308	Восстанавливает HP в течение определенного времени.	
309	Возможно создать, соединив с обычным модификатором невежества.	
310	Возможно создать, соединив с обычным модификатором покровительства.	
311	Возможно создать, соединив с обычным модификатором невежества Тип-B.	
312	Возможно создать, соединив с обычным модификатором покровительства Тип-B.	
313	Возможно создать, соединив с обычным модификатором невежества Тип-C.	
314	Возможно создать, соединив с обычным модификатором покровительства Тип-C.	
315	Изумруд, с помощью которого возможно понимать язык других рас.	
316	Изумруд, с помощью которого возможно понимать язык других рас.	
317	Изумруд, с помощью которого возможно понимать язык других рас.	
