string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	dword	dword	float	float	float	float	float	long	dword	float	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	END
ildbf11	1	05030A	0	Стандартный Низ Беллатийца11	503	0	3	0	10000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbf11	4096	0	
ildbf12	1	05030B	0	Стандартный Низ Беллатийца12	503	0	3	0	10000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbf12	4096	0	
ildbf13	1	05030C	0	Стандартный Низ Беллатийца13	503	0	3	0	10000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbf13	4096	0	
ildbf14	1	05030D	0	Стандартный Низ Беллатийца14	503	0	3	0	10000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbf14	4096	0	
ildbf15	1	05030E	0	Стандартный Низ Беллатийца15	503	0	3	0	10000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbf15	4096	0	
ildbf16	1	05030F	0	Стандартный Низ Беллатийца16	503	0	3	0	10000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbf16	4096	0	
ildbm01	1	150300	0	Стандартный Низ Беллатийки1	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm01	4096	0	
ildbm02	1	150301	0	Стандартный Низ Беллатийки2	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm02	4096	0	
ildbm03	1	150302	0	Стандартный Низ Беллатийки3	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm03	4096	0	
ildbm04	1	150303	0	Стандартный Низ Беллатийки4	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm04	4096	0	
ildbm05	1	150304	0	Стандартный Низ Беллатийки5	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm05	4096	0	
ildbm06	1	150305	0	Стандартный Низ Беллатийки6	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm06	4096	0	
ildbm07	1	150306	0	Стандартный Низ Беллатийки7	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm07	4096	0	
ildbm08	1	150307	0	Стандартный Низ Беллатийки8	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm08	4096	0	
ildbm09	1	150308	0	Стандартный Низ Беллатийки9	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm09	4096	0	
ildbm10	1	150309	0	Стандартный Низ Беллатийки10	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm10	4096	0	
ildbm11	1	15030A	0	Стандартный Низ Беллатийки11	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm11	4096	0	
ildbm12	1	15030B	0	Стандартный Низ Беллатийки12	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm12	4096	0	
ildbm13	1	15030C	0	Стандартный Низ Беллатийки13	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm13	4096	0	
ildbm14	1	15030D	0	Стандартный Низ Беллатийки14	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm14	4096	0	
ildbm15	1	15030E	0	Стандартный Низ Беллатийки15	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm15	4096	0	
ildbm16	1	15030F	0	Стандартный Низ Беллатийки16	503	0	3	0	01000	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildbm16	4096	0	
ildcf01	1	250300	0	Стандартный Низ Корита1	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf01	4096	0	
ildcf02	1	250301	0	Стандартный Низ Корита2	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf02	4096	0	
ildcf03	1	250302	0	Стандартный Низ Корита3	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf03	4096	0	
ildcf04	1	250303	0	Стандартный Низ Корита4	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf04	4096	0	
ildcf05	1	250304	0	Стандартный Низ Корита5	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf05	4096	0	
ildcf06	1	250305	0	Стандартный Низ Корита6	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf06	4096	0	
ildcf07	1	250306	0	Стандартный Низ Корита7	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf07	4096	0	
ildcf08	1	250307	0	Стандартный Низ Корита8	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf08	4096	0	
ildcf09	1	250308	0	Стандартный Низ Корита9	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf09	4096	0	
ildcf10	1	250309	0	Стандартный Низ Корита10	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf10	4096	0	
ildcf11	1	25030A	0	Стандартный Низ Корита11	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf11	4096	0	
ildcf12	1	25030B	0	Стандартный Низ Корита12	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf12	4096	0	
ildcf13	1	25030C	0	Стандартный Низ Корита13	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf13	4096	0	
ildcf14	1	25030D	0	Стандартный Низ Корита14	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf14	4096	0	
ildcf15	1	25030E	0	Стандартный Низ Корита15	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf15	4096	0	
ildcf16	1	25030F	0	Стандартный Низ Корита16	503	0	3	0	00100	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcf16	4096	0	
ildcm01	1	350300	0	Стандартный Низ Коритки1	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm01	4096	0	
ildcm02	1	350301	0	Стандартный Низ Коритки2	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm02	4096	0	
ildcm03	1	350302	0	Стандартный Низ Коритки3	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm03	4096	0	
ildcm04	1	350303	0	Стандартный Низ Коритки4	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm04	4096	0	
ildcm05	1	350304	0	Стандартный Низ Коритки5	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm05	4096	0	
ildcm06	1	350305	0	Стандартный Низ Коритки6	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm06	4096	0	
ildcm07	1	350306	0	Стандартный Низ Коритки7	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm07	4096	0	
ildcm08	1	350307	0	Стандартный Низ Коритки8	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm08	4096	0	
ildcm09	1	350308	0	Стандартный Низ Коритки9	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm09	4096	0	
ildcm10	1	350309	0	Стандартный Низ Коритки10	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm10	4096	0	
ildcm11	1	35030A	0	Стандартный Низ Коритки11	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm11	4096	0	
ildcm12	1	35030B	0	Стандартный Низ Коритки12	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm12	4096	0	
ildcm13	1	35030C	0	Стандартный Низ Коритки13	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm13	4096	0	
ildcm14	1	35030D	0	Стандартный Низ Коритки14	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm14	4096	0	
ildcm15	1	35030E	0	Стандартный Низ Коритки15	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm15	4096	0	
ildcm16	1	35030F	0	Стандартный Низ Коритки16	503	0	3	0	00010	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	8	0	26	0,5	0,773497999	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildcm16	4096	0	
ildam01	1	450300	0	Стандартный Низ Акретианина1	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam01	512	0	
ildam02	1	450301	0	Стандартный Низ Акретианина2	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam02	512	0	
ildam03	1	450302	0	Стандартный Низ Акретианина3	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam03	512	0	
ildam04	1	450303	0	Стандартный Низ Акретианина4	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam04	512	0	
ildam05	1	450304	0	Стандартный Низ Акретианина5	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam05	512	0	
ildam06	1	450305	0	Стандартный Низ Акретианина6	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam06	512	0	
ildam07	1	450306	0	Стандартный Низ Акретианина7	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam07	512	0	
ildam08	1	450307	0	Стандартный Низ Акретианина8	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam08	512	0	
ildam09	1	450308	0	Стандартный Низ Акретианина9	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam09	512	0	
ildam10	1	450309	0	Стандартный Низ Акретианина10	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam10	512	0	
ildam11	1	45030A	0	Стандартный Низ Акретианина11	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam11	512	0	
ildam12	1	45030B	0	Стандартный Низ Акретианина12	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam12	512	0	
ildam13	1	45030C	0	Стандартный Низ Акретианина13	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam13	512	0	
ildam14	1	45030D	0	Стандартный Низ Акретианина14	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam14	512	0	
ildam15	1	45030E	0	Стандартный Низ Акретианина15	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam15	512	0	
ildam16	1	45030F	0	Стандартный Низ Акретианина16	503	0	3	0	00001	1	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	9	0	26	0,5	0,657473028	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	tildam16	512	0	
ilbwa04	1	700300	1	Могущественные Шорты [4	3	0	3	0	11000	4	-1	0	0	1	-1	-1	0	72	0	0	0	0	3	0	0	1,312183022	0	0	1	50	-1	0	0	0	0	13	-2	52	0,5	0,828136981	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tilbwa04	4096	0	
ilbwb04	1	700300	1	Тип В  Могущественные Шорты [4	3	1	3	0	11000	4	-1	0	0	1	-1	-1	0	585	0	0	0	0	29	0	0	1,312183022	0	0	1	50	-1	0	0	0	0	41	-2	52	0,5	0,753839016	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tilbwb04	4096	0	
ilbwc04	1	700303	190	Могущественные Шорты [4	3	2	3	0	11000	4	-1	0	0	1	-1	-1	1	2	0	0	0	0	200	0	0	1,312183022	0	0	1	50	-1	0	0	0	0	13	-2	52	0,5	0,828136981	3	5	0	0	0	0	0	0	0	1	0	0	1	1	0	tilbwc04	4096	0	
ilbwd04	1	700303	190	Могущественные Шорты [4	3	3	3	0	11000	4	-1	0	0	27	-1	-1	1	2	0	0	0	0	200	0	0	1,312183022	0	0	1	50	-1	0	0	0	0	1558	-2	52	0,5	0,828136981	3	5	0	0	0	0	0	0	0	1	0	0	1	1	0	tilbwd04	409256	0	
ilbwa07	1	700304	2	Могущественные Шорты [7	3	0	3	0	11000	7	-1	0	0	1	-1	-1	0	210	0	0	0	0	10	0	0	1,319547057	0	0	1	50	-1	0	0	0	0	21	-2	69	0,5	0,811693013	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tilbwa07	4096	0	
ilbwb07	1	700304	2	Тип В  Могущественные Шорты [7	3	1	3	0	11000	7	-1	0	0	1	-1	-1	0	1326	0	0	0	0	66	0	0	1,319547057	0	0	1	50	-1	0	0	0	0	71	-2	69	0,5	0,692719996	3	5	0	0	0	0	0	0	0	1	1	1	1	1	0	tilbwb07	4096	0	
