xeh	xeh	string[128]	string[64]	string[128]	END
007002ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_ARMOR_UPPER_255.MSH	.\ITEM\MODELITEM\TEX\	
007205ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_CONSUME_ADRENALINE_255.MSH	.\ITEM\MODELITEM\TEX\	
007206ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_CONSUME_CURE_255.MSH	.\ITEM\MODELITEM\TEX\	
007201ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_CONSUME_FP_255.MSH	.\ITEM\MODELITEM\TEX\	
007200ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_CONSUME_HP_255.MSH	.\ITEM\MODELITEM\TEX\	
007202ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_CONSUME_SP_255.MSH	.\ITEM\MODELITEM\TEX\	
007305ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_ETC_BAG_255.MSH	.\ITEM\MODELITEM\TEX\	
007307ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_ETC_BELLATOFIELDUNIT_255.MSH	.\ITEM\MODELITEM\TEX\	
007308ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_ETC_BELLATOTOWERUNIT_255.MSH	.\ITEM\MODELITEM\TEX\	
00730eff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_ETC_GUARDTOWERBASE_255.MSH	.\ITEM\MODELITEM\TEX\	
00730cff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_ETC_TOWN_255.MSH	.\ITEM\MODELITEM\TEX\	
007312ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_ETC_UNMANNEDMINER_255.MSH	.\ITEM\MODELITEM\TEX\	
007401ff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_FORCE_HOLY_255.MSH	.\ITEM\MODELITEM\TEX\	
00711cff	fffffffe	.\ITEM\MODELITEM\MESH\	BELLATO_WEAPON_MININGTOOL_255.MSH	.\ITEM\MODELITEM\TEX\	
00a205ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_ADRENALINE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a204ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_ARROW_255.MSH	.\ITEM\MODELITEM\TEX\	
00a208ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_BOX_255.MSH	.\ITEM\MODELITEM\TEX\	
00a203ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_BULLET_255.MSH	.\ITEM\MODELITEM\TEX\	
00a209ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_FIRECRACKER1_255.MSH	.\ITEM\MODELITEM\TEX\	
00a20aff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_FIRECRACKER2_255.MSH	.\ITEM\MODELITEM\TEX\	
00a20bff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_FIRECRACKER3_255.MSH	.\ITEM\MODELITEM\TEX\	
00a20dff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_FIRECRACKER4_255.MSH	.\ITEM\MODELITEM\TEX\	
00a200ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_HP_255.MSH	.\ITEM\MODELITEM\TEX\	
00a207ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_CONSUME_RECOVERY_255.MSH	.\ITEM\MODELITEM\TEX\	
00a305ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_BAG_255.MSH	.\ITEM\MODELITEM\TEX\	
00a315ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_BALL_255.MSH	.\ITEM\MODELITEM\TEX\	
00a306ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_BATTERY_255.MSH	.\ITEM\MODELITEM\TEX\	
00a302ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_BOOTY_255.MSH	.\ITEM\MODELITEM\TEX\	
00a30dfe	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_DUNGEON_254.MSH	.\ITEM\MODELITEM\TEX\	
00a30dff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_DUNGEON_255.MSH	.\ITEM\MODELITEM\TEX\	
00a303ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_GEM_255.MSH	.\ITEM\MODELITEM\TEX\	
00a311ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_GRAVITYSTONE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a30bff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_MAP_255.MSH	.\ITEM\MODELITEM\TEX\	
00a300ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_ORE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a301ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_RESOURCE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a304ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_TOOL_255.MSH	.\ITEM\MODELITEM\TEX\	
00a30cff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_TOWN_255.MSH	.\ITEM\MODELITEM\TEX\	
00a30fff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_TRAP_255.MSH	.\ITEM\MODELITEM\TEX\	
00a312ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_ETC_UNMANNEDMINER_255.MSH	.\ITEM\MODELITEM\TEX\	
00a109ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_DAXE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a119ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_DBEAMGUN_255.MSH	.\ITEM\MODELITEM\TEX\	
00a112ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_DGUN_255.MSH	.\ITEM\MODELITEM\TEX\	
00a102ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_DSWORD_255.MSH	.\ITEM\MODELITEM\TEX\	
00a11cff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_MININGTOOL_255.MSH	.\ITEM\MODELITEM\TEX\	
00a108ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_RAXETHROW_255.MSH	.\ITEM\MODELITEM\TEX\	
00a106ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_RAXE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a105ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_RKNIFETHROW_255.MSH	.\ITEM\MODELITEM\TEX\	
00a103ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_RKNIFE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a10aff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_RMACE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a10cff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_RSTAFF_255.MSH	.\ITEM\MODELITEM\TEX\	
00a100ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_RSWORD_255.MSH	.\ITEM\MODELITEM\TEX\	
00a107ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TAXE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a118ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TBEAMGUN_255.MSH	.\ITEM\MODELITEM\TEX\	
00a11aff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TBEAMRIFLE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a10fff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TBOW_255.MSH	.\ITEM\MODELITEM\TEX\	
00a110ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TCROSSBOW_255.MSH	.\ITEM\MODELITEM\TEX\	
00a111ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TGUN_255.MSH	.\ITEM\MODELITEM\TEX\	
00a104ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TKNIFE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a10bff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TMACE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a116ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TMACHINEGUN_255.MSH	.\ITEM\MODELITEM\TEX\	
00a11bff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TPLASMAGUN_255.MSH	.\ITEM\MODELITEM\TEX\	
00a113ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TRIFLE_255.MSH	.\ITEM\MODELITEM\TEX\	
00a10eff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TSPEAR_255.MSH	.\ITEM\MODELITEM\TEX\	
00a10dff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TSTAFF_255.MSH	.\ITEM\MODELITEM\TEX\	
00a101ff	fffffffe	.\ITEM\MODELITEM\MESH\	COM_WEAPON_TSWORD_255.MSH	.\ITEM\MODELITEM\TEX\	
008008ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ARMOR_AMULET_255.MSH	.\ITEM\MODELITEM\TEX\	
008006ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ARMOR_CLOAK_255.MSH	.\ITEM\MODELITEM\TEX\	
008004ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ARMOR_GLOVES_255.MSH	.\ITEM\MODELITEM\TEX\	
008000ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ARMOR_HELMET_255.MSH	.\ITEM\MODELITEM\TEX\	
008003ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ARMOR_LOWER_255.MSH	.\ITEM\MODELITEM\TEX\	
008009ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ARMOR_RING_255.MSH	.\ITEM\MODELITEM\TEX\	
008005ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ARMOR_SHOES_255.MSH	.\ITEM\MODELITEM\TEX\	
008002ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ARMOR_UPPER_255.MSH	.\ITEM\MODELITEM\TEX\	
008205ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_CONSUME_ADRENALINE_255.MSH	.\ITEM\MODELITEM\TEX\	
008206ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_CONSUME_CURE_255.MSH	.\ITEM\MODELITEM\TEX\	
008201ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_CONSUME_FP_255.MSH	.\ITEM\MODELITEM\TEX\	
008200ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_CONSUME_HP_255.MSH	.\ITEM\MODELITEM\TEX\	
008202ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_CONSUME_SP_255.MSH	.\ITEM\MODELITEM\TEX\	
008305ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ETC_BAG_255.MSH	.\ITEM\MODELITEM\TEX\	
008309ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ETC_CORATOWERUNIT_255.MSH	.\ITEM\MODELITEM\TEX\	
00830eff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ETC_GUARDTOWERBASE_255.MSH	.\ITEM\MODELITEM\TEX\	
00830cff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ETC_TOWN_255.MSH	.\ITEM\MODELITEM\TEX\	
008312ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_ETC_UNMANNEDMINER_255.MSH	.\ITEM\MODELITEM\TEX\	
008406ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_FORCE_ANIMUSLIVER_255.MSH	.\ITEM\MODELITEM\TEX\	
008400ff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_FORCE_DARK_255.MSH	.\ITEM\MODELITEM\TEX\	
00811cff	fffffffe	.\ITEM\MODELITEM\MESH\	CORA_WEAPON_MININGTOOL_255.MSH	.\ITEM\MODELITEM\TEX\	
00400754	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_084.MSH	.\ITEM\SHIELD\TEX\	
00400758	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_088.MSH	.\ITEM\SHIELD\TEX\	
0040075c	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_092.MSH	.\ITEM\SHIELD\TEX\	
00400760	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_096.MSH	.\ITEM\SHIELD\TEX\	
00400764	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_100.MSH	.\ITEM\SHIELD\TEX\	
00400768	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_104.MSH	.\ITEM\SHIELD\TEX\	
0040076c	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_108.MSH	.\ITEM\SHIELD\TEX\	
00400770	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_112.MSH	.\ITEM\SHIELD\TEX\	
00400774	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_116.MSH	.\ITEM\SHIELD\TEX\	
00400778	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_120.MSH	.\ITEM\SHIELD\TEX\	
0040077c	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_124.MSH	.\ITEM\SHIELD\TEX\	
00400780	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_128.MSH	.\ITEM\SHIELD\TEX\	
00400784	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_132.MSH	.\ITEM\SHIELD\TEX\	
00400788	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_136.MSH	.\ITEM\SHIELD\TEX\	
0040078c	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_140.MSH	.\ITEM\SHIELD\TEX\	
00400790	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_144.MSH	.\ITEM\SHIELD\TEX\	
00400794	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_148.MSH	.\ITEM\SHIELD\TEX\	
00400798	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_152.MSH	.\ITEM\SHIELD\TEX\	
0040079c	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_156.MSH	.\ITEM\SHIELD\TEX\	
004007a0	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_160.MSH	.\ITEM\SHIELD\TEX\	
004007a4	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_164.MSH	.\ITEM\SHIELD\TEX\	
004007a8	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_168.MSH	.\ITEM\SHIELD\TEX\	
004007ac	ffffffff	.\ITEM\SHIELD\MESH\	ACCRETIA_ARMOR_LSHIELD_172.MSH	.\ITEM\SHIELD\TEX\	
00900700	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_000.MSH	.\ITEM\SHIELD\TEX\	
00900704	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_004.MSH	.\ITEM\SHIELD\TEX\	
00900708	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_008.MSH	.\ITEM\SHIELD\TEX\	
0090070c	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_012.MSH	.\ITEM\SHIELD\TEX\	
00900710	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_016.MSH	.\ITEM\SHIELD\TEX\	
00900714	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_020.MSH	.\ITEM\SHIELD\TEX\	
00900718	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_024.MSH	.\ITEM\SHIELD\TEX\	
0090071c	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_028.MSH	.\ITEM\SHIELD\TEX\	
00900720	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_032.MSH	.\ITEM\SHIELD\TEX\	
00900724	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_036.MSH	.\ITEM\SHIELD\TEX\	
00900728	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_040.MSH	.\ITEM\SHIELD\TEX\	
0090072c	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_044.MSH	.\ITEM\SHIELD\TEX\	
00900730	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_048.MSH	.\ITEM\SHIELD\TEX\	
00900734	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_052.MSH	.\ITEM\SHIELD\TEX\	
00900738	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_056.MSH	.\ITEM\SHIELD\TEX\	
0090073c	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_060.MSH	.\ITEM\SHIELD\TEX\	
00900740	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_064.MSH	.\ITEM\SHIELD\TEX\	
00900744	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_068.MSH	.\ITEM\SHIELD\TEX\	
00900748	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_072.MSH	.\ITEM\SHIELD\TEX\	
0090074c	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_076.MSH	.\ITEM\SHIELD\TEX\	
00900750	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_080.MSH	.\ITEM\SHIELD\TEX\	
00900754	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_084.MSH	.\ITEM\SHIELD\TEX\	
009007a9	ffffffff	.\ITEM\SHIELD\MESH\	BELCOR_ARMOR_LSHIELD_169.MSH	.\ITEM\SHIELD\TEX\	
00a007aa	ffffffff	.\ITEM\SHIELD\MESH\	COM_ARMOR_LSHIELD_170.MSH	.\ITEM\SHIELD\TEX\	
00a007ab	ffffffff	.\ITEM\SHIELD\MESH\	COM_ARMOR_LSHIELD_171.MSH	.\ITEM\SHIELD\TEX\	
00a007ac	ffffffff	.\ITEM\SHIELD\MESH\	COM_ARMOR_LSHIELD_172.MSH	.\ITEM\SHIELD\TEX\	
00412000	ffffffff	.\ITEM\WEAPON\MESH\	ACCRETIA_WEAPON_GRELAUNCHER_000.MSH	.\ITEM\WEAPON\TEX\	
00412074	ffffffff	.\ITEM\WEAPON\MESH\	ACCRETIA_WEAPON_GRELAUNCHER_116.MSH	.\ITEM\WEAPON\TEX\	
