xeh	xeh	string[128]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
00006010	00000000	.\ITEM\ARMOR\ANI\	BELMALE_ARMOR_CLOAK_001_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
00006011	00000000	.\ITEM\ARMOR\ANI\	BELMALE_ARMOR_CLOAK_001_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
00006012	00000000	.\ITEM\ARMOR\ANI\	BELMALE_ARMOR_CLOAK_001_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
00006015	00000000	.\ITEM\ARMOR\ANI\	BELMALE_ARMOR_CLOAK_001_UNUSE.ANI	0	0	0	0	0	0	0	0	0	0	0	
00006014	00000000	.\ITEM\ARMOR\ANI\	BELMALE_ARMOR_CLOAK_001_USE.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006003	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_000_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006000	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_000_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006001	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_000_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006002	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_000_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006005	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_000_UNUSE.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006004	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_000_USE.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006013	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_001_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006010	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_001_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006011	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_001_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006012	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_001_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006015	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_001_UNUSE.ANI	0	0	0	0	0	0	0	0	0	0	0	
03006014	00000000	.\ITEM\ARMOR\ANI\	CORFEMALE_ARMOR_CLOAK_001_USE.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006003	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_000_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006000	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_000_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006001	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_000_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006002	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_000_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006005	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_000_UNUSE.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006004	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_000_USE.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006013	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_001_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006010	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_001_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006011	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_001_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006012	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_001_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006015	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_001_UNUSE.ANI	0	0	0	0	0	0	0	0	0	0	0	
02006014	00000000	.\ITEM\ARMOR\ANI\	CORMALE_ARMOR_CLOAK_001_USE.ANI	0	0	0	0	0	0	0	0	0	0	0	
04004ff0	00000000	.\ITEM\MODELITEM\ANI\	ACCRETIA_ARMOR_GLOVES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
04000ff0	00000000	.\ITEM\MODELITEM\ANI\	ACCRETIA_ARMOR_HELMET_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
04003ff0	00000000	.\ITEM\MODELITEM\ANI\	ACCRETIA_ARMOR_LOWER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
04005ff0	00000000	.\ITEM\MODELITEM\ANI\	ACCRETIA_ARMOR_SHOES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
04002ff0	00000000	.\ITEM\MODELITEM\ANI\	ACCRETIA_ARMOR_UPPER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
01004ff0	00000000	.\ITEM\MODELITEM\ANI\	BELFEMALE_ARMOR_GLOVES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
01000ff0	00000000	.\ITEM\MODELITEM\ANI\	BELFEMALE_ARMOR_HELMET_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
01003ff0	00000000	.\ITEM\MODELITEM\ANI\	BELFEMALE_ARMOR_LOWER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
01005ff0	00000000	.\ITEM\MODELITEM\ANI\	BELFEMALE_ARMOR_SHOES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
01002ff0	00000000	.\ITEM\MODELITEM\ANI\	BELFEMALE_ARMOR_UPPER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
00004ff0	00000000	.\ITEM\MODELITEM\ANI\	BELMALE_ARMOR_GLOVES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
00000ff0	00000000	.\ITEM\MODELITEM\ANI\	BELMALE_ARMOR_HELMET_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
00003ff0	00000000	.\ITEM\MODELITEM\ANI\	BELMALE_ARMOR_LOWER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
00005ff0	00000000	.\ITEM\MODELITEM\ANI\	BELMALE_ARMOR_SHOES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
00002ff0	00000000	.\ITEM\MODELITEM\ANI\	BELMALE_ARMOR_UPPER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
03004ff0	00000000	.\ITEM\MODELITEM\ANI\	CORFEMALE_ARMOR_GLOVES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
03000ff0	00000000	.\ITEM\MODELITEM\ANI\	CORFEMALE_ARMOR_HELMET_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
03003ff0	00000000	.\ITEM\MODELITEM\ANI\	CORFEMALE_ARMOR_LOWER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
03005ff0	00000000	.\ITEM\MODELITEM\ANI\	CORFEMALE_ARMOR_SHOES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
03002ff0	00000000	.\ITEM\MODELITEM\ANI\	CORFEMALE_ARMOR_UPPER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
02004ff0	00000000	.\ITEM\MODELITEM\ANI\	CORMALE_ARMOR_GLOVES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
02000ff0	00000000	.\ITEM\MODELITEM\ANI\	CORMALE_ARMOR_HELMET_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
02003ff0	00000000	.\ITEM\MODELITEM\ANI\	CORMALE_ARMOR_LOWER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
02005ff0	00000000	.\ITEM\MODELITEM\ANI\	CORMALE_ARMOR_SHOES_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
02002ff0	00000000	.\ITEM\MODELITEM\ANI\	CORMALE_ARMOR_UPPER_255_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
04120003	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_GRELAUNCHER_000_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411f153	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFS_021_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411f150	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFS_021_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411f151	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFS_021_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411f152	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFS_021_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411e0b3	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFT_011_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411e0b0	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFT_011_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411e0b1	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFT_011_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411e0b2	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFT_011_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411e0c3	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFT_012_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411e0c0	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFT_012_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411e0c1	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFT_012_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411e0c2	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITFT_012_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d013	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_001_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d010	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_001_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d011	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_001_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d012	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_001_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d033	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_003_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d030	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_003_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d031	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_003_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d032	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_003_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d053	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_005_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d050	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_005_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d051	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_005_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d052	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_005_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d073	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_007_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d070	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_007_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d071	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_007_EQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0411d072	00000000	.\ITEM\WEAPON\ANI\	ACCRETIA_WEAPON_SIEGEKITLC_007_UNEQUIP.ANI	0	0	0	0	0	0	0	0	0	0	0	
0711c003	00000000	.\ITEM\WEAPON\ANI\	BELLATO_WEAPON_MININGTOOL_000_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0711c000	00000000	.\ITEM\WEAPON\ANI\	BELLATO_WEAPON_MININGTOOL_000_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
0a111070	00000000	.\ITEM\WEAPON\ANI\	COM_WEAPON_TGUN_007_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
0811c013	00000000	.\ITEM\WEAPON\ANI\	CORA_WEAPON_MININGTOOL_001_ATTACK.ANI	0	0	0	0	0	0	0	0	0	0	0	
0811c010	00000000	.\ITEM\WEAPON\ANI\	CORA_WEAPON_MININGTOOL_001_DEFAULT.ANI	0	0	0	0	0	0	0	0	0	0	0	
